name,pubchem_cid,TSNE1,TSNE2
hyaluronic-acid,6852395.0,-79.8782,-3.2630942
alectinib,49806720.0,-46.178513,-14.324235
sertindole,60149.0,19.252218,-34.91333
ceftaroline-fosamil,10033059.0,4.990485,87.06986
rolitetracycline,,-62.125465,9.106949
benzoic-acid,243.0,29.196108,14.457734
olsalazine,,10.165496,24.136889
cabozantinib,25102847.0,37.275627,-47.972675
stigmasterol,5280794.0,-54.08163,40.9364
thz2,78357763.0,50.700146,-59.30283
ym-58483,2455.0,57.958153,-42.087955
pd-161570,5328135.0,29.369627,-43.014187
olda,5282106.0,-22.69507,52.87732
gw-842166,10253143.0,33.34045,-20.13801
alpha-methylserotonin,14083218.0,26.915771,54.14477
simurosertib,136443810.0,-35.7389,-4.3841267
tak-632,46209401.0,50.874504,-44.79826
droxicam,65679.0,-13.227084,-14.78075
eticlopride,57267.0,16.257023,-65.0829
delapril,5362116.0,45.392567,35.89899
ly255283,122023.0,21.110716,34.50754
varespladib,155815.0,47.382114,14.796002
mg-132,462382.0,45.38069,27.20271
tromaril,31635.0,38.406303,19.61814
tubastatin-a,49850262.0,56.16165,11.100953
tak-875,24857286.0,17.659937,5.6806717
daidzein,5281708.0,-55.900875,-6.871287
selegiline,26757.0,3.812634,-3.877276
terlipressin,133566182.0,20.095531,63.985817
leucylleucine-methyl-ester,7016877.0,-5.4197035,59.78195
camkii-in-1,50898538.0,6.795334,-30.669441
procaine,4914.0,16.656332,30.330141
etacrynic-acid,3278.0,22.418943,36.5417
efloxate,8395.0,15.21622,6.1837707
