name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,has_metal,metal_count,metal_symbols,metal_category,valid_smiles
torin-1,49836027.0,11.161413,-1.1722752,49836027,torin-1,False,0.0,,No metal,True
pyridoxal-isonicotinoyl-hydrazone,135409539.0,9.248069,0.31658602,135409539,pyridoxal-isonicotinoyl-hydrazone,False,0.0,,No metal,True
pf-3845,25154867.0,11.166445,-1.0127875,25154867,pf-3845,False,0.0,,No metal,True
methyl-nicotinate,7151.0,8.403249,0.9822994,7151,methyl-nicotinate,False,0.0,,No metal,True
gw-583340,5329480.0,3.9441686,1.5437616,5329480,gw-583340,False,0.0,,No metal,True
unc0631,53315868.0,11.37428,-1.4692698,53315868,unc0631,False,0.0,,No metal,True
hydroquinidine,91503.0,11.373042,0.073437,91503,hydroquinidine,False,0.0,,No metal,True
etp-45658,25229608.0,10.878927,-1.2443541,25229608,etp-45658,False,0.0,,No metal,True
sincalide,9833444.0,4.6391363,1.6572524,9833444,sincalide,False,0.0,,No metal,True
ci-923,76971447.0,11.395679,-0.1278889,76971447,ci-923,False,0.0,,No metal,True
valganciclovir,135483663.0,11.821768,-2.37683,135483663,valganciclovir,False,0.0,,No metal,True
promestriene,9883915.0,7.841977,3.264211,9883915,promestriene,False,0.0,,No metal,True
mephenytoin,107921.0,10.063539,-1.2698128,107921,mephenytoin,False,0.0,,No metal,True
iohexol,6604427.0,9.725647,1.0511639,6604427,iohexol,False,0.0,,No metal,True
elafibranor,9864881.0,7.9713073,1.6582608,9864881,elafibranor,False,0.0,,No metal,True
bms-983970,73388374.0,9.935758,-0.72700155,73388374,bms-983970,False,0.0,,No metal,True
ginsenoside-re,441921.0,7.3839993,3.9379828,441921,ginsenoside-re,False,0.0,,No metal,True
stf-118804,20916937.0,4.1237717,2.146694,20916937,stf-118804,False,0.0,,No metal,True
resiquimod,159603.0,10.547788,-0.90764755,159603,resiquimod,False,0.0,,No metal,True
nan-190,4431.0,11.559458,-0.8818388,4431,nan-190,False,0.0,,No metal,True
halofantrine,36688213.0,11.410032,0.7086983,36688213,halofantrine,False,0.0,,No metal,True
flurofamide,51173.0,9.0985565,1.2516649,51173,flurofamide,False,0.0,,No metal,True
pimavanserin,10071196.0,11.31067,-0.98815435,10071196,pimavanserin,False,0.0,,No metal,True
phenazone,2206.0,9.416069,-1.3818065,2206,phenazone,False,0.0,,No metal,True
indeloxazine,67212739.0,10.542679,0.9924807,67212739,indeloxazine,False,0.0,,No metal,True
kpt-9274,117779453.0,10.980978,-0.89503276,117779453,kpt-9274,False,0.0,,No metal,True
