name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,has_metal,metal_count,metal_symbols,metal_category,valid_smiles
deferiprone,2972,-1.542273,6.484183,2972,deferiprone,False,0.0,,No metal,True
cevimeline,18642481,-1.4567311,6.5358057,18642481,cevimeline,False,0.0,,No metal,True
tc-f-2,25198728,8.304918,7.526693,25198728,tc-f-2,False,0.0,,No metal,True
gsk269962,16095342,8.300222,7.5976644,16095342,gsk269962,False,0.0,,No metal,True
cgp-54626,197584,6.7010026,2.1743166,197584,cgp-54626,False,0.0,,No metal,True
ticlopidine,5472,6.704927,2.061112,5472,ticlopidine,False,0.0,,No metal,True
dofequidar,9960287,8.038438,6.6750565,9960287,dofequidar,False,0.0,,No metal,True
tgx-221,51601993,6.8659806,3.4659638,51601993,tgx-221,False,0.0,,No metal,True
rs-100329,3567002,8.987982,3.3326445,3567002,rs-100329,False,0.0,,No metal,True
sa-47,9840648,6.100435,7.7009892,9840648,sa-47,False,0.0,,No metal,True
olopatadine,5281071,9.837173,2.4455965,5281071,olopatadine,False,0.0,,No metal,True
khellin,3828,10.654755,1.8957702,3828,khellin,False,0.0,,No metal,True
osi-930,9868037,8.010769,6.8174586,9868037,osi-930,False,0.0,,No metal,True
ammonium-lactate,10313098,-1.6262704,5.952981,10313098,ammonium-lactate,False,0.0,,No metal,True
azd4573,124155204,6.1497264,7.845377,124155204,azd4573,False,0.0,,No metal,True
cefoselis,9830520,4.745368,7.7498794,9830520,cefoselis,False,0.0,,No metal,True
isoflurane,4369440,-1.2010196,6.0331397,4369440,isoflurane,False,0.0,,No metal,True
cp-775146,10410059,9.65496,2.6605718,10410059,cp-775146,False,0.0,,No metal,True
n-methylpyrrolidone,13387,-1.3709037,6.7400193,13387,n-methylpyrrolidone,False,0.0,,No metal,True
