canonical_smiles,compound_name,original_smiles,source_existing_registry,source_drugseq,source_tahoe
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,abiraterone-acetate,"CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4c4cccnc4)[C@@H]3CC=C2C1 |c:16,29|",True,True,False
CC(=O)O[C@H]1CN2CCC1CC2,aceclidine,"CC(=O)O[C@H]1CN2CCC1CC2 |&1:4,r|",True,False,False
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,vecuronium,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,True,False,False
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,pancuronium,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,True,False,False
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,fusidic-acid,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2[C@H](O)C[C@H]2\C([C@H](C[C@]12C)OC(C)=O)=C(/CCC=C(C)C)C(O)=O,True,False,False
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,lanatoside-c,"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1 |a:1,3,5,7,9,11,13,15,17,22,24,26,29,31,33,35,38,42,45,53,55,57,60,&1:47,&2:50,&3:51,t:69|",True,False,False
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,bornyl-acetate,"CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C |&1:4,&2:6,&3:9,r,TLB:3:4:7.8:11|",True,False,False
CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,eslicarbazepine-acetate,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc12,True,False,False
CC(=O)O[C@H]1[C@H](OC(C)(C)[C@H]2CC=C(C)CC2)O[C@H](C)[C@H](O)[C@@H]1OC(=O)C=C(C)C,"[(2R,3S,4S,5R,6S)-5-acetyloxy-3-hydroxy-2-methyl-6-[2-[(1R)-4-methylcyclohex-3-en-1-yl]propan-2-yloxy]oxan-4-yl] 3-methylbut-2-enoate",CC(=O)O[C@H]1[C@H](OC(C)(C)[C@H]2CC=C(C)CC2)O[C@H](C)[C@H](O)[C@@H]1OC(=O)C=C(C)C,False,True,False
CC(=O)O[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,"[(1R,2S,4R,5R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-6-(6-oxopyran-3-yl)-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-5-yl] acetate",CC(=O)O[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,False,True,False
CC(=O)O[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,cinobufotalin,[H][C@@]12CC[C@]3(O)C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@H]([C@@H](OC(C)=O)[C@H]3O[C@@]213)c1ccc(=O)oc1,True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,nomegestrol-acetate,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O |t:9,12|",True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,megestrol-acetate,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:9,12|",True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,chlormadinone-acetate,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:9,12|",True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,cyproterone-acetate,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:9,12|",True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"6,7-dehydro-17-acetoxy-progesterone","CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |c:9,t:11|",True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,ulipristal,"CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12 |t:29,36|",True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,hydroxyprogesterone-acetate,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:11|,True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,fluorometholone-acetate,"C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12 |c:26,t:30|",True,False,False
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,medroxyprogesterone-acetate,C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12 |t:28|,True,False,False
CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,alpha-tochopheryl-acetate,"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@]1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1 |&1:6,&2:11,&3:16,r|",True,False,False
CC(=O)Oc1c(C)cc(OC[C@H](O)CNC(C)C)c(C)c1C,metipranolol,"CC(C)NC[C@@H](O)COc1cc(C)c(OC(C)=O)c(C)c1C |&1:5,r|",True,False,False
CC(=O)Oc1c(C)cccc1C(=O)O,cresopirine,CC(=O)Oc1c(C)cccc1C(O)=O,True,False,False
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,moxisylyte,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,True,False,False
CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,triflusal,CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,True,False,False
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,Vitamin K4,CC1=C(C2=CC=CC=C2C(=C1)OC(=O)C)OC(=O)C,False,False,True
CC(=O)Oc1cc2c(s1)CCN([C@@H](C(=O)C1CC1)c1ccccc1F)C2,prasugrel,"CC(=O)Oc1cc2CN(CCc2s1)[C@@H](C(=O)C1CC1)c1ccccc1F |&1:13,r|",True,False,False
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,bisacodyl,CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1,True,False,False
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,estradiol-acetate,CC(=O)Oc1ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2c1,True,True,False
CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,dipyrocetyl,CC(=O)Oc1cccc(C(O)=O)c1OC(C)=O,True,False,False
CC(=O)Oc1cccc(C)c1,meta-cresyl-acetate,CC(=O)Oc1cccc(C)c1,True,False,False
CC(=O)Oc1cccc(O)c1,resorcinol-monoacetate,CC(=O)Oc1cccc(O)c1,True,False,False
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,diacerein,CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(C)=O)c3C(=O)c12)C(O)=O,True,True,False
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+]([O-])=O,True,False,False
CC(=O)Oc1ccccc1C(=O)O,aspirin,CC(=O)Oc1ccccc1C(O)=O,True,True,True
CC(=O)Oc1ccccc1C(=O)Oc1cccc(CO[N+](=O)[O-])c1,no-asa,CC(=O)Oc1ccccc1C(=O)Oc1cccc(CO[N+]([O-])=O)c1,True,False,False
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,acetylsalicylsalicylic-acid,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(O)=O,True,False,False
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,benzyl 2-[[2-(acetylsulfanylmethyl)-3-phenylpropanoyl]amino]acetate,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,False,True,False
CC(=O)SCCC(=O)N1[C@H](C)CCC[C@@H]1C(=O)O,methiopril,"C[C@@H]1CCC[C@@H](N1C(=O)CCSC(C)=O)C(O)=O |&1:1,5,r|",True,False,False
CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,alacepril,C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(O)=O,True,False,False
CC(=O)SC[C@@H](Cc1ccc2c(c1)OCO2)C(=O)N[C@@H](C)C(=O)OCc1ccccc1,"benzyl (2S)-2-[[(2S)-2-(acetylsulfanylmethyl)-3-(1,3-benzodioxol-5-yl)propanoyl]amino]propanoate",CC(=O)SC[C@@H](Cc1ccc2c(c1)OCO2)C(=O)N[C@@H](C)C(=O)OCc1ccccc1,False,True,False
CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,racecadotril,"CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1 |&1:5,r|",True,False,False
CC(=O)SC[C@H](CC(=O)c1ccc(C)cc1)C(=O)O,esonarimod,"CC(=O)SC[C@H](CC(=O)c1ccc(C)cc1)C(O)=O |&1:5,r|",True,False,False
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)C2CC[C@@]3(C)C(CC[C@@]34CCC(=O)O4)C21,"S-[(7R,10R,13S,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate",CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)C2CC[C@@]3(C)C(CC[C@@]34CCC(=O)O4)C21,False,True,False
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12 |t:6|,True,False,False
CC(=O)[C@@H](C#N)C(=O)Nc1cc(Br)ccc1Br,lfm-a13,"CC(=O)[C@@H](C#N)C(=O)Nc1cc(Br)ccc1Br |&1:3,r|",True,False,False
CC(=O)[C@@H](C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,teriflunomide,"CC(=O)[C@@H](C#N)C(=O)Nc1ccc(cc1)C(F)(F)F |&1:3,r|",True,False,False
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,megestrol,"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:9,12|",True,False,False
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,hydroxyprogesterone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:11|,True,False,False
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,medroxyprogesterone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12 |t:25|,True,False,False
CC(=O)[C@@]12O[C@](C)(c3ccccc3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,algestone-acetophenide,CC(=O)[C@@]12O[C@@](C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1 |t:15|,True,False,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,dydrogesterone,"CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C |c:8,t:10|",True,False,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,pregnenolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C |t:9|,True,False,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:10|,True,False,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,stetaderm,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C |t:10|,True,False,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,eltanolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,True,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,"1-[(3S,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone",CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,False,True,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,ganaxolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,True,False,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,medrysone,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CCC(=O)C=C12 |t:25|,True,False,False
CC(=O)[C@H]1CC[C@H]2[C@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@@H]3CC[C@]12C,pregnenolone-succinate,"CC(=O)[C@H]1CC[C@H]2[C@H]3CC=C4C[C@H](CC[C@]4(C)[C@@H]3CC[C@]12C)OC(=O)CCC(O)=O |a:3,12,15,20,&1:6,&2:7,&3:17,t:9|",True,False,False
CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,amrubicin,CC(=O)[C@@]1(N)C[C@H](O[C@H]2C[C@H](O)[C@H](O)CO2)c2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c2C1,True,False,False
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O,True,False,False
CC(=O)[O][Hg][c]1ccccc1,phenylmercuric-acetate,CC(=O)O[Hg]c1ccccc1,True,False,False
CC(=O)[O][Pt]([NH2])([Cl])([Cl])([NH]C1CCCCC1)[O]C(C)=O,satraplatin,CC(=O)O[Pt](N)(Cl)(Cl)(NC1CCCCC1)OC(C)=O,True,False,False
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,True,True,True
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(=C(C)O)C(=O)[C@]12C,usniacin-(+),"CC(O)=C1C(=O)C=C2Oc3c(c(O)c(C)c(O)c3C(C)=O)[C@]2(C)C1=O |a:21,&1:3,t:6|",True,False,False
CC(=O)c1c(O)cc(C)oc1=O,dehydroacetic-acid,CC(=O)c1c(O)cc(C)oc1=O,True,False,False
CC(=O)c1cc(-c2cc(C(=O)NC3CC3)ccc2C)c2ncccn12,"3-(6-acetylpyrrolo[1,2-a]pyrimidin-8-yl)-N-cyclopropyl-4-methylbenzamide",CC(=O)c1cc(-c2cc(C(=O)NC3CC3)ccc2C)c2ncccn12,False,True,False
CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1,p22077,CC(=O)c1cc(c(Sc2ccc(F)cc2F)s1)[N+]([O-])=O,True,True,False
CC(=O)c1cc([N+](=O)[O-])c(Sc2cccc(Cl)c2Cl)s1,p5091,CC(=O)c1cc(c(Sc2cccc(Cl)c2Cl)s1)[N+]([O-])=O,True,True,False
CC(=O)c1cc2c(=O)c3c(C(=O)O)c(O)c(O)cc3oc2c(C(C)=O)c1-c1coc2cc(O)c(O)c(C(=O)O)c2c1=O,"5,7-diacetyl-6-(5-carboxy-6,7-dihydroxy-4-oxochromen-3-yl)-2,3-dihydroxy-9-oxoxanthene-1-carboxylic acid",CC(=O)c1cc2c(=O)c3c(C(=O)O)c(O)c(O)cc3oc2c(C(C)=O)c1-c1coc2cc(O)c(O)c(C(=O)O)c2c1=O,False,True,False
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,napabucasin,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,True,False,False
CC(=O)c1ccc(NN=C(C(N)=O)C2=NC(C)(C)Cc3ccccc32)cc1,IQ 1,CC(=O)C1=CC=C(C=C1)NN=C(C2=NC(CC3=CC=CC=C32)(C)C)C(=O)N,False,False,True
CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,fk-3311,CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,True,False,False
CC(=O)c1ccc(OCCCOc2cc(NC(=O)C(=O)O)c(C)cc2Br)c(CCC(F)(F)F)c1O,"2-[5-[3-[4-acetyl-3-hydroxy-2-(3,3,3-trifluoropropyl)phenoxy]propoxy]-4-bromo-2-methylanilino]-2-oxoacetic acid",CC(=O)c1ccc(OCCCOc2cc(NC(=O)C(=O)O)c(C)cc2Br)c(CCC(F)(F)F)c1O,False,True,False
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,acetohexamide,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,True,False,True
CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,spizofurone,CC(=O)c1ccc2OC3(CC3)C(=O)c2c1,True,False,False
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,acepromazine,CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(C)=O,True,False,False
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,piperacetazine,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCC(CCO)CC3)c2c1,True,False,False
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,acetophenazine,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(CCO)CC3)c2c1,True,False,False
CC(=O)c1ccc2c(c1)N=C(c1ccc(C(=O)O)cc1F)c1cc3c(cc1N2C)C(C)(C)CCC3(C)C,"4-(2-acetyl-5,7,7,10,10-pentamethyl-8,9-dihydronaphtho[2,3-b][1,5]benzodiazepin-12-yl)-3-fluorobenzoic acid",CC(=O)c1ccc2c(c1)N=C(c1ccc(C(=O)O)cc1F)c1cc3c(cc1N2C)C(C)(C)CCC3(C)C,False,True,False
CC(=O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1cc3c(cc1Br)OCO3)N2,g-1,CC(=O)c1ccc2N[C@H]([C@H]3CC=C[C@H]3c2c1)c1cc2OCOc2cc1Br |c:11|,True,False,False
CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)c(Cl)c1)[C@H](O)C(C)(C)O2,tonabersat,CC(=O)c1ccc2OC(C)(C)[C@@H](O)[C@@H](NC(=O)c3ccc(F)c(Cl)c3)c2c1,True,False,False
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC(C)C,cbl0137,CC(C)NCCn1c2ccc(cc2c2cc(ccc12)C(C)=O)C(C)=O,True,False,False
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,ots167,CN(C)C[C@H]1CC[C@@H](CC1)Nc1c(cnc2ccc(nc12)-c1cc(Cl)c(O)c(Cl)c1)C(C)=O |r|,True,True,False
CC(=O)c1nc(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)NCc2cccc(Cl)c2F)n2ccccc12,"(1R,3S,5R)-2-[2-(1-acetylimidazo[1,5-a]pyridin-3-yl)acetyl]-N-[(3-chloro-2-fluorophenyl)methyl]-2-azabicyclo[3.1.0]hexane-3-carboxamide",CC(=O)c1nc(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)NCc2cccc(Cl)c2F)n2ccccc12,False,True,False
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2-(3-fluoro-4-phenylphenyl)propanoic acid,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,False,True,False
CC(C(=O)O)c1ccc2c(c1)C(=O)c1ccccc1CS2,2-(11-oxo-6H-benzo[c][1]benzothiepin-2-yl)propanoic acid,CC(C(=O)O)c1ccc2c(c1)C(=O)c1ccccc1CS2,False,True,False
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,2-(6-oxo-5H-benzo[b][1]benzothiepin-3-yl)propanoic acid,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,False,True,False
CC(C(=O)O)c1ccc2cc(OCc3ccc4ccccc4n3)ccc2c1,2-[6-(quinolin-2-ylmethoxy)naphthalen-2-yl]propanoic acid,CC(C(=O)O)c1ccc2cc(OCc3ccc4ccccc4n3)ccc2c1,False,True,False
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,2-(3-benzoylphenyl)propanoic acid,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,False,True,False
CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,prn1008,CC(C)(\C=C(/C#N)C(=O)N1CCC[C@H](C1)n1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc12)N1CCN(CC1)C1COC1,True,False,False
CC(C)(C#N)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,"(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-(2-cyanopropan-2-yl)-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",CC(C)(C#N)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,False,True,False
