canonical_smiles,compound_name,original_smiles,source_existing_registry,source_drugseq,source_tahoe
COC(F)(F)C(Cl)Cl,methoxyflurane,COC(F)(F)C(Cl)Cl,True,False,False
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,ambrisentan,COC([C@H](Oc1nc(C)cc(C)n1)C(O)=O)(c1ccccc1)c1ccccc1,True,False,False
COC1(C(=O)NC(C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,Pralsetinib,CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)NC(C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC,False,False,True
COC1(C[S@@](=O)c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1,gr-159897,COC1(C[S@@](=O)c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1,True,False,False
COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"[(9Z,19Z,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",COC1/C=C\\OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,False,True,False
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,coenzyme-q10,"COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O |c:2,t:58|",True,True,False
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,idebenone,"COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O |c:2,t:19|",True,True,False
COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C)C1=O,mitoquinone,"COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C)C1=O |c:2,t:40|",True,False,False
COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O,geldanamycin,"CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O |c:7,t:13,19,21,32|",True,False,False
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,griseofulvin,COC1=CC(=O)C[C@@H](C)[C@]11Oc2c(C1=O)c(OC)cc(OC)c2Cl |t:2|,True,True,False
COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,obatoclax,"COC1=CC(=N\C1=C/c1[nH]c(C)cc1C)c1cc2ccccc2[nH]1 |c:4,t:2|",True,False,False
COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O,Sinomenine,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,False,False,True
COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,sinomenine,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O |t:2|,True,False,False
COC1=Cc2ccccc2/C(=C/C(=O)O)c2ccsc21,"(2Z)-2-(8-methoxy-6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,8,10,12-hexaen-2-ylidene)acetic acid",COC1=Cc2ccccc2/C(=C/C(=O)O)c2ccsc21,False,True,False
COC1=Nc2cc(Cl)ccc2/C(=C/C(=O)O)c2sc(Cl)cc21,"(2Z)-2-(2,7-dichloro-4-methoxythieno[3,2-c][1]benzazepin-10-ylidene)acetic acid",COC1=Nc2cc(Cl)ccc2/C(=C/C(=O)O)c2sc(Cl)cc21,False,True,False
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Rifaximin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,False,False,True
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,Rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,False,False,True
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,Temsirolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,False,False,True
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,Everolimus,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,False,False,True
COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,azd2461,COC1CCN(CC1)C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,True,False,False
COC1CCN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)CC1,tc-g-1004,COC1CCN(CC1)c1cccc(n1)-c1cc(NC(C)=O)nc(n1)-n1nc(C)cc1C,True,False,False
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,Artemether,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,False,False,True
COCC#CCOc1ccc(C(=O)N[C@H](C(=O)NO)[C@@H](C)N)cc1,"N-[(2S,3R)-3-amino-1-(hydroxyamino)-1-oxobutan-2-yl]-4-(4-methoxybut-2-ynoxy)benzamide",COCC#CCOc1ccc(C(=O)N[C@H](C(=O)NO)[C@@H](C)N)cc1,False,True,False
COCC(=O)N(CC(N)=O)c1nc(NCc2ccc(C(F)(F)F)cc2)c2ncn(C)c2n1,2-[(2-methoxyacetyl)-[9-methyl-6-[[4-(trifluoromethyl)phenyl]methylamino]purin-2-yl]amino]acetamide,COCC(=O)N(CC(N)=O)c1nc(NCc2ccc(C(F)(F)F)cc2)c2ncn(C)c2n1,False,True,False
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,cp-724714,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,True,False,False
COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I,iopromide,"COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I |&1:14,&2:26,r|",True,False,False
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,True,False,False
COCC1=C(C(=O)O[C@@H](C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,cefpodoxime,"COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\c1csc(N)n1)C2=O)C(=O)O[C@@H](C)OC(=O)OC(C)C |a:6,9,&1:28,t:3|",True,False,False
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,fluvoxamine,COCCCC\C(=N/OCCN)c1ccc(cc1)C(F)(F)F,True,True,False
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,Fluvoxamine,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,False,False,True
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1.O=C(O)C=CC(=O)O,Fluvoxamine (maleate),COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,False,False,True
COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,"(3S,5R)-N-[[9-(4-methoxybutyl)xanthen-9-yl]methyl]-5-[(4-methylphenyl)sulfonylamino]piperidine-3-carboxamide",COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,False,True,False
COCCCCOc1ccccc1C(=O)NC[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCC1CCN(C(C)=O)CC1)C(C)C)C(C)C,"N-[(2S,4S,5S,7S)-7-[2-(1-acetylpiperidin-4-yl)ethylcarbamoyl]-4-amino-5-hydroxy-8-methyl-2-propan-2-ylnonyl]-2-(4-methoxybutoxy)benzamide",COCCCCOc1ccccc1C(=O)NC[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCC1CCN(C(C)=O)CC1)C(C)C)C(C)C,False,True,False
COCCCN(CC(=O)N[C@@H](CC(=O)O)c1ccc(OC)c(OC)c1)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,"(3S)-3-(3,4-dimethoxyphenyl)-3-[[2-[3-methoxypropyl-[2-[4-[(2-methylphenyl)carbamoylamino]phenyl]acetyl]amino]acetyl]amino]propanoic acid",COCCCN(CC(=O)N[C@@H](CC(=O)O)c1ccc(OC)c(OC)c1)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,False,True,False
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,prucalopride,COCCCN1CCC(CC1)NC(=O)c1cc(Cl)c(N)c2CCOc12,True,True,False
COCCCN1CCOc2ccc(CO[C@H]3CNC[C@@H](CO)[C@@H]3c3ccc(COC[C@@H](C)COC)cc3)cc21,"[(3S,4R,5R)-4-[4-[[(2S)-3-methoxy-2-methylpropoxy]methyl]phenyl]-5-[[4-(3-methoxypropyl)-2,3-dihydro-1,4-benzoxazin-6-yl]methoxy]piperidin-3-yl]methanol",COCCCN1CCOc2ccc(CO[C@H]3CNC[C@@H](CO)[C@@H]3c3ccc(COC[C@@H](C)COC)cc3)cc21,False,True,False
COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2CN(C(=O)OC2CCOCC2)C2CC2)C(C)C)ccc1OC,"oxan-4-yl N-cyclopropyl-N-[[(3S,4S)-4-[[[4-methoxy-3-(3-methoxypropoxy)benzoyl]-propan-2-ylamino]methyl]pyrrolidin-3-yl]methyl]carbamate",COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2CN(C(=O)OC2CCOCC2)C2CC2)C(C)C)ccc1OC,False,True,False
COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2CN(C)C(=O)C2Cc3ccccc3C2)C(C)C)ccc1OC,"N-[[(3S,4S)-4-[[[4-methoxy-3-(3-methoxypropoxy)benzoyl]-propan-2-ylamino]methyl]pyrrolidin-3-yl]methyl]-N-methyl-2,3-dihydro-1H-indene-2-carboxamide",COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2CN(C)C(=O)C2Cc3ccccc3C2)C(C)C)ccc1OC,False,True,False
COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC,"N-[[(3S,4S)-4-benzylpyrrolidin-3-yl]methyl]-4-methoxy-3-(3-methoxypropoxy)-N-propan-2-ylbenzamide",COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC,False,True,False
COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)Cc2ccccc2)C(C)C)ccc1OC,"N-[[(3S,4S)-4-(benzylsulfonylamino)pyrrolidin-3-yl]methyl]-4-methoxy-3-(3-methoxypropoxy)-N-propan-2-ylbenzamide",COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)Cc2ccccc2)C(C)C)ccc1OC,False,True,False
COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,Aliskiren,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,False,False,True
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,aliskiren-hemifumarate,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC,True,True,False
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@H]2CCC[C@@H]2O)C(C)C)C(C)C)ccc1OC,"(2S,4S,5S,7S)-5-amino-4-hydroxy-N-[(1S,2S)-2-hydroxycyclopentyl]-7-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-8-methyl-2-propan-2-ylnonanamide",COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@H]2CCC[C@@H]2O)C(C)C)C(C)C)ccc1OC,False,True,False
COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)C)C2,rg7834,COCCCOc1cc2C[C@@H](C(C)C)n3cc(C(O)=O)c(=O)cc3-c2cc1OC,True,False,False
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,2-[[4-(3-methoxypropoxy)-3-methylpyridin-2-yl]methylsulfinyl]-1H-benzimidazole,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,False,True,False
COCCCOc1ccnc(C[S@@](=O)c2nc3ccccc3[nH]2)c1C,rabeprazole,COCCCOc1ccnc(C[S@@](=O)c2nc3ccccc3[nH]2)c1C |r|,True,False,False
COCCCc1cc(-c2c[nH]c3cc(C(=O)c4ccc(Cl)c(S(N)(=O)=O)c4)ccc23)ccn1,2-chloro-5-[3-[2-(3-methoxypropyl)pyridin-4-yl]-1H-indole-6-carbonyl]benzenesulfonamide,COCCCc1cc(-c2c[nH]c3cc(C(=O)c4ccc(Cl)c(S(N)(=O)=O)c4)ccc23)ccn1,False,True,False
COCCCc1ccc2oc(-c3ccc(OC)c(OC)c3)cc2c1,dwk-1339,COCCCc1ccc2oc(cc2c1)-c1ccc(OC)c(OC)c1,True,False,False
COCCCn1c(NC(=O)c2ccno2)nc2cc(CNc3ccccc3)ccc21,"N-[5-(anilinomethyl)-1-(3-methoxypropyl)benzimidazol-2-yl]-1,2-oxazole-5-carboxamide",COCCCn1c(NC(=O)c2ccno2)nc2cc(CNc3ccccc3)ccc21,False,True,False
COCCN(C(=O)c1cc(OC)c(OC)c(OC)c1)c1nc(-c2ccccc2)cs1,eact,COCCN(C(=O)c1cc(OC)c(OC)c(OC)c1)c1nc(cs1)-c1ccccc1,True,False,False
COCCN(C)c1cc2n(c(=O)n1)CCc1cc(OC)ccc1-2,"9-methoxy-2-[2-methoxyethyl(methyl)amino]-6,7-dihydropyrimido[6,1-a]isoquinolin-4-one",COCCN(C)c1cc2n(c(=O)n1)CCc1cc(OC)ccc1-2,False,True,False
COCCN(CCC(=O)O)S(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nc3ccc(Cl)nc3s2)cc1,"3-[[4-[(2R)-1-[(5-chloro-[1,3]thiazolo[5,4-b]pyridin-2-yl)amino]-3-cyclopentyl-1-oxopropan-2-yl]phenyl]sulfonyl-(2-methoxyethyl)amino]propanoic acid",COCCN(CCC(=O)O)S(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nc3ccc(Cl)nc3s2)cc1,False,True,False
COCCN(CCOC)C(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12,rv1729,COCCN(CCOC)C(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc34)n(Cc3ccccc3Cl)c(=O)c12,True,False,False
COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,sd-2590,COCCN1CCC(CC1)(C(=O)NO)S(=O)(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1,True,False,False
COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1,rilapladib,COCCN1CCC(CC1)N(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c(SCc2cccc(F)c2F)cc(=O)c2ccccc12,True,False,False
COCCN1CCC(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,N-[1-(cyanomethylcarbamoyl)cyclohexyl]-4-[1-(2-methoxyethyl)piperidin-4-yl]benzamide,COCCN1CCC(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,False,True,False
COCCN1CCN(CC(O)COc2c3c(c(-c4ccc5c(c4)OCO5)c4cc(OC)c(OC)cc24)C(=O)OC3)CC1,"9-(1,3-benzodioxol-5-yl)-4-[2-hydroxy-3-[4-(2-methoxyethyl)piperazin-1-yl]propoxy]-6,7-dimethoxy-3H-benzo[f][2]benzofuran-1-one",COCCN1CCN(CC(O)COc2c3c(c(-c4ccc5c(c4)OCO5)c4cc(OC)c(OC)cc24)C(=O)OC3)CC1,False,True,False
COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,rgb-286638,COCCN1CCN(Cc2ccc(cc2)-c2n[nH]c3-c4cccc(NC(=O)NN5CCOCC5)c4C(=O)c23)CC1,True,False,False
COCCNC(=O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1,zd-7114,COCCNC(=O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1,True,False,False
COCCNC(=O)Cn1cnc([N+](=O)[O-])n1,sanazole,COCCNC(=O)Cn1cnc(n1)[N+]([O-])=O,True,False,False
COCCNC(=O)[C@@H]1C[C@@H](Sc2nc3ccccc3[nH]2)CN1Cc1ccc2c(c1)Cc1ccccc1-2,"(2S,4R)-4-(1H-benzimidazol-2-ylsulfanyl)-1-(9H-fluoren-2-ylmethyl)-N-(2-methoxyethyl)pyrrolidine-2-carboxamide",COCCNC(=O)[C@@H]1C[C@@H](Sc2nc3ccccc3[nH]2)CN1Cc1ccc2c(c1)Cc1ccccc1-2,False,True,False
COCCNC(=O)c1cccc(-c2cccc3cc(Cc4cc(F)cc(Cl)c4)sc23)c1,3-[2-[(3-chloro-5-fluorophenyl)methyl]-1-benzothiophen-7-yl]-N-(2-methoxyethyl)benzamide,COCCNC(=O)c1cccc(-c2cccc3cc(Cc4cc(F)cc(Cl)c4)sc23)c1,False,True,False
COCCNC(=O)c1ccnc(C(=O)NCCOC)c1,"2-N,4-N-bis(2-methoxyethyl)pyridine-2,4-dicarboxamide",COCCNC(=O)c1ccnc(C(=O)NCCOC)c1,False,True,False
COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1,derazantinib,COCCNCCc1cccc(Nc2ncc3C[C@@H](c4ccccc4F)c4ccccc4-c3n2)c1,True,False,False
COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,sitravatinib,COCCNCc1ccc(nc1)-c1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)c2s1,True,False,False
COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,glesatinib,COCCNCc1ccc(nc1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccc(F)cc4)cc3F)c2s1,True,False,False
COCCNc1cc(-n2ncnc2Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)ncn1,"3-[[2-[6-(2-methoxyethylamino)pyrimidin-4-yl]-1,2,4-triazol-3-yl]amino]-4-methyl-N-[3-(trifluoromethyl)phenyl]benzamide",COCCNc1cc(-n2ncnc2Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)ncn1,False,True,False
COCCNc1cc(NC(=O)N2CCCc3cc(CN(C)C(C)=O)c(C=O)nc32)ncc1C#N,"6-[[acetyl(methyl)amino]methyl]-N-[5-cyano-4-(2-methoxyethylamino)pyridin-2-yl]-7-formyl-3,4-dihydro-2H-1,8-naphthyridine-1-carboxamide",COCCNc1cc(NC(=O)N2CCCc3cc(CN(C)C(C)=O)c(C=O)nc32)ncc1C#N,False,True,False
COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,roblitinib,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc23)ncc1C#N,True,False,False
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,"3-O-(2-methoxyethyl) 5-O-propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,False,True,False
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,nimodipine,"COCCOC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C |r,c:7,12|",True,False,False
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,cilnidipine,"COCCOC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1 |&1:14,r,c:7,12|",True,False,False
COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/C#N)NCCCCCCOc2ccc(Cl)cc2)cc1,[4-[[N'-[6-(4-chlorophenoxy)hexyl]-N-cyanocarbamimidoyl]amino]pyridin-1-ium-1-yl]methyl 2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethyl carbonate,COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/C#N)NCCCCCCOc2ccc(Cl)cc2)cc1,False,True,False
COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,sp-420,COCCOCCOc1ccc(C2=N[C@](C)(CS2)C(O)=O)c(O)c1 |t:12|,True,False,False
COCCOCc1ccc(-c2cc3onc(-c4ccccc4)c3c(=O)n2C)cc1,"6-[4-(2-methoxyethoxymethyl)phenyl]-5-methyl-3-phenyl-[1,2]oxazolo[4,5-c]pyridin-4-one",COCCOCc1ccc(-c2cc3onc(-c4ccccc4)c3c(=O)n2C)cc1,False,True,False
COCCO[C@@H]1c2ccn3c(C)c(C)nc3c2N[C@H](c2ccccc2)[C@H]1O,soraprazan,COCCO[C@H]1[C@H](O)[C@H](Nc2c1ccn1c(C)c(C)nc21)c1ccccc1,True,False,False
COCCO[C@H]1CC[C@H](Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,,COCCO[C@H]1CC[C@H](Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,False,True,False
COCCOc1cc2ncc(-c3cc(N)nc(Cl)c3)n2cc1S(=O)(=O)C(C)(C)C,"4-[6-tert-butylsulfonyl-7-(2-methoxyethoxy)imidazo[1,2-a]pyridin-3-yl]-6-chloropyridin-2-amine",COCCOc1cc2ncc(-c3cc(N)nc(Cl)c3)n2cc1S(=O)(=O)C(C)(C)C,False,True,False
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,preladenant,COCCOc1ccc(cc1)N1CCN(CCn2ncc3c2nc(N)n2nc(nc32)-c2ccco2)CC1,True,False,False
COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1,cp-673451,COCCOc1ccc2n(cnc2c1)-c1ccc2cccc(N3CCC(N)CC3)c2n1,True,False,False
COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1,amg-337,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(cn34)-c3cnn(C)c3)c(=O)c2c1,True,False,False
COCCOc1cncc(Nc2nc(-c3cccc(C#N)c3)c(-n3cncn3)s2)n1,"3-[2-[[6-(2-methoxyethoxy)pyrazin-2-yl]amino]-5-(1,2,4-triazol-1-yl)-1,3-thiazol-4-yl]benzonitrile",COCCOc1cncc(Nc2nc(-c3cccc(C#N)c3)c(-n3cncn3)s2)n1,False,True,False
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,"1-(2-methoxyethyl)-2-methyl-3-(pyrazin-2-ylmethyl)benzo[f]benzimidazol-3-ium-4,9-dione",COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,True,True,False
COCCc1ccc(-c2[nH]c3cc(S(=O)(=O)N[C@H]4CC[C@H](C(=O)N5CCOC[C@@H]5C)CC4)ccc3c2Cl)cc1,,COCCc1ccc(-c2[nH]c3cc(S(=O)(=O)N[C@H]4CC[C@H](C(=O)N5CCOC[C@@H]5C)CC4)ccc3c2Cl)cc1,False,True,False
