name,pubchem_cid,UMAP1,UMAP2
o-1918,40469923.0,8.920563,2.0774534
mira-1,227681.0,10.089656,1.8070228
oxymatrine,24864132.0,9.02038,1.6120869
nu-6027,398148.0,9.305554,1.6249056
doxapram,28248394.0,9.552256,2.5216806
rasagiline,3052776.0,9.495926,2.3316839
titanocene-dichloride,11075829.0,9.197319,1.6089263
cipemastat,9824350.0,9.560761,1.7378826
motapizone,,9.10003,1.7480929
mrs-1845,92220886.0,12.202954,4.1638975
hyaluronic-acid,6852395.0,9.725603,0.3257419
alectinib,49806720.0,9.006194,1.6168739
sertindole,60149.0,9.162327,2.032183
ceftaroline-fosamil,10033059.0,13.4157915,1.5339558
rolitetracycline,,9.568081,2.1945257
benzoic-acid,243.0,9.945989,2.821494
olsalazine,,10.116494,2.7124202
cabozantinib,25102847.0,9.317537,3.9025385
stigmasterol,5280794.0,8.8737755,-0.11247169
thz2,78357763.0,10.170581,3.4515178
ym-58483,2455.0,9.905637,3.9117885
pd-161570,5328135.0,10.461424,3.4023664
olda,5282106.0,11.147321,1.1534758
gw-842166,10253143.0,9.711256,3.016895
alpha-methylserotonin,14083218.0,11.421067,2.8260093
simurosertib,136443810.0,8.91316,1.7594073
tak-632,46209401.0,10.089818,3.0299995
droxicam,65679.0,9.328832,2.8775334
eticlopride,57267.0,9.41681,4.4533334
delapril,5362116.0,11.116387,2.453224
ly255283,122023.0,10.313393,1.9663523
varespladib,155815.0,10.381771,2.8091578
mg-132,462382.0,10.789938,2.4610934
tromaril,31635.0,10.094346,3.0322533
tubastatin-a,49850262.0,9.913729,2.65739
tak-875,24857286.0,10.060407,2.555315
daidzein,5281708.0,9.429549,0.82131755
selegiline,26757.0,10.062585,2.798304
terlipressin,133566182.0,11.850577,2.2691386
leucylleucine-methyl-ester,7016877.0,10.84614,2.10915
camkii-in-1,50898538.0,9.971421,2.7621088
procaine,4914.0,10.711334,3.1765552
etacrynic-acid,3278.0,10.312005,1.9499354
efloxate,8395.0,9.938987,2.5310583
way-213613,11531745.0,11.141233,1.9155074
equol,91469.0,9.443123,2.3479755
hydrocortisone-hemisuccinate,16623.0,8.266438,-0.83550507
febuxostat,134018.0,10.378803,1.8982707
ethisterone,5284557.0,8.447798,-0.38852885
isoflurophate,5936.0,9.430764,1.5844246
tartaric-acid,444305.0,10.475003,1.8503861
asp3026,25134326.0,8.468904,3.792875
