name,pubchem_cid,UMAP1,UMAP2
cilazapril,56330.0,11.903695,-0.5382973
methylprednisolone-sodium-succinate,16923.0,7.526188,4.179156
benfluralin,2319.0,7.7610583,-0.9712967
"cp-105,696",9867257.0,7.419057,1.5055252
nedocromil,50294.0,11.223852,-0.21667284
l-ergothioneine,3037043.0,9.2817135,0.41573444
ikk-2-inhibitor,2807869.0,9.14953,0.029151676
modaline,17860.0,10.624989,-0.17382932
ite,4668801.0,8.599755,0.46781418
istaroxime,9841834.0,7.9749336,3.4111001
antimonyl,,7.8710146,1.7992547
ro-90-7501,824226.0,8.976851,-0.30072305
edelfosine,6610230.0,11.437712,1.4737188
t-5601640,9438169.0,9.127708,-0.3693902
3-mppi,4013695.0,11.289742,-1.3699459
asunaprevir,16076883.0,4.0919194,1.5414618
geniposide,107848.0,7.324928,2.252973
jnj-38877605,46911863.0,9.089042,-0.8646157
treprostinil,6918140.0,7.8242817,2.9095242
morphothiadin,129387808.0,10.905457,-0.79075116
shp099,118238298.0,10.601671,-0.28685707
fimasartan,9870652.0,10.604253,-1.3482049
amfenac,2136.0,9.226118,1.104583
bismuth(iii)-trifluoromethanesulfonate,,5.0055294,2.1074584
mirin,137319711.0,9.324433,-0.063076556
urb597,1383884.0,9.6268015,1.4217756
atiprimod,129869.0,11.003168,0.5765333
cyacetacide,8820.0,9.543366,1.3274213
(r)-(-)-apomorphine,6005.0,11.461568,0.48507428
a12b4c3,,8.295902,-1.1731957
sodium-nitrite,129009887.0,8.724653,1.7641674
iododexetimide,14479849.0,11.120209,-0.480796
ly404187,66857735.0,4.3613076,2.204159
fgin-1-27,132496.0,10.801157,-0.48071763
apy0201,56927660.0,10.689474,-0.7955466
ethoxzolamide,3295.0,4.1293583,2.283576
methyl-aminolevulinate,157922.0,9.73976,1.9066066
inx-08189,49862762.0,11.39711,-2.497154
nhi-2,51355147.0,8.544178,0.40926325
letrozole,3902.0,9.150575,-0.78529954
dorsomorphin,11524144.0,10.906037,-1.198488
nadifloxacin,9850038.0,12.064314,-1.5813528
skf-81297,11957706.0,10.680879,1.1904304
tolonium,91311512.0,9.33709,0.2748811
corticosterone,5753.0,7.597599,4.2505093
kpt-276,71496742.0,9.466377,-1.0842882
mozavaptan,11441742.0,11.028727,-0.41984
ac-186,71245042.0,8.053269,1.5107685
dspc,5313335.0,11.452952,1.4343315
kifunensine,130611.0,11.925629,-2.5196836
gdc-0941,17755052.0,3.8535857,1.6688131
oxyphenbutazone,448033.0,9.421224,-1.4004484
ec-144,11517212.0,10.236366,-0.9304004
phenacaine,7588.0,8.779214,1.2106776
ravuconazole,467825.0,9.62973,-0.9692672
bms-ccr2-22,24801690.0,10.23129,1.2123191
act-132577,25099191.0,3.976748,2.0813704
kme-4,6438990.0,7.6856136,1.7577555
ostarine,11326715.0,9.331082,0.9468737
incb-3284,,11.661121,-1.1387922
cu-t12-9,91826088.0,7.888739,-1.0493186
sulbutiamine,3002120.0,11.41771,-1.0521148
ilaprazole,76968095.0,4.869078,1.482806
tacedinaline,2746.0,9.269001,0.8871924
nbi-98782,14580381.0,11.700888,0.29390183
clenbuterol,688428.0,10.500259,1.9076037
galidesivir,10445549.0,11.919975,-2.4549704
tg-003,1893668.0,9.816903,-0.44385576
valrocemide,6918293.0,9.953946,1.6220446
bosutinib,5328940.0,11.524629,-1.2791204
parachlorophenol,4684.0,8.107961,1.5157855
pyridoxamine,11205997.0,10.0485525,1.6027349
plurisin-1,225362.0,9.155477,0.29966587
fenbufen,3335.0,8.413141,2.05454
propranolol-(s),91536.0,10.588241,1.8969499
itx3,1362865.0,9.65315,-0.80831945
sodium-danshensu,179536.0,7.806531,1.8968868
lupanine,91471.0,11.076503,-0.32531133
isodibut,145949.0,11.412151,-0.35364988
eliprodil,9798372.0,11.408912,0.37864003
gw-542573x,24885053.0,11.716939,-0.6890297
ttnpb,5289501.0,8.283963,2.2291799
riociguat,11304743.0,9.671333,-1.1885442
scopine,,11.866815,0.49086118
ko143,10322450.0,11.797216,-0.8600245
indium(iii)-isopropoxide,,8.519636,1.9766649
pf-04620110,,11.634161,-1.6431569
e7449,135565981.0,10.393549,-1.0694838
benzoylpas,10718.0,9.185398,1.0161996
