compound_embedding_row_index,actual_predictability,predicted_predictability,compound_name
282,0.812434,0.8500043,"S-[(7R,8R,9R,10R,13S,14R,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate; spironolactone"
709,0.8129477,0.82556856,"4R-[(1R,4Z,8Z,10S,13R,15R)-15-hydroxy-5,10-dimethyl-3-oxo-2,14-dioxabicyclo[11.3.1]heptadeca-4,8-dien-15-yl]-2-thiazolidinone; latrunculin-b"
1780,0.81199515,0.8146328,Fenbendazole; fenbendazole
3444,0.8829222,0.8489254,Buparlisib; buparlisib
2551,0.812118,0.7718809,Ethylmercury thiosalicylate; thiomersal
4928,0.83826405,0.85512066,dactinomycin
1755,0.81082433,0.82517976,(+)-Niguldipine; dexniguldipine
8172,0.8101698,0.79347324,"3-[(E)-{2-[4-(morpholin-4-yl)-6-(phenylamino)-1,3,5-triazin-2-yl]hydrazinylidene}methyl]phenyl furan-2-carboxylate; BAS-00535043"
188,0.8095928,0.8069205,AZD-3514; Azd 3514
4189,0.8093655,0.7782372,Chloroxine; chloroxine
4198,0.8083693,0.81056565,SB-202190; Sb-202190
5465,0.8077232,0.811924,Indibulin; indibulin
2836,0.8075441,0.79929435,"4(2'-Aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline; BMS-345541"
1442,0.8066822,0.8368923,Triflupromazine; triflupromazine
2445,0.80703926,0.8408866,Paricalcitol; paricalcitol
3974,0.8069994,0.83530414,"9-Hydroxy-4-phenylpyrrolo[3,4-C]carbazole-1,3(2H,6H)-dione; PD-407824"
25,0.8072222,0.85953826,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol"
3962,0.80653334,0.7931136,Kenpaullone; kenpaullone
4004,0.8054394,0.8221525,indirubin
2898,0.8051804,0.7656362,ALW-II-38-3; Awl-II-38.3
1098,0.8045245,0.7943274,"2,4-Bisanilinopyrimidine, 10; KIN-001-220"
2071,0.80449545,0.81215286,GW-843682X; GW843682X
4184,0.80402213,0.7725479,An inositol; inositol
946,0.9183546,0.8149554,Pracinostat; SB-939
4663,0.8010893,0.8203393,GSK-690693
5388,0.8018819,0.8563732,Aphidicolin; aphidicolin
5630,0.81994617,0.8507242,"(2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid; Celastrol"
294,0.8020065,0.84607327,"(6S,8S,10R,11S,13S,14S,17S)-17-acetyl-11-hydroxy-6,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one; medrysone"
3532,0.8015245,0.80413723,thioguanine
420,0.80143875,0.79656315,NCH-51; Ptach
3022,0.80112046,0.80149174,AT-7867
3120,0.80096006,0.83103037,"2-(Difluoromethyl)-1-(4,6-di-4-morpholinyl-1,3,5-triazin-2-yl)-1H-benzimidazole; ZSTK-474"
2006,0.8782223,0.8199886,"2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetic acid; Rigosertib"
3104,0.81052923,0.8220231,Azathioprine; azathioprine
2386,0.8002621,0.82023066,LY-2874455; Ly-2874455
649,0.7982884,0.79547775,AM-580; Ro 40-6055
1383,0.8874364,0.79743624,GSK-1070916; Gsk-1070916
1725,0.7954092,0.89173985,7-hydroxystaurosporine; Ucn-01
1524,0.7953641,0.8163002,meisoindigo
902,0.7952047,0.843208,ANTIMYCIN A (A1 shown); antimycin-a
2079,0.79226494,0.8057674,"BRD-K68336408; N-(3-Chlorophenyl)-6,7-dimethoxy-4-quinazolinamine"
3546,0.8875066,0.83441114,5-Aza-2'-deoxycytidine; Decitabine
1584,0.7915359,0.8175417,thiothixene; trans-Thiothixene
151,0.7894756,0.8350428,Epiquinidine; quinine
1696,0.7890062,0.81355256,Maprotiline; maprotiline
2152,0.789541,0.8037731,AR-A014418
3553,0.7948834,0.8212832,5-iodotubercidin; 7-Iodo-7-deaza-D-guanosine
529,0.7889672,0.8156886,aminopurvalanol A; aminopurvalanol-a
4230,0.7888826,0.85182893,Maxacalcitol-D6; maxacalcitol
77,0.78819275,0.8385576,Tacalcitol; tacalcitol
756,0.78777623,0.8434893,Beclomethasone Dipropionate; beclomethasone-dipropionate
2659,0.78545374,0.8129985,Semaxanib; semaxanib
189,0.78143454,0.7884054,"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone; Ketoconazole"
3347,0.78415656,0.7652888,"H-9; N'-(5-isoquinolinylmethyl)ethane-1,2-diamine"
3395,0.7834414,0.8073926,"(2R)-2-amino-2-[(5S)-3-chloro-4,5-dihydro-1,2-oxazol-5-yl]acetic acid; acivicin"
7014,0.7822677,0.82733536,2-[(chloroacetyl)(4-methoxyphenyl)amino]-N-(2-phenylethyl)-2-thien-2-ylacetamide; K784-3188
4465,0.7805518,0.8290839,linsitinib
2072,0.7801475,0.82606876,CP-466722; CP466722
3077,0.7790796,0.83538425,PF-477736
6573,0.7785483,0.7992594,"(E)-N-(4-((4-Ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-(2-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-5-yl)vinyl)-4-methylbenzamide; HG-6-64-01"
3220,0.7744978,0.78544784,Phenformin; phenformin
1226,0.8768708,0.8251715,Pelitinib; pelitinib
6648,0.7768709,0.8281021,"BRD-K28296557; N-[(E)-2-[5-(1,3-benzothiazol-2-yl)-3-ethyl-1-phenylbenzimidazol-3-ium-2-yl]ethenyl]-N-methylaniline"
1134,0.7748944,0.8150368,"Cholesta-5,8-dien-3ss-ol; molsidomine"
111,0.77400726,0.81856537,AVL-292; Spebrutinib
3072,0.77344674,0.80855083,RAF-265; Raf265
1310,0.88782173,0.779583,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine
4163,0.7722173,0.82215804,GDC-0879; Gdc-0879
1967,0.77206904,0.8089342,ITK inhibitor; KIN001-127
8104,0.77099144,0.8080641,2-chloro-N-[6-[[(2-chloro-5-nitrophenyl)-oxomethyl]amino]-2-pyridinyl]-5-nitrobenzamide; EMF-bca1-16
1455,0.7707129,0.8309752,Amonafide; amonafide
3856,0.7705818,0.8182591,CD-1530; CD1530
2761,0.7712396,0.7972573,RG-2833
5398,0.76924354,0.8121951,L-ergothioneine
593,0.774925,0.80069005,Fenretinide; fenretinide
139,0.7668195,0.8481965,"Estra-4,9,11-trien-3-one, 17-hydroxy-17-(2-propenyl)-, (17b)-; altrenogest"
1510,0.8366252,0.81352365,Elesclomol; elesclomol
221,0.76474637,0.8006233,"HDAC inhibitor, Compound 1; Merck60"
112,0.76349556,0.79569423,4-(4-((4-((3-acrylamidophenyl)amino)-5-fluoropyrimidin-2-yl)amino)phenoxy)-N-methylpicolinamide; CNX-774
1836,0.76317173,0.8153594,CP-724714; Cp-724714
3670,0.7614827,0.81840074,"CAY-10594; N-(2-(4-Oxo-1-phenyl-1,3,8-triazaspiro(4.5)decan-8-yl)ethyl)naphthalene-2-carboxamide"
738,0.7605798,0.83779305,"(10S,13R,17Z)-17-ethylidene-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15-decahydrocyclopenta[a]phenanthrene-3,16-dione; guggulsterone"
788,0.7925,0.8687617,"methyl (1R,9R,10S,11R,12S,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate; vinorelbine"
2075,0.7595481,0.8363576,Dacomitinib; dacomitinib
2858,0.7587234,0.80855215,Apilimod; STA-5326
7017,0.7587052,0.816926,"BRD-K05649647; N-(2,5-dimethoxyphenyl)sulfonyl-N-(4-methoxyphenyl)benzamide"
636,0.75746757,0.8117034,4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol; Diethylstilbestrol
6693,0.7522886,0.8154251,Jnk-IN-2; ZG-10
1065,0.75024664,0.81139696,Enclomiphene; clomifene
2216,0.75060874,0.78125685,D-64131
73,0.873634,0.8187183,"calcitriol; trans-(1R,3S,5Z)-5-[(2E)-2-[(1S,3aS,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol"
6906,0.7492872,0.80275106,5-Chloro-4-(1H-indol-3-yl)-N-(2-methoxy-4-(4-(4-methylpiperazin-1-yl)piperidin-1-yl)phenyl)pyrimidin-2-amine; HG-14-10-04
3867,0.8749543,0.83426344,MLN-8054; Mln8054
8259,0.74747896,0.8300648,4-chloro-N-[4-hydroxy-3-(8-quinolinylthio)-1-naphthalenyl]benzenesulfonamide; F-1566-0341
4457,0.7474828,0.79483235,Y-27632
1762,0.74674225,0.7952843,"BRD-K88741031; Methyl 2,5-dihydroxycinnamate; erbstatin-analog; methyl (E)-3-(2,5-dihydroxyphenyl)acrylate"
355,0.74691135,0.81832755,Quizartinib; quizartinib
99,0.85756654,0.79795396,Ibrutinib; ibrutinib
6890,0.7439289,0.8375457,"2-cyclohexyl-1-[(E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]-2,3-dihydropyridin-6-one; SA-1447005"
1675,0.74253434,0.81157386,Axitinib; axitinib
2781,0.8590665,0.8113831,Linifanib; linifanib
6905,0.74185646,0.82702696,1-[4-[[4-Amino-5-chloro-6-(2-propan-2-ylsulfonylanilino)-2-pyrimidinyl]amino]-3-methoxyphenyl]-4-piperidinecarboxamide; HG-5-88-01
6780,0.7415906,0.80179626,4-(Hydroxy-(4-((4-(((1-naphthalenylamino)-oxomethoxy)methyl)phenyl)methylamino)butyl)amino)-4-oxo-2-butenoic acid methyl ester; methylstat
1070,0.8799871,0.8109743,Givinostat; givinostat
1623,0.7351788,0.82648504,Metergoline; metergoline
5117,0.7463338,0.7960733,serdemetan
2808,0.7351815,0.7746872,(2E)-3-(4-methylbenzenesulfonyl)prop-2-enenitrile; BAY-11-7082
5375,0.7823498,0.8153672,"(2S)-2-amino-N-[(2S,3S,4R)-5-[6-(dimethylamino)-9-purinyl]-4-hydroxy-2-(hydroxymethyl)-3-oxolanyl]-3-(4-methoxyphenyl)propanamide; puromycin"
6218,0.73217845,0.8201207,"2-(1-Aminoethenyl)-4-(3-phenylphenyl)thieno[2,3-c]pyridin-7-amine; COT-10b"
589,0.73078597,0.8185886,2-((6-(benzylamino)-9-(propan-2-yl)-9H-purin-2-yl)amino)ethan-1-ol; BRD-K71726959
652,0.72667164,0.8045561,Tamibarotene; tamibarotene
5256,0.7254088,0.78257465,Tyrphostin 9; tyrphostin-A9
1493,0.725261,0.81452286,Methylene blue cation; methylene-blue
1972,0.72802794,0.8238304,"Azd-4547; N-[5-[2-(3,5-dimethoxyphenyl)ethyl]-1H-pyrazol-3-yl]-4-[(3R,5S)-3,5-dimethylpiperazin-1-yl]benzamide"
1810,0.7244472,0.79724556,"AG-957; Benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, methyl ester"
6440,0.7409803,0.81578386,C-646; C646
1252,0.85864025,0.83568877,Cerdulatinib; PRT-062070
5410,0.72118026,0.85351676,CX-5461; Cx-5461
2571,0.72013706,0.8393892,"(3Z)-5-(((2,6-Dichlorophenyl)methyl)sulfonyl)-3-((3,5-dimethyl-4-(((2R)-2-(1-pyrrolidinylmethyl)-1-pyrrolidinyl)carbonyl)-1H-pyrrol-2-yl)methylene)-1,3-dihydro-2H-indol-2-one; PHA-665752"
1667,0.7207904,0.83059233,Defactinib; defactinib
3289,0.71515536,0.81986094,"4-(4-(2,3-dihydrobenzo(1,4)dioxin-6-yl)-5-pyridin-2-yl-1H-imidazol-2-yl)benzamide; D-4476"
3926,0.71397686,0.82859164,DA-3003-1; NSC-663284
2513,0.7256547,0.83086336,"(3E,5S,8R,9S,10R,13S,14S)-3-(2-aminoethoxyimino)-10,13-dimethyl-1,2,4,5,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-6,17-dione; Istaroxime"
3159,0.8668112,0.80908203,Ruxolitinib; ruxolitinib
1987,0.7120067,0.8087246,AZD-3463; Azd3463
354,0.7114427,0.79232585,"2-Propenethioamide, 3-(3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)-2-cyano-, (E)-; AG-879"
24013,0.71032214,0.8434145,"Ethyl 5,5,7,7-tetramethyl-2-(5-nitrothiophene-2-carboxamido)-4,5,6,7-tetrahydrothieno[2,3-c]pyridine-3-carboxylate; NPC26"
938,0.70982,0.8065635,RP107; aloisine
3608,0.7063934,0.7929487,CAY-10618; N-(2-phenylphenyl)-8-(4-pyridin-3-yltriazol-1-yl)octanamide
1218,0.70422393,0.80611503,SANT-2; Sant-2
4161,0.7039946,0.76738346,"2-((3-(2,3-Dichlorophenoxy)propyl)amino)ethanol; BRD-K61734568"
5230,0.703539,0.87974614,"N,N-Dimethyl-beta-alanine (3R,4aR,5S,6S,6aS,10S,10aR,10bS)-5-(acetyloxy)-3-ethenyldodecahydro-10,10b-dihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-1H-naphtho(2,1-b)pyran-6-yl ester; colforsin-daproate"
1316,0.74233735,0.821723,5-fluoro-3-phenyl-2-[(1S)-1-(7H-purin-6-ylamino)propyl]quinazolin-4-one; Idelalisib; idelalisib
5455,0.702638,0.83410275,tioguanine
2328,0.7011322,0.8240285,SB 239063; SB-239063
2613,0.9032785,0.82977426,"3-[[2-[2-[2-[[(2S,3R)-2-[[(2S,3S,4R)-4-[[(2S,3R)-2-[[6-amino-2-[(1S)-3-amino-1-[[(2S)-2,3-diamino-3-oxopropyl]amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[3-[4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium; Bleomycin"
1662,0.6996597,0.80867547,Rebastinib; rebastinib
4263,0.6987879,0.81194353,Purmorphamine; purmorphamine
3092,0.9012109,0.83839464,Bisindolylmaleimide IX; bisindolylmaleimide-ix
4067,0.6980431,0.80261725,oxypurinol
8390,0.69608414,0.7656964,3-(4-pyridyl)-1H-indole; BRD-K23875128
2800,0.8043622,0.81803006,Pazopanib; pazopanib
3110,0.6941564,0.8174106,Afuresertib; GSK-2110183
251,0.8323172,0.9052108,Dexamethasone Acetate; dexamethasone
2035,0.8612989,0.8096695,4-(4-(N-benzoylamino)anilino)-6-methoxy-7-(3-(1-morpholino)propoxy)quinazoline; ZM-447439
238,0.68947893,0.8105296,AMG-517; Amg-517
5293,0.6836525,0.79563105,Suloctidil (USAN/INN); suloctidil
1197,0.68252754,0.81822234,"Ethyl 4-(methoxymethyl)-6-(phenylmethoxy)-9H-pyrido(3,4-b)indole-3-carboxylate; ZK-93423; ethyl 4-(methoxymethyl)-6-phenylmethoxy-9H-pyrido[3,4-b]indole-3-carboxylate"
1308,0.68182975,0.8209151,AVN-944; Avn 944
1425,0.85578483,0.81759834,2-(dimethylamino)-N-(6-oxo-5H-phenanthridin-2-yl)acetamide; PJ-34
3368,0.6787166,0.7906376,2-Phenylethynesulfonamide; pifithrin-mu
3708,0.81711954,0.8084033,AT-9283; At-9283
798,0.6738985,0.8285271,Bucladesine; bucladesine
4802,0.82830185,0.8326802,curcumin
1528,0.80920017,0.8541292,Chaetocin from Chaetomium minutum; chaetocin
2416,0.6743301,0.842523,(3R)-4-(2-(1H-indol-4-yl)-6-(1-methylsulfonylcyclopropyl)pyrimidin-4-yl)-3-methylmorpholine; AZ-20
15232,0.6732859,0.79852647,WH-4025
8282,0.67253315,0.8247668,BRD-K04887706
1419,0.67090225,0.81988335,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240"
3928,0.66776216,0.8034406,"2,3-Bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone; NSC-95397"
1472,0.80769736,0.8283703,AG-14361
58,0.6653249,0.83241594,Pacritinib; pacritinib
3667,0.66522664,0.8038063,BX-795; N-(3-((5-Iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide
2308,0.69254273,0.77433246,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol
2582,0.6641734,0.8119052,Bazedoxifene; bazedoxifene
7015,0.6613297,0.8262413,BRD-A36275421; ML162
599,0.65748376,0.8057354,Trimipramine; trimipramine
2439,0.82878315,0.82811147,"(2S)-1-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]pyrrolo[2,1-f][1,2,4]triazin-2-yl]-N-(6-fluoropyridin-3-yl)-2-methylpyrrolidine-2-carboxamide; Bms-754807"
2725,0.65926594,0.8228682,Brivanib; brivanib
2702,0.82841134,0.8164182,ENMD-2076; Enmd-2076
2700,0.85741925,0.8112291,Gandotinib; LY-2784544
639,0.8842557,0.81071293,4-Hydroxytamoxifen; tamoxifen
5480,0.65698934,0.7900087,Oncrasin 1; oncrasin-1
3901,0.8136101,0.8225398,KW-2449; [4-[2-(1H-indazol-3-yl)ethenyl]phenyl]-(1-piperazinyl)methanone
24151,0.6525852,0.8465663,"(2R)-4-[(4S,5R)-2-[(2S)-1-hydroxypropan-2-yl]-4-methyl-5-[[methyl-[[4-(2-methylphenyl)phenyl]methyl]amino]methyl]-1,1-dioxo-4,5-dihydro-3H-6,1lambda6,2-benzoxathiazocin-8-yl]but-3-yn-2-ol; RVE-VIII-11"
419,0.64994425,0.849716,Ciclesonide; ciclesonide
2533,0.9220224,0.8425499,"(1S,9R,11S,14S,15S)-15-methyl-9-[9-(4,4,5,5,5-pentafluoropentanesulfinyl)nonyl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol; fulvestrant"
2719,0.6496479,0.84534824,AZD-6482; Azd-6482
4216,0.6481494,0.8244117,Amuvatinib; amuvatinib
5442,0.6416419,0.8461974,"(2R)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide; amikacin"
84,0.642667,0.8356185,"(3E)-3-[2-[(1S,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one; BRD-A63236097"
3476,0.6418797,0.8014827,TWS-119; Tws119
110,0.6358751,0.81821597,Rociletinib; rociletinib
2632,0.63472193,0.799349,Ellipticine; ellipticine
1335,0.63457423,0.82917535,CCT-018159; Cct-018159
24049,0.9362875,0.8192304,Cocaine
1837,0.62110174,0.8396446,Mibefradil; mibefradil
923,0.8345966,0.8191082,BMS-265246; Sdccgsbi-0654469.P001
950,0.7576875,0.8288542,Amiodarone; amiodarone
5242,0.61934084,0.82055473,"3-(Acetoxyimino)-5-chloro-1-(2,5-dichlorobenzyl)indolin-2-one; LDN-57444"
5271,0.61533123,0.7932038,Rimantadine; rimantadine
2092,0.6146019,0.8234642,Adapalene; adapalene
2076,0.85956204,0.8037677,WHI-P154; Whi-P154
101,0.9134467,0.83079255,AZD-9291; Osimertinib
4023,0.6020027,0.79520935,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone"
12935,0.5969154,0.84640217,griseofulvin
1350,0.5950864,0.8006424,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide
698,0.5950634,0.82788026,"4-(4-(trifluoromethyl)phenyl)-N-(6-fluoro-1H-indazol-5-yl)-2-methyl-6-oxo-1,4,5,6-tetrahydro-3-pyridinecarboxamide; GSK-429286A"
2706,0.81901443,0.804618,"5-chloro-2-N-[(1S)-1-(5-fluoropyrimidin-2-yl)ethyl]-4-N-(5-methyl-1H-pyrazol-3-yl)pyrimidine-2,4-diamine; Azd-1480"
2028,0.91134405,0.87627333,Etoposide; etoposide
1700,0.59699506,0.79422265,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine; Duloxetine; duloxetine
1251,0.8419844,0.81871206,Baricitinib; baricitinib
4724,0.87347376,0.77359647,sorafenib
7546,0.85294944,0.83865994,Methyltestosterone; testosterone
4225,0.8342631,0.787613,mercaptopurine
1813,0.76625454,0.82778037,nintedanib
277,0.7097172,0.80556333,Apigenin triacetate; apigenin
5090,0.9286201,0.82457095,rutaecarpine
3292,0.789381,0.7839793,Iniparib; iniparib
5264,0.68961155,0.7991717,BVD-523; Ulixertinib
4491,0.55958277,0.7976748,rimcazole
2442,0.7736579,0.8075784,2-[(2s)-2-Methylpyrrolidin-2-Yl]-1h-Benzimidazole-7-Carboxamide; veliparib
24208,0.5183465,0.8384741,"2,7-bis(piperidin-1-ylsulfonyl)-9H-fluoren-9-one oxime; CIL56"
6226,0.516629,0.8019989,N-[2-methyl-5-[oxo-[3-(1-oxoprop-2-enylamino)-5-(trifluoromethyl)anilino]methyl]phenyl]-5-isoxazolecarboxamide; QL-XI-92
262,0.8024011,0.8710772,"[(1R,2S,4R,5R,6S,8R,10S,11S,14S,16R)-14-hydroxy-8,11-dimethyl-6-(6-oxopyran-3-yl)-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-5-yl] acetate; cinobufagin"
497,0.4955254,0.8103449,PU-H71; Zelavespib
1599,0.5024074,0.84601486,6-cyclopropyl-8-fluoro-2-[2-(hydroxymethyl)-3-[1-methyl-5-[[5-(4-methylpiperazin-1-yl)pyridin-2-yl]amino]-6-oxopyridin-3-yl]phenyl]isoquinolin-1-one; RN486
202,0.86953735,0.84388715,"(Z)-N-[2-(3-acetamido-4,5-dihydroxy-6-methyloxan-2-yl)oxy-6-[2-[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl]-4,5-dihydroxyoxan-3-yl]-5-methylhex-2-enamide; tunicamycin"
5896,0.4685668,0.80500764,4-tert-butyl-N-[2-methyl-3-[4-methyl-6-[4-(morpholine-4-carbonyl)anilino]-5-oxopyrazin-2-yl]phenyl]benzamide; Cgi1746
2174,0.4602127,0.78950423,"1-(2,4-dimethoxyphenyl)-3-(2,6-dimethylphenyl)-1-[6-[4-(4-methylpiperazin-1-yl)anilino]pyrimidin-4-yl]urea; HG-9-91-01"
2276,0.8053676,0.9176694,Pirarubicin; pirarubicin
5263,0.70409507,0.81856525,Clofazimine; clofazimine
3839,0.8008122,0.811406,MK-5108
2039,0.85298115,0.8538443,2-Methoxyestradiol; BRD-K44408410
3290,0.8567263,0.7936799,"4-(4-(1,3-Benzodioxol-5-yl)-5-(2-pyridinyl)-1H-imidazol-2-yl)benzamide; SB-431542"
3139,0.8593802,0.82197505,"(E)-N-benzyl-2-cyano-3-(3,4-dihydroxyphenyl)prop-2-enamide; AG-490"
2070,0.77991766,0.8124506,KI-8751; Ki-8751
3480,0.79491234,0.82583725,"Lenalidomide, (R)-; lenalidomide"
342,0.8287975,0.81259984,Bml-281; ISOX
289,0.87216973,0.8132203,Progesterone; progesterone
4130,0.7932614,0.8364731,Ellagic Acid; ellagic-acid
2510,0.8204389,0.8428284,"(8R,9R,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione; prednisone"
1040,0.79072595,0.78366774,Disulfiram; disulfiram
2353,0.81420404,0.77755934,Sulforaphane; sulforaphane
7866,0.30078104,0.8062399,BRD-K09991945; GSK-3 Inhibitor II
3503,0.84427536,0.8188736,Fludarabine; fludarabine
473,0.75683254,0.8425806,EPZ-5676; Pinometostat
24042,0.79948545,0.80056745,Fluoxetine
2502,0.8612155,0.8797598,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-[amino(hydroxy)methylene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione;ethanol;hydrate;hydrochloride; doxycycline"
1013,0.83488333,0.8209319,UNC-1999; Unc1999
2686,0.683815,0.78358513,4-(4-Chloro-2-methylphenoxy)-N-hydroxybutanamide; 4-(4-chloro-2-methylphenoxy)-N-hydroxybutanamide; droxinostat
3742,0.68580717,0.793801,SNS-314; Sns-314
1084,0.81143844,0.82488286,E-7438; Tazemetostat
776,0.7626174,0.8177134,Itraconazole; itraconazole
1046,0.7430095,0.79730177,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine; Chloroquine; chloroquine"
494,0.83028996,0.7474802,"4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol; Isoproterenol; isoprenaline"
2252,0.6313625,0.774015,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one; PD-98059
3084,0.78471017,0.81424826,(E)-3-[4-[(E)-3-(3-fluorophenyl)-3-oxoprop-1-enyl]-1-methylpyrrol-2-yl]-N-hydroxyprop-2-enamide; MC1568
1076,0.7801289,0.7994455,Barasertib; barasertib
4953,0.86872065,0.79607975,TCPOBOP
1403,0.8386553,0.775561,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin"
2344,0.7554556,0.8309385,"Eed226; N-(furan-2-ylmethyl)-8-(4-methylsulfonylphenyl)-[1,2,4]triazolo[4,3-c]pyrimidin-5-amine"
2508,0.8004257,0.8516432,"(8S,9S,10R,11S,13S,14R,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; prednisolone"
3413,0.8151593,0.76991284,"(1R,2S)-Tranylcypromine; tranylcypromine"
3298,0.81549263,0.7753496,Nicotinamide; nicotinamide
21252,0.8221202,0.75453174,glutamine
5116,0.7859879,0.76214325,cisplatin
1367,0.7612284,0.82558787,6-ethyl-3-[3-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]anilino]-5-(oxan-4-ylamino)pyrazine-2-carboxamide; Gilteritinib
3113,0.7461774,0.84486663,Talazoparib; talazoparib
24002,0.7826447,0.74824136,Palmitic acid
