compound_embedding_row_index,compound_name,observed_predictability_group,actual_predictability,moa,moa_annotation
1762,"BRD-K88741031; Methyl 2,5-dihydroxycinnamate; erbstatin-analog; methyl (E)-3-(2,5-dihydroxyphenyl)acrylate",Lowest observed predictability,0.74674225,"EGFR inhibitor | tyrosine kinase inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor",EGFR inhibitor | tyrosine kinase inhibitor
1762,"BRD-K88741031; Methyl 2,5-dihydroxycinnamate; erbstatin-analog; methyl (E)-3-(2,5-dihydroxyphenyl)acrylate",Lowest observed predictability,0.74674225,"EGFR inhibitor | tyrosine kinase inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor","EGFR inhibitor, Tyrosine kinase inhibitor"
355,Quizartinib; quizartinib,Lowest observed predictability,0.74691135,FLT3 inhibitor,FLT3 inhibitor
1675,Axitinib; axitinib,Lowest observed predictability,0.74253434,"PDGFR inhibitor, VEGFR inhibitor; PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor","PDGFR inhibitor, VEGFR inhibitor"
1675,Axitinib; axitinib,Lowest observed predictability,0.74253434,"PDGFR inhibitor, VEGFR inhibitor; PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor",PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor
1623,Metergoline; metergoline,Lowest observed predictability,0.7351788,"Serotonin receptor antagonist, Dopamine receptor agonist; dopamine receptor agonist | dopamine receptor agonist, serotonin receptor antagonist | serotonin receptor antagonist","Serotonin receptor antagonist, Dopamine receptor agonist"
1623,Metergoline; metergoline,Lowest observed predictability,0.7351788,"Serotonin receptor antagonist, Dopamine receptor agonist; dopamine receptor agonist | dopamine receptor agonist, serotonin receptor antagonist | serotonin receptor antagonist","dopamine receptor agonist | dopamine receptor agonist, serotonin receptor antagonist | serotonin receptor antagonist"
5117,serdemetan,Lowest observed predictability,0.7463338,MDM inhibitor,MDM inhibitor
2808,(2E)-3-(4-methylbenzenesulfonyl)prop-2-enenitrile; BAY-11-7082,Lowest observed predictability,0.7351815,NFkB pathway inhibitor,NFkB pathway inhibitor
589,2-((6-(benzylamino)-9-(propan-2-yl)-9H-purin-2-yl)amino)ethan-1-ol; BRD-K71726959,Lowest observed predictability,0.73078597,CDK inhibitor,CDK inhibitor
652,Tamibarotene; tamibarotene,Lowest observed predictability,0.72667164,Retinoid receptor agonist; retinoid receptor agonist,Retinoid receptor agonist
5256,Tyrphostin 9; tyrphostin-A9,Lowest observed predictability,0.7254088,protein tyrosine kinase inhibitor | tyrosine kinase inhibitor,protein tyrosine kinase inhibitor | tyrosine kinase inhibitor
1493,Methylene blue cation; methylene-blue,Lowest observed predictability,0.725261,"Tau aggregation inhibitor, Monoamine oxidase inhibitor, Guanylyl cyclase inhibitor, Nitric oxide production inhibitor; guanylyl cyclase inhibitor | nitric oxide production inhibitor","Tau aggregation inhibitor, Monoamine oxidase inhibitor, Guanylyl cyclase inhibitor, Nitric oxide production inhibitor"
1493,Methylene blue cation; methylene-blue,Lowest observed predictability,0.725261,"Tau aggregation inhibitor, Monoamine oxidase inhibitor, Guanylyl cyclase inhibitor, Nitric oxide production inhibitor; guanylyl cyclase inhibitor | nitric oxide production inhibitor",guanylyl cyclase inhibitor | nitric oxide production inhibitor
1972,"Azd-4547; N-[5-[2-(3,5-dimethoxyphenyl)ethyl]-1H-pyrazol-3-yl]-4-[(3R,5S)-3,5-dimethylpiperazin-1-yl]benzamide",Lowest observed predictability,0.72802794,FGFR inhibitor; FGFR1 gene inhibitor,FGFR inhibitor
1972,"Azd-4547; N-[5-[2-(3,5-dimethoxyphenyl)ethyl]-1H-pyrazol-3-yl]-4-[(3R,5S)-3,5-dimethylpiperazin-1-yl]benzamide",Lowest observed predictability,0.72802794,FGFR inhibitor; FGFR1 gene inhibitor,FGFR1 gene inhibitor
1810,"AG-957; Benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, methyl ester",Lowest observed predictability,0.7244472,Protein tyrosine kinase inhibitor,Protein tyrosine kinase inhibitor
5410,CX-5461; Cx-5461,Lowest observed predictability,0.72118026,RNA polymerase inhibitor,RNA polymerase inhibitor
2571,"(3Z)-5-(((2,6-Dichlorophenyl)methyl)sulfonyl)-3-((3,5-dimethyl-4-(((2R)-2-(1-pyrrolidinylmethyl)-1-pyrrolidinyl)carbonyl)-1H-pyrrol-2-yl)methylene)-1,3-dihydro-2H-indol-2-one; PHA-665752",Lowest observed predictability,0.72013706,C-Met inhibitor; c-Met inhibitor,C-Met inhibitor
2571,"(3Z)-5-(((2,6-Dichlorophenyl)methyl)sulfonyl)-3-((3,5-dimethyl-4-(((2R)-2-(1-pyrrolidinylmethyl)-1-pyrrolidinyl)carbonyl)-1H-pyrrol-2-yl)methylene)-1,3-dihydro-2H-indol-2-one; PHA-665752",Lowest observed predictability,0.72013706,C-Met inhibitor; c-Met inhibitor,c-Met inhibitor
1667,Defactinib; defactinib,Lowest observed predictability,0.7207904,Focal adhesion kinase inhibitor; focal adhesion kinase inhibitor,Focal adhesion kinase inhibitor
1667,Defactinib; defactinib,Lowest observed predictability,0.7207904,Focal adhesion kinase inhibitor; focal adhesion kinase inhibitor,focal adhesion kinase inhibitor
3289,"4-(4-(2,3-dihydrobenzo(1,4)dioxin-6-yl)-5-pyridin-2-yl-1H-imidazol-2-yl)benzamide; D-4476",Lowest observed predictability,0.71515536,TGF beta receptor inhibitor,TGF beta receptor inhibitor
3926,DA-3003-1; NSC-663284,Lowest observed predictability,0.71397686,CDC inhibitor,CDC inhibitor
2513,"(3E,5S,8R,9S,10R,13S,14S)-3-(2-aminoethoxyimino)-10,13-dimethyl-1,2,4,5,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-6,17-dione; Istaroxime",Lowest observed predictability,0.7256547,ATPase inhibitor; Na+/K+-ATPase Inhibitors;SERCA2a Activator,ATPase inhibitor
2513,"(3E,5S,8R,9S,10R,13S,14S)-3-(2-aminoethoxyimino)-10,13-dimethyl-1,2,4,5,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-6,17-dione; Istaroxime",Lowest observed predictability,0.7256547,ATPase inhibitor; Na+/K+-ATPase Inhibitors;SERCA2a Activator,Na+/K+-ATPase Inhibitors
2513,"(3E,5S,8R,9S,10R,13S,14S)-3-(2-aminoethoxyimino)-10,13-dimethyl-1,2,4,5,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-6,17-dione; Istaroxime",Lowest observed predictability,0.7256547,ATPase inhibitor; Na+/K+-ATPase Inhibitors;SERCA2a Activator,SERCA2a Activator
1987,AZD-3463; Azd3463,Lowest observed predictability,0.7120067,ALK tyrosine kinase receptor inhibitor | insulin growth factor receptor inhibitor,ALK tyrosine kinase receptor inhibitor | insulin growth factor receptor inhibitor
354,"2-Propenethioamide, 3-(3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)-2-cyano-, (E)-; AG-879",Lowest observed predictability,0.7114427,tyrosine kinase inhibitor,tyrosine kinase inhibitor
938,RP107; aloisine,Lowest observed predictability,0.70982,"GSK-3 inhibitor, CDK inhibitor, CFTR channel agonist","GSK-3 inhibitor, CDK inhibitor, CFTR channel agonist"
3608,CAY-10618; N-(2-phenylphenyl)-8-(4-pyridin-3-yltriazol-1-yl)octanamide,Lowest observed predictability,0.7063934,NAMPT inhibitor,NAMPT inhibitor
1218,SANT-2; Sant-2,Lowest observed predictability,0.70422393,Smoothened receptor antagonist; smoothened receptor antagonist,Smoothened receptor antagonist
1218,SANT-2; Sant-2,Lowest observed predictability,0.70422393,Smoothened receptor antagonist; smoothened receptor antagonist,smoothened receptor antagonist
4161,"2-((3-(2,3-Dichlorophenoxy)propyl)amino)ethanol; BRD-K61734568",Lowest observed predictability,0.7039946,BCL-XL downregulator,BCL-XL downregulator
5230,"N,N-Dimethyl-beta-alanine (3R,4aR,5S,6S,6aS,10S,10aR,10bS)-5-(acetyloxy)-3-ethenyldodecahydro-10,10b-dihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-1H-naphtho(2,1-b)pyran-6-yl ester; colforsin-daproate",Lowest observed predictability,0.703539,adenylyl cyclase activator,adenylyl cyclase activator
1316,5-fluoro-3-phenyl-2-[(1S)-1-(7H-purin-6-ylamino)propyl]quinazolin-4-one; Idelalisib; idelalisib,Lowest observed predictability,0.74233735,PI3K inhibitor; lipid kinase inhibitor;Phosphatidylinositol 3-Kinase delta (PI3Kdelta) Inhibitors,PI3K inhibitor
1316,5-fluoro-3-phenyl-2-[(1S)-1-(7H-purin-6-ylamino)propyl]quinazolin-4-one; Idelalisib; idelalisib,Lowest observed predictability,0.74233735,PI3K inhibitor; lipid kinase inhibitor;Phosphatidylinositol 3-Kinase delta (PI3Kdelta) Inhibitors,Phosphatidylinositol 3-Kinase delta (PI3Kdelta) Inhibitors
1316,5-fluoro-3-phenyl-2-[(1S)-1-(7H-purin-6-ylamino)propyl]quinazolin-4-one; Idelalisib; idelalisib,Lowest observed predictability,0.74233735,PI3K inhibitor; lipid kinase inhibitor;Phosphatidylinositol 3-Kinase delta (PI3Kdelta) Inhibitors,lipid kinase inhibitor
5455,tioguanine,Lowest observed predictability,0.702638,purine antagonist,purine antagonist
2328,SB 239063; SB-239063,Lowest observed predictability,0.7011322,P38 MAPK inhibitor; p38 MAPK inhibitor,P38 MAPK inhibitor
2328,SB 239063; SB-239063,Lowest observed predictability,0.7011322,P38 MAPK inhibitor; p38 MAPK inhibitor,p38 MAPK inhibitor
2613,"3-[[2-[2-[2-[[(2S,3R)-2-[[(2S,3S,4R)-4-[[(2S,3R)-2-[[6-amino-2-[(1S)-3-amino-1-[[(2S)-2,3-diamino-3-oxopropyl]amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[3-[4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium; Bleomycin",Highest observed predictability,0.9032785,dna damage inducer | DNA synthesis inhibitor,dna damage inducer | DNA synthesis inhibitor
1662,Rebastinib; rebastinib,Lowest observed predictability,0.6996597,"Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor; TIE tyrosine kinase inhibitor, Abl kinase inhibitor, VEGFR inhibitor",Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor
1662,Rebastinib; rebastinib,Lowest observed predictability,0.6996597,"Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor; TIE tyrosine kinase inhibitor, Abl kinase inhibitor, VEGFR inhibitor","TIE tyrosine kinase inhibitor, Abl kinase inhibitor, VEGFR inhibitor"
4263,Purmorphamine; purmorphamine,Lowest observed predictability,0.6987879,Smoothened receptor agonist; smoothened receptor agonist,Smoothened receptor agonist
4263,Purmorphamine; purmorphamine,Lowest observed predictability,0.6987879,Smoothened receptor agonist; smoothened receptor agonist,smoothened receptor agonist
4067,oxypurinol,Lowest observed predictability,0.6980431,Xanthine oxidase inhibitor; xanthine oxidase inhibitor,Xanthine oxidase inhibitor
4067,oxypurinol,Lowest observed predictability,0.6980431,Xanthine oxidase inhibitor; xanthine oxidase inhibitor,xanthine oxidase inhibitor
3110,Afuresertib; GSK-2110183,Lowest observed predictability,0.6941564,AKT inhibitor,AKT inhibitor
238,AMG-517; Amg-517,Lowest observed predictability,0.68947893,TRPV antagonist,TRPV antagonist
5293,Suloctidil (USAN/INN); suloctidil,Lowest observed predictability,0.6836525,adrenergic receptor antagonist,adrenergic receptor antagonist
1197,"Ethyl 4-(methoxymethyl)-6-(phenylmethoxy)-9H-pyrido(3,4-b)indole-3-carboxylate; ZK-93423; ethyl 4-(methoxymethyl)-6-phenylmethoxy-9H-pyrido[3,4-b]indole-3-carboxylate",Lowest observed predictability,0.68252754,Anxiolytics; Benzodiazepine receptor agonist; benzodiazepine receptor agonist,Anxiolytics
1197,"Ethyl 4-(methoxymethyl)-6-(phenylmethoxy)-9H-pyrido(3,4-b)indole-3-carboxylate; ZK-93423; ethyl 4-(methoxymethyl)-6-phenylmethoxy-9H-pyrido[3,4-b]indole-3-carboxylate",Lowest observed predictability,0.68252754,Anxiolytics; Benzodiazepine receptor agonist; benzodiazepine receptor agonist,Benzodiazepine receptor agonist
1197,"Ethyl 4-(methoxymethyl)-6-(phenylmethoxy)-9H-pyrido(3,4-b)indole-3-carboxylate; ZK-93423; ethyl 4-(methoxymethyl)-6-phenylmethoxy-9H-pyrido[3,4-b]indole-3-carboxylate",Lowest observed predictability,0.68252754,Anxiolytics; Benzodiazepine receptor agonist; benzodiazepine receptor agonist,benzodiazepine receptor agonist
1308,AVN-944; Avn 944,Lowest observed predictability,0.68182975,IMPDH inhibitor; inosine monophosphate dehydrogenase inhibitor,IMPDH inhibitor
1308,AVN-944; Avn 944,Lowest observed predictability,0.68182975,IMPDH inhibitor; inosine monophosphate dehydrogenase inhibitor,inosine monophosphate dehydrogenase inhibitor
3368,2-Phenylethynesulfonamide; pifithrin-mu,Lowest observed predictability,0.6787166,HSP inhibitor,HSP inhibitor
798,Bucladesine; bucladesine,Lowest observed predictability,0.6738985,"CAMP stimulant, Adenosine receptor agonist; adenosine receptor agonist | adenosine receptor agonist, camp stimulant | cAMP stimulant","CAMP stimulant, Adenosine receptor agonist"
798,Bucladesine; bucladesine,Lowest observed predictability,0.6738985,"CAMP stimulant, Adenosine receptor agonist; adenosine receptor agonist | adenosine receptor agonist, camp stimulant | cAMP stimulant","adenosine receptor agonist | adenosine receptor agonist, camp stimulant | cAMP stimulant"
2416,(3R)-4-(2-(1H-indol-4-yl)-6-(1-methylsulfonylcyclopropyl)pyrimidin-4-yl)-3-methylmorpholine; AZ-20,Lowest observed predictability,0.6743301,ATR kinase inhibitor,ATR kinase inhibitor
1419,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240",Lowest observed predictability,0.67090225,"FAAH inhibitor | FAAH reuptake inhibitor; FAAH inhibitor, FAAH reuptake inhibitor",FAAH inhibitor | FAAH reuptake inhibitor
1419,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240",Lowest observed predictability,0.67090225,"FAAH inhibitor | FAAH reuptake inhibitor; FAAH inhibitor, FAAH reuptake inhibitor","FAAH inhibitor, FAAH reuptake inhibitor"
3928,"2,3-Bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone; NSC-95397",Lowest observed predictability,0.66776216,CDC inhibitor,CDC inhibitor
58,Pacritinib; pacritinib,Lowest observed predictability,0.6653249,"FLT3 inhibitor | JAK inhibitor; JAK inhibitor, FLT3 inhibitor",FLT3 inhibitor | JAK inhibitor
58,Pacritinib; pacritinib,Lowest observed predictability,0.6653249,"FLT3 inhibitor | JAK inhibitor; JAK inhibitor, FLT3 inhibitor","JAK inhibitor, FLT3 inhibitor"
3667,BX-795; N-(3-((5-Iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide,Lowest observed predictability,0.66522664,IKK inhibitor,IKK inhibitor
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,Lowest observed predictability,0.69254273,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,Adrenergic receptor antagonist
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,Lowest observed predictability,0.69254273,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,beta1-Adrenoceptor Antagonists
2582,Bazedoxifene; bazedoxifene,Lowest observed predictability,0.6641734,Selective estrogen receptor modulator; selective estrogen receptor modulator (SERM),Selective estrogen receptor modulator
2582,Bazedoxifene; bazedoxifene,Lowest observed predictability,0.6641734,Selective estrogen receptor modulator; selective estrogen receptor modulator (SERM),selective estrogen receptor modulator (SERM)
599,Trimipramine; trimipramine,Lowest observed predictability,0.65748376,"Tricyclic antidepressant, Norepinephrine reputake inhibitor; norepinephrine reputake inhibitor | tricyclic antidepressant","Tricyclic antidepressant, Norepinephrine reputake inhibitor"
599,Trimipramine; trimipramine,Lowest observed predictability,0.65748376,"Tricyclic antidepressant, Norepinephrine reputake inhibitor; norepinephrine reputake inhibitor | tricyclic antidepressant",norepinephrine reputake inhibitor | tricyclic antidepressant
2725,Brivanib; brivanib,Lowest observed predictability,0.65926594,"FGFR inhibitor | VEGFR inhibitor; FGFR inhibitor, VEGFR inhibitor",FGFR inhibitor | VEGFR inhibitor
2725,Brivanib; brivanib,Lowest observed predictability,0.65926594,"FGFR inhibitor | VEGFR inhibitor; FGFR inhibitor, VEGFR inhibitor","FGFR inhibitor, VEGFR inhibitor"
5480,Oncrasin 1; oncrasin-1,Lowest observed predictability,0.65698934,apoptosis stimulant,apoptosis stimulant
419,Ciclesonide; ciclesonide,Lowest observed predictability,0.64994425,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2533,"(1S,9R,11S,14S,15S)-15-methyl-9-[9-(4,4,5,5,5-pentafluoropentanesulfinyl)nonyl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol; fulvestrant",Highest observed predictability,0.9220224,"Estrogen receptor antagonist, -","Estrogen receptor antagonist, -"
2719,AZD-6482; Azd-6482,Lowest observed predictability,0.6496479,PI3K inhibitor,PI3K inhibitor
4216,Amuvatinib; amuvatinib,Lowest observed predictability,0.6481494,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor",FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor
4216,Amuvatinib; amuvatinib,Lowest observed predictability,0.6481494,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor","PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor"
5442,"(2R)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide; amikacin",Lowest observed predictability,0.6416419,bacterial 30S ribosomal subunit inhibitor,Bacterial 30S ribosomal subunit inhibitor
84,"(3E)-3-[2-[(1S,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one; BRD-A63236097",Lowest observed predictability,0.642667,tumor necrosis factor production inhibitor,tumor necrosis factor production inhibitor
3476,TWS-119; Tws119,Lowest observed predictability,0.6418797,GSK-3 inhibitor; glycogen synthase kinase inhibitor,GSK-3 inhibitor
3476,TWS-119; Tws119,Lowest observed predictability,0.6418797,GSK-3 inhibitor; glycogen synthase kinase inhibitor,Glycogen synthase kinase inhibitor
110,Rociletinib; rociletinib,Lowest observed predictability,0.6358751,EGFR inhibitor,EGFR inhibitor
2632,Ellipticine; ellipticine,Lowest observed predictability,0.63472193,Topoisomerase inhibitor,Topoisomerase inhibitor
1335,CCT-018159; Cct-018159,Lowest observed predictability,0.63457423,HSP inhibitor,HSP inhibitor
1837,Mibefradil; mibefradil,Lowest observed predictability,0.62110174,T-type calcium channel blocker,T-type calcium channel blocker
950,Amiodarone; amiodarone,Lowest observed predictability,0.7576875,Potassium channel blocker; potassium channel blocker,Potassium channel blocker
950,Amiodarone; amiodarone,Lowest observed predictability,0.7576875,Potassium channel blocker; potassium channel blocker,potassium channel blocker
5242,"3-(Acetoxyimino)-5-chloro-1-(2,5-dichlorobenzyl)indolin-2-one; LDN-57444",Lowest observed predictability,0.61934084,ubiquitin C-terminal hydrolase inhibitor,ubiquitin C-terminal hydrolase inhibitor
5271,Rimantadine; rimantadine,Lowest observed predictability,0.61533123,antiviral | RNA synthesis inhibitor,antiviral | RNA synthesis inhibitor
2092,Adapalene; adapalene,Lowest observed predictability,0.6146019,Retinoid receptor agonist; retinoid receptor agonist,Retinoid receptor agonist
101,AZD-9291; Osimertinib,Highest observed predictability,0.9134467,EGFR inhibitor,EGFR inhibitor
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,AP-1 Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Dardarin) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Inhibitors of signal transduction pathways
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,JNK inhibitor
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Leucine-Rich Repeat Kinase 2 (LRRK2
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,SAPK1a (JNK2) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,SAPK1b (JNK3) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",Lowest observed predictability,0.6020027,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,SAPK1c (JNK1) Inhibitors
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Lowest observed predictability,0.5950864,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,OPRL1 gene inhibitor
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Lowest observed predictability,0.5950864,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,OPRM1 gene inhibitor
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Lowest observed predictability,0.5950864,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,Opioid receptor antagonist
1350,JTC-801; N-(4-amino-2-methylquinolin-6-yl)-2-(4-ethylphenoxymethyl)benzamide; N-(4-amino-2-methylquinolin-6-yl)-2-[(4-ethylphenoxy)methyl]benzamide,Lowest observed predictability,0.5950864,OPRL1 gene inhibitor;OPRM1 gene inhibitor; Opioid receptor antagonist; opioid receptor antagonist,opioid receptor antagonist
698,"4-(4-(trifluoromethyl)phenyl)-N-(6-fluoro-1H-indazol-5-yl)-2-methyl-6-oxo-1,4,5,6-tetrahydro-3-pyridinecarboxamide; GSK-429286A",Lowest observed predictability,0.5950634,Rho associated kinase inhibitor,Rho associated kinase inhibitor
2028,Etoposide; etoposide,Highest observed predictability,0.91134405,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
1700,(3S)-N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine; Duloxetine; duloxetine,Lowest observed predictability,0.59699506,"Norepinephrine Transporter (NET) Inhibitors;Serotonin Transporter (SERT) Inhibitors; Serotonin reuptake inhibitor, Norepinephrine reuptake inhibitor; norepinephrine reuptake inhibitor | serotonin–norepinephrine reuptake inhibitor (SNRI)",Norepinephrine Transporter (NET) Inhibitors
