compound_embedding_row_index,compound_name,normalized_compound_name,actual_predictability,predicted_predictability,n_profiles,moa,clean_moa
4450,atorvastatin,atorvastatin,0.84920794,0.8324458,64,HMGCR inhibitor,HMGCR inhibitor
1473,Resminostat; resminostat,resminostat resminostat,0.9198928,0.8369566,97,HDAC inhibitor,HDAC inhibitor
2495,Digoxin; digoxin,digoxin digoxin,0.913874,0.87188804,207,ATPase inhibitor,ATPase inhibitor
2157,"Anisomycin, (+)-; anisomycin",anisomycin anisomycin,0.83608174,0.7938937,20,DNA synthesis inhibitor,DNA synthesis inhibitor
2681,"2-[2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethyl]-N,N,1-trimethylquinolin-1-ium-6-amine; pyrvinium-pamoate",2 2 2 5 dimethyl 1 phenylpyrrol 3 yl ethyl n n 1 trimethylquinolin 1 ium 6 amine pyrvinium pamoate,0.83599764,0.80561686,29,"Androgen receptor antagonist, Akt inhibitor; androgen receptor antagonist",Androgen receptor antagonist
2681,"2-[2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethyl]-N,N,1-trimethylquinolin-1-ium-6-amine; pyrvinium-pamoate",2 2 2 5 dimethyl 1 phenylpyrrol 3 yl ethyl n n 1 trimethylquinolin 1 ium 6 amine pyrvinium pamoate,0.83599764,0.80561686,29,"Androgen receptor antagonist, Akt inhibitor; androgen receptor antagonist",Akt inhibitor
1602,Dovitinib; dovitinib,dovitinib dovitinib,0.8335761,0.8155057,82,"EGFR inhibitor | FGFR inhibitor | FLT3 inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; EGFR inhibitor, PDGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, VEGFR inhibitor",EGFR inhibitor
1602,Dovitinib; dovitinib,dovitinib dovitinib,0.8335761,0.8155057,82,"EGFR inhibitor | FGFR inhibitor | FLT3 inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; EGFR inhibitor, PDGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, VEGFR inhibitor",FGFR inhibitor
1602,Dovitinib; dovitinib,dovitinib dovitinib,0.8335761,0.8155057,82,"EGFR inhibitor | FGFR inhibitor | FLT3 inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; EGFR inhibitor, PDGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, VEGFR inhibitor",FLT3 inhibitor
1602,Dovitinib; dovitinib,dovitinib dovitinib,0.8335761,0.8155057,82,"EGFR inhibitor | FGFR inhibitor | FLT3 inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; EGFR inhibitor, PDGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, VEGFR inhibitor",PDGFR tyrosine kinase receptor inhibitor
1602,Dovitinib; dovitinib,dovitinib dovitinib,0.8335761,0.8155057,82,"EGFR inhibitor | FGFR inhibitor | FLT3 inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; EGFR inhibitor, PDGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, VEGFR inhibitor",VEGFR inhibitor
1602,Dovitinib; dovitinib,dovitinib dovitinib,0.8335761,0.8155057,82,"EGFR inhibitor | FGFR inhibitor | FLT3 inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; EGFR inhibitor, PDGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, VEGFR inhibitor",PDGFR inhibitor
2406,Talmapimod; talmapimod,talmapimod talmapimod,0.83329797,0.83015853,32,P38 MAPK inhibitor; p38 MAPK inhibitor,P38 MAPK inhibitor
3020,Calmidazolium; calmidazolium,calmidazolium calmidazolium,0.83307374,0.8070629,23,"Calcium channel blocker, Calmodulin antagonist",Calcium channel blocker
3020,Calmidazolium; calmidazolium,calmidazolium calmidazolium,0.83307374,0.8070629,23,"Calcium channel blocker, Calmodulin antagonist",Calmodulin antagonist
4177,Salmeterol; salmeterol,salmeterol salmeterol,0.8333114,0.797907,20,Adrenergic receptor agonist; adrenergic receptor agonist,Adrenergic receptor agonist
3743,MST-312; Telomerase Inhibitor IX,mst 312 telomerase inhibitor ix,0.8318372,0.8148613,48,Telomerase inhibitor,Telomerase inhibitor
2691,Dequalinium; dequalinium,dequalinium dequalinium,0.83078796,0.7743633,31,PKC inhibitor,PKC inhibitor
963,"5-O-(4,4-diphenylpiperidin-1-yl) 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1-propyl-4H-pyridine-3,5-dicarboxylate; niguldipine",5 o 4 4 diphenylpiperidin 1 yl 3 o methyl 2 6 dimethyl 4 3 nitrophenyl 1 propyl 4h pyridine 3 5 dicarboxylate niguldipine,0.82864755,0.82373637,29,"Calcium channel blocker, Adrenergic receptor antagonist",Calcium channel blocker
963,"5-O-(4,4-diphenylpiperidin-1-yl) 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1-propyl-4H-pyridine-3,5-dicarboxylate; niguldipine",5 o 4 4 diphenylpiperidin 1 yl 3 o methyl 2 6 dimethyl 4 3 nitrophenyl 1 propyl 4h pyridine 3 5 dicarboxylate niguldipine,0.82864755,0.82373637,29,"Calcium channel blocker, Adrenergic receptor antagonist",Adrenergic receptor antagonist
2974,Flumatinib; flumatinib,flumatinib flumatinib,0.82993823,0.7902171,26,Abl kinase inhibitor; Bcr-Abl kinase inhibitor,Abl kinase inhibitor
2974,Flumatinib; flumatinib,flumatinib flumatinib,0.82993823,0.7902171,26,Abl kinase inhibitor; Bcr-Abl kinase inhibitor,Bcr-Abl kinase inhibitor
1461,SB-590885,sb 590885,0.82769156,0.8252103,51,RAF inhibitor,RAF inhibitor
2623,"(3S,4aR,8aR)-N-tert-butyl-2-[(2R,3R)-2-hydroxy-3-[(3-hydroxy-2-methylbenzoyl)amino]-4-phenylsulfanylbutyl]-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinoline-3-carboxamide; nelfinavir",3s 4ar 8ar n tert butyl 2 2r 3r 2 hydroxy 3 3 hydroxy 2 methylbenzoyl amino 4 phenylsulfanylbutyl 3 4 4a 5 6 7 8 8a octahydro 1h isoquinoline 3 carboxamide nelfinavir,0.82721573,0.84431374,38,HIV protease inhibitor,HIV protease inhibitor
2067,Cabozantinib; cabozantinib,cabozantinib cabozantinib,0.82446074,0.8021885,42,"RET tyrosine kinase inhibitor | VEGFR inhibitor; VEGFR inhibitor, RET tyrosine kinase inhibitor",RET tyrosine kinase inhibitor
2067,Cabozantinib; cabozantinib,cabozantinib cabozantinib,0.82446074,0.8021885,42,"RET tyrosine kinase inhibitor | VEGFR inhibitor; VEGFR inhibitor, RET tyrosine kinase inhibitor",VEGFR inhibitor
76,"1alpha,25-Dihydroxyvitamin D2; ercalcitriol",1alpha 25 dihydroxyvitamin d2 ercalcitriol,0.8258915,0.8310704,22,Vitamin D receptor agonist; vitamin D receptor agonist,Vitamin D receptor agonist
1366,TAK-715; Tak-715,tak 715 tak 715,0.8251205,0.8134489,35,P38 MAPK inhibitor; p38 MAPK inhibitor,P38 MAPK inhibitor
3179,"3-(4-Morpholinyl)-5-[2-[4-[3-(3-pyridinyl)-1,2,4-triazol-1-yl]anilino]-4-pyrimidinyl]benzonitrile; JNK-9L",3 4 morpholinyl 5 2 4 3 3 pyridinyl 1 2 4 triazol 1 yl anilino 4 pyrimidinyl benzonitrile jnk 9l,0.8246377,0.808287,77,JNK inhibitor,JNK inhibitor
2601,Apitolisib; GDC-0980,apitolisib gdc 0980,0.8242191,0.85309285,60,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor
2601,Apitolisib; GDC-0980,apitolisib gdc 0980,0.8242191,0.85309285,60,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",PI3K inhibitor
2857,2-Methyl-6-styryl-pyridine; SIB-1893,2 methyl 6 styryl pyridine sib 1893,0.81895024,0.7679352,31,Glutamate receptor antagonist; glutamate receptor antagonist,Glutamate receptor antagonist
1722,"Sertraline, trans-(A+-)-; sertraline",sertraline trans a sertraline,0.8222613,0.80562675,46,Serotonin receptor antagonist; selective serotonin reuptake inhibitor (SSRI),Serotonin receptor antagonist
1722,"Sertraline, trans-(A+-)-; sertraline",sertraline trans a sertraline,0.8222613,0.80562675,46,Serotonin receptor antagonist; selective serotonin reuptake inhibitor (SSRI),Selective serotonin reuptake inhibitor (SSRI)
1674,CEP-37440; Cep-37440,cep 37440 cep 37440,0.82274884,0.8362268,43,ALK inhibitor; ALK tyrosine kinase receptor inhibitor,ALK inhibitor
1674,CEP-37440; Cep-37440,cep 37440 cep 37440,0.82274884,0.8362268,43,ALK inhibitor; ALK tyrosine kinase receptor inhibitor,ALK tyrosine kinase receptor inhibitor
148,Sdccgsbi-0050471.P002; forskolin,sdccgsbi 0050471 p002 forskolin,0.8502553,0.8725786,68,Adenylyl cyclase activator; adenylyl cyclase activator,Adenylyl cyclase activator
3967,Ro-3306,ro 3306,0.8230701,0.8003751,20,CDK inhibitor,CDK inhibitor
764,"(8S,9S,10R,11S,13S,14R,16R,17S)-11-hydroxy-10,13,16,17-tetramethyl-17-propanoyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; rimexolone",8s 9s 10r 11s 13s 14r 16r 17s 11 hydroxy 10 13 16 17 tetramethyl 17 propanoyl 7 8 9 11 12 14 15 16 octahydro 6h cyclopenta a phenanthren 3 one rimexolone,0.82233113,0.8413459,39,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
459,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide; Carfilzomib; carfilzomib,2s 4 methyl n 2s 1 2s 4 methyl 1 2r 2 methyloxiran 2 yl 1 oxopentan 2 yl amino 1 oxo 3 phenylpropan 2 yl 2 2s 2 2 morpholin 4 ylacetyl amino 4 phenylbutanoyl amino pentanamide carfilzomib carfilzomib,0.8817551,0.85557353,85,Proteasome inhibitor; proteasome inhibitor,Proteasome inhibitor
74,Seocalcitol; seocalcitol,seocalcitol seocalcitol,0.8198536,0.83200836,36,Vitamin D receptor agonist; vitamin D receptor agonist,Vitamin D receptor agonist
284,"(6S,9R,11S,13S,17R)-17-acetyl-9-fluoro-11,17-dihydroxy-6,10,13-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one; BRD-A13133631",6s 9r 11s 13s 17r 17 acetyl 9 fluoro 11 17 dihydroxy 6 10 13 trimethyl 6 7 8 11 12 14 15 16 octahydrocyclopenta a phenanthren 3 one brd a13133631,0.8192922,0.8598019,32,glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2274,OSI-027,osi 027,0.8182811,0.8269125,52,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
1924,Moxifloxacin; moxifloxacin,moxifloxacin moxifloxacin,0.8176657,0.85208625,21,bacterial DNA gyrase inhibitor,Bacterial DNA gyrase inhibitor
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,2 3 7 3 ethyl 2 hydroxyethyl amino propoxy quinazolin 4 yl amino 1h pyrazol 5 yl n 3 fluorophenyl acetamide defosbarasertib barasertib hqpa,0.8172413,0.7963637,52,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora kinase inhibitor
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,2 3 7 3 ethyl 2 hydroxyethyl amino propoxy quinazolin 4 yl amino 1h pyrazol 5 yl n 3 fluorophenyl acetamide defosbarasertib barasertib hqpa,0.8172413,0.7963637,52,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora-C (ARK3) Kinase Inhibitors
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,2 3 7 3 ethyl 2 hydroxyethyl amino propoxy quinazolin 4 yl amino 1h pyrazol 5 yl n 3 fluorophenyl acetamide defosbarasertib barasertib hqpa,0.8172413,0.7963637,52,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Inhibitors of Signal Transduction Pathways
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,2 3 7 3 ethyl 2 hydroxyethyl amino propoxy quinazolin 4 yl amino 1h pyrazol 5 yl n 3 fluorophenyl acetamide defosbarasertib barasertib hqpa,0.8172413,0.7963637,52,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora-B (ARK2) Kinase Inhibitors
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,2 3 7 3 ethyl 2 hydroxyethyl amino propoxy quinazolin 4 yl amino 1h pyrazol 5 yl n 3 fluorophenyl acetamide defosbarasertib barasertib hqpa,0.8172413,0.7963637,52,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Antimitotic Drugs
1892,Danusertib; danusertib,danusertib danusertib,0.9348334,0.82691586,71,"Aurora kinase inhibitor | growth factor receptor inhibitor; Growth factor receptor inhibitor, Aurora kinase inhibitor",Aurora kinase inhibitor
1892,Danusertib; danusertib,danusertib danusertib,0.9348334,0.82691586,71,"Aurora kinase inhibitor | growth factor receptor inhibitor; Growth factor receptor inhibitor, Aurora kinase inhibitor",Growth factor receptor inhibitor
2073,KIN001-055; Whi-P97,kin001 055 whi p97,0.81559074,0.8275566,36,"EGFR inhibitor, JAK inhibitor, Leukotriene inhibitor, Mediator release inhibitor",EGFR inhibitor
2073,KIN001-055; Whi-P97,kin001 055 whi p97,0.81559074,0.8275566,36,"EGFR inhibitor, JAK inhibitor, Leukotriene inhibitor, Mediator release inhibitor",JAK inhibitor
2073,KIN001-055; Whi-P97,kin001 055 whi p97,0.81559074,0.8275566,36,"EGFR inhibitor, JAK inhibitor, Leukotriene inhibitor, Mediator release inhibitor",Leukotriene inhibitor
2073,KIN001-055; Whi-P97,kin001 055 whi p97,0.81559074,0.8275566,36,"EGFR inhibitor, JAK inhibitor, Leukotriene inhibitor, Mediator release inhibitor",Mediator release inhibitor
1556,BIBX-1382; Falnidamol,bibx 1382 falnidamol,0.8144198,0.81240547,34,"EGFR inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor",EGFR inhibitor
1556,BIBX-1382; Falnidamol,bibx 1382 falnidamol,0.8144198,0.81240547,34,"EGFR inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor",Tyrosine kinase inhibitor
2838,SB-525334,sb 525334,0.8142625,0.82108295,45,TGF beta receptor inhibitor,TGF beta receptor inhibitor
1553,"N-[(1-methylpiperidin-4-yl)methyl]-3-[3-(trifluoromethoxy)phenyl]imidazo[1,2-b]pyridazin-6-amine; SGI-1776",n 1 methylpiperidin 4 yl methyl 3 3 trifluoromethoxy phenyl imidazo 1 2 b pyridazin 6 amine sgi 1776,0.81440425,0.80117404,45,Pim kinase inhibitor,Pim kinase inhibitor
282,"S-[(7R,8R,9R,10R,13S,14R,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate; spironolactone",s 7r 8r 9r 10r 13s 14r 17r 10 13 dimethyl 3 5 dioxospiro 2 6 7 8 9 11 12 14 15 16 decahydro 1h cyclopenta a phenanthrene 17 2 oxolane 7 yl ethanethioate spironolactone,0.812434,0.8500043,20,Mineralocorticoid receptor antagonist; mineralocorticoid receptor antagonist,Mineralocorticoid receptor antagonist
709,"4R-[(1R,4Z,8Z,10S,13R,15R)-15-hydroxy-5,10-dimethyl-3-oxo-2,14-dioxabicyclo[11.3.1]heptadeca-4,8-dien-15-yl]-2-thiazolidinone; latrunculin-b",4r 1r 4z 8z 10s 13r 15r 15 hydroxy 5 10 dimethyl 3 oxo 2 14 dioxabicyclo 11 3 1 heptadeca 4 8 dien 15 yl 2 thiazolidinone latrunculin b,0.8129477,0.82556856,42,actin polymerization inhibitor,Actin polymerization inhibitor
1780,Fenbendazole; fenbendazole,fenbendazole fenbendazole,0.81199515,0.8146328,34,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
1780,Fenbendazole; fenbendazole,fenbendazole fenbendazole,0.81199515,0.8146328,34,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
3444,Buparlisib; buparlisib,buparlisib buparlisib,0.8829222,0.8489254,63,PI3K inhibitor,PI3K inhibitor
2551,Ethylmercury thiosalicylate; thiomersal,ethylmercury thiosalicylate thiomersal,0.812118,0.7718809,20,other antibiotic,Other antibiotic
4928,dactinomycin,dactinomycin,0.83826405,0.85512066,30,RNA polymerase inhibitor,RNA polymerase inhibitor
1755,(+)-Niguldipine; dexniguldipine,niguldipine dexniguldipine,0.81082433,0.82517976,40,calmodulin antagonist,Calmodulin antagonist
188,AZD-3514; Azd 3514,azd 3514 azd 3514,0.8095928,0.8069205,42,androgen receptor modulator,Androgen receptor modulator
4189,Chloroxine; chloroxine,chloroxine chloroxine,0.8093655,0.7782372,30,opioid receptor antagonist,Opioid receptor antagonist
4198,SB-202190; Sb-202190,sb 202190 sb 202190,0.8083693,0.81056565,23,P38 MAPK inhibitor; p38 MAPK inhibitor,P38 MAPK inhibitor
5465,Indibulin; indibulin,indibulin indibulin,0.8077232,0.811924,38,tubulin polymerization inhibitor,Tubulin polymerization inhibitor
2836,"4(2'-Aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline; BMS-345541",4 2 aminoethyl amino 1 8 dimethylimidazo 1 2 a quinoxaline bms 345541,0.8075441,0.79929435,99,IKK inhibitor,IKK inhibitor
1442,Triflupromazine; triflupromazine,triflupromazine triflupromazine,0.8066822,0.8368923,23,Dopamine receptor antagonist; dopamine receptor antagonist,Dopamine receptor antagonist
2445,Paricalcitol; paricalcitol,paricalcitol paricalcitol,0.80703926,0.8408866,25,Vitamin D receptor agonist; vitamin D receptor agonist,Vitamin D receptor agonist
3974,"9-Hydroxy-4-phenylpyrrolo[3,4-C]carbazole-1,3(2H,6H)-dione; PD-407824",9 hydroxy 4 phenylpyrrolo 3 4 c carbazole 1 3 2h 6h dione pd 407824,0.8069994,0.83530414,26,PKC inhibitor,PKC inhibitor
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",1r 2r 13r 14r 17r 18s 17 ethynyl 2 18 dimethyl 7 oxa 6 azapentacyclo 11 7 0 02 10 04 8 014 18 icosa 4 8 5 9 trien 17 ol danazol,0.8072222,0.85953826,32,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist",Estrogen receptor antagonist
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",1r 2r 13r 14r 17r 18s 17 ethynyl 2 18 dimethyl 7 oxa 6 azapentacyclo 11 7 0 02 10 04 8 014 18 icosa 4 8 5 9 trien 17 ol danazol,0.8072222,0.85953826,32,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist",Progesterone receptor agonist
3962,Kenpaullone; kenpaullone,kenpaullone kenpaullone,0.80653334,0.7931136,49,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",CDK inhibitor
3962,Kenpaullone; kenpaullone,kenpaullone kenpaullone,0.80653334,0.7931136,49,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",Glycogen synthase kinase inhibitor
3962,Kenpaullone; kenpaullone,kenpaullone kenpaullone,0.80653334,0.7931136,49,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",GSK-3 inhibitor
4004,indirubin,indirubin,0.8054394,0.8221525,44,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",CDK inhibitor
4004,indirubin,indirubin,0.8054394,0.8221525,44,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",Glycogen synthase kinase inhibitor
4004,indirubin,indirubin,0.8054394,0.8221525,44,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",GSK-3 inhibitor
2898,ALW-II-38-3; Awl-II-38.3,alw ii 38 3 awl ii 38 3,0.8051804,0.7656362,34,Ephrin inhibitor,Ephrin inhibitor
1098,"2,4-Bisanilinopyrimidine, 10; KIN-001-220",2 4 bisanilinopyrimidine 10 kin 001 220,0.8045245,0.7943274,47,Aurora kinase inhibitor,Aurora kinase inhibitor
2071,GW-843682X; GW843682X,gw 843682x gw843682x,0.80449545,0.81215286,100,PLK inhibitor,PLK inhibitor
4184,An inositol; inositol,an inositol inositol,0.80402213,0.7725479,26,Insulin sensitizer; insulin sensitizer,Insulin sensitizer
946,Pracinostat; SB-939,pracinostat sb 939,0.9183546,0.8149554,180,HDAC inhibitor,HDAC inhibitor
4663,GSK-690693,gsk 690693,0.8010893,0.8203393,38,Akt inhibitor,Akt inhibitor
5388,Aphidicolin; aphidicolin,aphidicolin aphidicolin,0.8018819,0.8563732,47,RNA synthesis inhibitor,RNA synthesis inhibitor
294,"(6S,8S,10R,11S,13S,14S,17S)-17-acetyl-11-hydroxy-6,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one; medrysone",6s 8s 10r 11s 13s 14s 17s 17 acetyl 11 hydroxy 6 10 13 trimethyl 1 2 6 7 8 9 11 12 14 15 16 17 dodecahydrocyclopenta a phenanthren 3 one medrysone,0.8020065,0.84607327,37,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
3532,thioguanine,thioguanine,0.8015245,0.80413723,45,Purine antagonist; purine antagonist,Purine antagonist
420,NCH-51; Ptach,nch 51 ptach,0.80143875,0.79656315,20,HDAC inhibitor,HDAC inhibitor
3022,AT-7867,at 7867,0.80112046,0.80149174,25,AKT inhibitor,AKT inhibitor
3120,"2-(Difluoromethyl)-1-(4,6-di-4-morpholinyl-1,3,5-triazin-2-yl)-1H-benzimidazole; ZSTK-474",2 difluoromethyl 1 4 6 di 4 morpholinyl 1 3 5 triazin 2 yl 1h benzimidazole zstk 474,0.80096006,0.83103037,73,PI3K inhibitor,PI3K inhibitor
2006,"2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetic acid; Rigosertib",2 2 methoxy 5 e 2 2 4 6 trimethoxyphenyl ethenyl sulfonylmethyl anilino acetic acid rigosertib,0.8782223,0.8199886,92,Antagonist of Raf-Ras interaction; cell cycle inhibitor | PLK inhibitor,Antagonist of Raf-Ras interaction
2006,"2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetic acid; Rigosertib",2 2 methoxy 5 e 2 2 4 6 trimethoxyphenyl ethenyl sulfonylmethyl anilino acetic acid rigosertib,0.8782223,0.8199886,92,Antagonist of Raf-Ras interaction; cell cycle inhibitor | PLK inhibitor,Cell cycle inhibitor
2006,"2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetic acid; Rigosertib",2 2 methoxy 5 e 2 2 4 6 trimethoxyphenyl ethenyl sulfonylmethyl anilino acetic acid rigosertib,0.8782223,0.8199886,92,Antagonist of Raf-Ras interaction; cell cycle inhibitor | PLK inhibitor,PLK inhibitor
