compound_embedding_row_index,compound_name,normalized_compound_name,actual_predictability,predicted_predictability,n_profiles,moa,clean_moa
170,Epothilone-B; epothilone-b,epothilone b epothilone b,0.8687346,0.8472382,69,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",Tubulin inhibitor
170,Epothilone-B; epothilone-b,epothilone b epothilone b,0.8687346,0.8472382,69,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",Microtubule stimulant
170,Epothilone-B; epothilone-b,epothilone b epothilone b,0.8687346,0.8472382,69,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",Tubulin polymerization inhibitor
3909,(4-(4-(Benzo(b)thiophen-2-yl)pyrimidin-2-ylamino)phenyl)(4-(pyrrolidin-1-yl)piperidin-1-yl)methanone; IKK-16,4 4 benzo b thiophen 2 yl pyrimidin 2 ylamino phenyl 4 pyrrolidin 1 yl piperidin 1 yl methanone ikk 16,0.8666199,0.80980843,40,IKK inhibitor,IKK inhibitor
1992,"2-[2-Methoxy-4-(4-methyl-1-piperazinyl)anilino]-5,11-dimethyl-6-pyrimido[4,5-b][1,4]benzodiazepinone; XMD-885",2 2 methoxy 4 4 methyl 1 piperazinyl anilino 5 11 dimethyl 6 pyrimido 4 5 b 1 4 benzodiazepinone xmd 885,0.8652678,0.85948056,45,"MAP kinase inhibitor; MAP kinase inhibitor, Leucine rich repeat kinase inhibitor",MAP kinase inhibitor
1992,"2-[2-Methoxy-4-(4-methyl-1-piperazinyl)anilino]-5,11-dimethyl-6-pyrimido[4,5-b][1,4]benzodiazepinone; XMD-885",2 2 methoxy 4 4 methyl 1 piperazinyl anilino 5 11 dimethyl 6 pyrimido 4 5 b 1 4 benzodiazepinone xmd 885,0.8652678,0.85948056,45,"MAP kinase inhibitor; MAP kinase inhibitor, Leucine rich repeat kinase inhibitor",Leucine rich repeat kinase inhibitor
114,WZ-4002,wz 4002,0.8632015,0.78941405,48,EGFR inhibitor,EGFR inhibitor
3976,SB 218078; SB-218078,sb 218078 sb 218078,0.8623148,0.8455807,59,CHK inhibitor,CHK inhibitor
907,Atrasentan; atrasentan,atrasentan atrasentan,0.8620171,0.8434118,44,Endothelin receptor antagonist; endothelin receptor antagonist,Endothelin receptor antagonist
5321,KW-2478; KW-2478 free base,kw 2478 kw 2478 free base,0.8607082,0.84395945,84,HSP inhibitor,HSP inhibitor
1290,Lovastatin; lovastatin,lovastatin lovastatin,0.8608341,0.84446734,26,HMGCR inhibitor,HMGCR inhibitor
4736,nifedipine,nifedipine,0.85721695,0.82877046,34,Calcium channel blocker,Calcium channel blocker
434,BI-D1870,bi d1870,0.85918635,0.8337445,22,Ribosomal protein inhibitor; ribosomal protein inhibitor,Ribosomal protein inhibitor
2194,HMN-214; N-((4-Methoxyphenyl)sulfonyl)-N-(2-((1E)-2-(1-oxido-4-pyridinyl)ethenyl)phenyl)acetamide,hmn 214 n 4 methoxyphenyl sulfonyl n 2 1e 2 1 oxido 4 pyridinyl ethenyl phenyl acetamide,0.85890496,0.8158768,103,PLK inhibitor,PLK inhibitor
255,"[2-[(1R,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-9,13-dimethyl-16-oxospiro[5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-diene-6,1'-cyclopentane]-8-yl]-2-oxoethyl] acetate; amcinonide",2 1r 2s 4r 8s 9s 11s 12r 13s 12 fluoro 11 hydroxy 9 13 dimethyl 16 oxospiro 5 7 dioxapentacyclo 10 8 0 02 9 04 8 013 18 icosa 14 17 diene 6 1 cyclopentane 8 yl 2 oxoethyl acetate amcinonide,0.8587767,0.868096,25,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
3782,Caffeic Acid; caffeic-acid,caffeic acid caffeic acid,0.85903496,0.7618855,25,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",HIV integrase inhibitor
3782,Caffeic Acid; caffeic-acid,caffeic acid caffeic acid,0.85903496,0.7618855,25,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",Lipoxygenase inhibitor
3782,Caffeic Acid; caffeic-acid,caffeic acid caffeic acid,0.85903496,0.7618855,25,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",Nitric oxide production inhibitor
3782,Caffeic Acid; caffeic-acid,caffeic acid caffeic acid,0.85903496,0.7618855,25,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",Tumor necrosis factor production inhibitor
3782,Caffeic Acid; caffeic-acid,caffeic acid caffeic acid,0.85903496,0.7618855,25,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",PPAR receptor modulator
3782,Caffeic Acid; caffeic-acid,caffeic acid caffeic acid,0.85903496,0.7618855,25,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",NFKB pathway inhibitor
3782,Caffeic Acid; caffeic-acid,caffeic acid caffeic acid,0.85903496,0.7618855,25,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",TNF production inhibitor
1444,Promazine; promazine,promazine promazine,0.85869986,0.8130991,22,Dopamine receptor antagonist; dopamine receptor antagonist,Dopamine receptor antagonist
1613,N-Methylparoxetine; paroxetine,n methylparoxetine paroxetine,0.8581897,0.82762116,41,Selective serotonin reuptake inhibitor; selective serotonin reuptake inhibitor (SSRI),Selective serotonin reuptake inhibitor
1613,N-Methylparoxetine; paroxetine,n methylparoxetine paroxetine,0.8581897,0.82762116,41,Selective serotonin reuptake inhibitor; selective serotonin reuptake inhibitor (SSRI),Selective serotonin reuptake inhibitor (SSRI)
82,"(1S,2S,4R,7E,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one; Parthenolide",1s 2s 4r 7e 11s 4 8 dimethyl 12 methylidene 3 14 dioxatricyclo 9 3 0 02 4 tetradec 7 en 13 one parthenolide,0.8718717,0.8140581,88,NF-kappaB (NFKB) Activation Inhibitors; NFkB pathway inhibitor,NF-kappaB (NFKB) Activation Inhibitors
82,"(1S,2S,4R,7E,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one; Parthenolide",1s 2s 4r 7e 11s 4 8 dimethyl 12 methylidene 3 14 dioxatricyclo 9 3 0 02 4 tetradec 7 en 13 one parthenolide,0.8718717,0.8140581,88,NF-kappaB (NFKB) Activation Inhibitors; NFkB pathway inhibitor,NFkB pathway inhibitor
586,"Fluvastatin, (3R,5S)-; fluvastatin",fluvastatin 3r 5s fluvastatin,0.8558723,0.8206622,47,HMGCR inhibitor,HMGCR inhibitor
351,"4-[3-(3,5-Ditert-butylphenyl)-3-oxoprop-1-enyl]benzoic acid; SA-792709",4 3 3 5 ditert butylphenyl 3 oxoprop 1 enyl benzoic acid sa 792709,0.8558405,0.7851427,30,Retinoid receptor agonist,Retinoid receptor agonist
2690,PD 198306; PD-198306,pd 198306 pd 198306,0.85568345,0.8370754,29,"MAP kinase inhibitor | MEK inhibitor; MEK inhibitor, MAP kinase inhibitor",MAP kinase inhibitor
2690,PD 198306; PD-198306,pd 198306 pd 198306,0.85568345,0.8370754,29,"MAP kinase inhibitor | MEK inhibitor; MEK inhibitor, MAP kinase inhibitor",MEK inhibitor
562,AT-13387; Onalespib,at 13387 onalespib,0.85468006,0.82981473,63,HSP inhibitor,HSP inhibitor
3678,AS-703026; Pimasertib,as 703026 pimasertib,0.85454047,0.8097224,84,MEK inhibitor,MEK inhibitor
2778,Meclofenamic Acid; meclofenamic-acid,meclofenamic acid meclofenamic acid,0.85550356,0.7962718,23,"Cyclooxygenase inhibitor, Prostanoid receptor antagonist; cyclooxygenase inhibitor | prostanoid receptor antagonist",Cyclooxygenase inhibitor
2778,Meclofenamic Acid; meclofenamic-acid,meclofenamic acid meclofenamic acid,0.85550356,0.7962718,23,"Cyclooxygenase inhibitor, Prostanoid receptor antagonist; cyclooxygenase inhibitor | prostanoid receptor antagonist",Prostanoid receptor antagonist
3565,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,e n hydroxy 3 4 2 hydroxyethyl 2 1h indol 3 yl ethyl amino methyl phenyl prop 2 enamide dacinostat,0.898246,0.822076,168,HDAC 1/2/3/6/8/10/11;Histone Deacetylase (HDAC) Inhibitors;Apoptosis Inducers;Antimitotic Drugs; HDAC inhibitor,HDAC 1/2/3/6/8/10/11
3565,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,e n hydroxy 3 4 2 hydroxyethyl 2 1h indol 3 yl ethyl amino methyl phenyl prop 2 enamide dacinostat,0.898246,0.822076,168,HDAC 1/2/3/6/8/10/11;Histone Deacetylase (HDAC) Inhibitors;Apoptosis Inducers;Antimitotic Drugs; HDAC inhibitor,Histone Deacetylase (HDAC) Inhibitors
3565,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,e n hydroxy 3 4 2 hydroxyethyl 2 1h indol 3 yl ethyl amino methyl phenyl prop 2 enamide dacinostat,0.898246,0.822076,168,HDAC 1/2/3/6/8/10/11;Histone Deacetylase (HDAC) Inhibitors;Apoptosis Inducers;Antimitotic Drugs; HDAC inhibitor,Apoptosis Inducers
3565,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,e n hydroxy 3 4 2 hydroxyethyl 2 1h indol 3 yl ethyl amino methyl phenyl prop 2 enamide dacinostat,0.898246,0.822076,168,HDAC 1/2/3/6/8/10/11;Histone Deacetylase (HDAC) Inhibitors;Apoptosis Inducers;Antimitotic Drugs; HDAC inhibitor,Antimitotic Drugs
3565,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,e n hydroxy 3 4 2 hydroxyethyl 2 1h indol 3 yl ethyl amino methyl phenyl prop 2 enamide dacinostat,0.898246,0.822076,168,HDAC 1/2/3/6/8/10/11;Histone Deacetylase (HDAC) Inhibitors;Apoptosis Inducers;Antimitotic Drugs; HDAC inhibitor,HDAC inhibitor
3973,Tivantinib; tivantinib,tivantinib tivantinib,0.85259074,0.85301,97,Tyrosine kinase inhibitor; tyrosine kinase inhibitor,Tyrosine kinase inhibitor
1518,PF-562271,pf 562271,0.8521296,0.82856524,77,Focal adhesion kinase inhibitor; focal adhesion kinase inhibitor,Focal adhesion kinase inhibitor
992,Albendazole; albendazole,albendazole albendazole,0.8520873,0.8214839,74,tubulin polymerization inhibitor,Tubulin polymerization inhibitor
4188,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",3 4 6 trichloro 2 2 3 5 trichloro 6 hydroxyphenyl methyl phenol hexachlorophene hexachlorophene,0.8509744,0.81514263,43,"Autotaxin) Inhibitors;Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators;Ectonucleotide Pyrophosphatase/Phosphodiesterase 2 (ENPP2; potassium channel activator",Autotaxin) Inhibitors
4188,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",3 4 6 trichloro 2 2 3 5 trichloro 6 hydroxyphenyl methyl phenol hexachlorophene hexachlorophene,0.8509744,0.81514263,43,"Autotaxin) Inhibitors;Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators;Ectonucleotide Pyrophosphatase/Phosphodiesterase 2 (ENPP2; potassium channel activator",Large Conductance K(Ca) 1.1 (BK
4188,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",3 4 6 trichloro 2 2 3 5 trichloro 6 hydroxyphenyl methyl phenol hexachlorophene hexachlorophene,0.8509744,0.81514263,43,"Autotaxin) Inhibitors;Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators;Ectonucleotide Pyrophosphatase/Phosphodiesterase 2 (ENPP2; potassium channel activator",Maxi K+) Channel Activators
4188,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",3 4 6 trichloro 2 2 3 5 trichloro 6 hydroxyphenyl methyl phenol hexachlorophene hexachlorophene,0.8509744,0.81514263,43,"Autotaxin) Inhibitors;Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators;Ectonucleotide Pyrophosphatase/Phosphodiesterase 2 (ENPP2; potassium channel activator",Ectonucleotide Pyrophosphatase/Phosphodiesterase 2 (ENPP2
4188,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol; Hexachlorophene; hexachlorophene",3 4 6 trichloro 2 2 3 5 trichloro 6 hydroxyphenyl methyl phenol hexachlorophene hexachlorophene,0.8509744,0.81514263,43,"Autotaxin) Inhibitors;Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators;Ectonucleotide Pyrophosphatase/Phosphodiesterase 2 (ENPP2; potassium channel activator",Potassium channel activator
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",1 2 chloro 4 6 7 dimethoxyquinolin 4 yl oxyphenyl 3 5 methyl 1 2 oxazol 3 yl urea tivozanib tivozanib,0.8477371,0.8044772,65,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,Angiogenesis Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",1 2 chloro 4 6 7 dimethoxyquinolin 4 yl oxyphenyl 3 5 methyl 1 2 oxazol 3 yl urea tivozanib tivozanib,0.8477371,0.8044772,65,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-2 (FLK-1/KDR) Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",1 2 chloro 4 6 7 dimethoxyquinolin 4 yl oxyphenyl 3 5 methyl 1 2 oxazol 3 yl urea tivozanib tivozanib,0.8477371,0.8044772,65,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-3 (FLT4) Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",1 2 chloro 4 6 7 dimethoxyquinolin 4 yl oxyphenyl 3 5 methyl 1 2 oxazol 3 yl urea tivozanib tivozanib,0.8477371,0.8044772,65,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-1 (Flt-1) Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",1 2 chloro 4 6 7 dimethoxyquinolin 4 yl oxyphenyl 3 5 methyl 1 2 oxazol 3 yl urea tivozanib tivozanib,0.8477371,0.8044772,65,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR inhibitor
5452,5-Fluoro-2'-deoxycytidine; fdcyd,5 fluoro 2 deoxycytidine fdcyd,0.8507118,0.87112695,50,DNA methyltransferase inhibitor,DNA methyltransferase inhibitor
2345,"SB 203580, Sulfone; SB-203580",sb 203580 sulfone sb 203580,0.8471401,0.8089159,29,P38 MAPK inhibitor; p38 MAPK inhibitor,P38 MAPK inhibitor
1223,XMD-892; Xmd8-92,xmd 892 xmd8 92,0.85047877,0.85778826,46,MAP kinase inhibitor,MAP kinase inhibitor
168,Ixabepilone; ixabepilone,ixabepilone ixabepilone,0.84927243,0.8544563,38,Microtubule stabilizing agent; microtubule stabilizing agent,Microtubule stabilizing agent
2956,SB-2343; Vs-5584,sb 2343 vs 5584,0.84889585,0.82933265,57,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor
2956,SB-2343; Vs-5584,sb 2343 vs 5584,0.84889585,0.82933265,57,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",PI3K inhibitor
1986,"5-Chloro-N2-(4-(4-(dimethylamino)-1-piperidinyl)-2-methoxyphenyl)-N4-(2-(dimethylphosphinyl)phenyl)-2,4-pyrimidinediamine; AP-26113",5 chloro n2 4 4 dimethylamino 1 piperidinyl 2 methoxyphenyl n4 2 dimethylphosphinyl phenyl 2 4 pyrimidinediamine ap 26113,0.8479275,0.8014634,35,ALK tyrosine kinase receptor inhibitor,ALK tyrosine kinase receptor inhibitor
521,AMG-232; Navtemadlin,amg 232 navtemadlin,0.8477277,0.8431753,47,MDM inhibitor,MDM inhibitor
2821,PIK-75; Pik-75,pik 75 pik 75,0.8475439,0.8143757,72,"DNA protein kinase inhibitor | PI3K inhibitor; DNA protein kinase inhibitor, PI3K inhibitor",DNA protein kinase inhibitor
2821,PIK-75; Pik-75,pik 75 pik 75,0.8475439,0.8143757,72,"DNA protein kinase inhibitor | PI3K inhibitor; DNA protein kinase inhibitor, PI3K inhibitor",PI3K inhibitor
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",5 4 chlorophenyl 6 ethylpyrimidine 2 4 diamine pyrimethamine pyrimethamine,0.843687,0.78964657,46,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,Dihydrofolate Reductase (DHFR) Inhibitors
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",5 4 chlorophenyl 6 ethylpyrimidine 2 4 diamine pyrimethamine pyrimethamine,0.843687,0.78964657,46,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,Pharmacological Chaperones
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",5 4 chlorophenyl 6 ethylpyrimidine 2 4 diamine pyrimethamine pyrimethamine,0.843687,0.78964657,46,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",quinacrine 4 n 6 chloro 2 methoxyacridin 9 yl 1 n 1 n diethylpentane 1 4 diamine mepacrine,0.8486051,0.80416745,52,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Cytokine production inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",quinacrine 4 n 6 chloro 2 methoxyacridin 9 yl 1 n 1 n diethylpentane 1 4 diamine mepacrine,0.8486051,0.80416745,52,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",NFKB pathway inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",quinacrine 4 n 6 chloro 2 methoxyacridin 9 yl 1 n 1 n diethylpentane 1 4 diamine mepacrine,0.8486051,0.80416745,52,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",TP53 activator
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",quinacrine 4 n 6 chloro 2 methoxyacridin 9 yl 1 n 1 n diethylpentane 1 4 diamine mepacrine,0.8486051,0.80416745,52,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Secretory Phospholipase A2 (sPLA2) Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",quinacrine 4 n 6 chloro 2 methoxyacridin 9 yl 1 n 1 n diethylpentane 1 4 diamine mepacrine,0.8486051,0.80416745,52,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Cytokine Production Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",quinacrine 4 n 6 chloro 2 methoxyacridin 9 yl 1 n 1 n diethylpentane 1 4 diamine mepacrine,0.8486051,0.80416745,52,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",NF-kappaB (NFKB) Activation Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",quinacrine 4 n 6 chloro 2 methoxyacridin 9 yl 1 n 1 n diethylpentane 1 4 diamine mepacrine,0.8486051,0.80416745,52,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",TP53 Expression Enhancers
3650,CGK-733; Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,cgk 733 diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,0.84530383,0.8043442,43,"ATM kinase inhibitor | ATR kinase inhibitor; ATM kinase inhibitor, ATR kinase inhibitor",ATM kinase inhibitor
3650,CGK-733; Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,cgk 733 diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,0.84530383,0.8043442,43,"ATM kinase inhibitor | ATR kinase inhibitor; ATM kinase inhibitor, ATR kinase inhibitor",ATR kinase inhibitor
4231,"3-(3,5-Ditert-butyl-4-hydroxyphenyl)-2-isocyano-2-propenenitrile; malonoben",3 3 5 ditert butyl 4 hydroxyphenyl 2 isocyano 2 propenenitrile malonoben,0.84522885,0.80158293,26,Protein tyrosine kinase inhibitor,Protein tyrosine kinase inhibitor
1999,Tamatinib; fostamatinib,tamatinib fostamatinib,0.8439763,0.8246484,113,"SYK inhibitor; Syk inhibitor, FLT3 inhibitor",SYK inhibitor
1999,Tamatinib; fostamatinib,tamatinib fostamatinib,0.8439763,0.8246484,113,"SYK inhibitor; Syk inhibitor, FLT3 inhibitor",FLT3 inhibitor
1458,TAS-103; TAS-103 free base,tas 103 tas 103 free base,0.8438815,0.8222578,68,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
2976,Metronidazole; metronidazole,metronidazole metronidazole,0.8433817,0.79793775,20,DNA inhibitor,DNA inhibitor
1516,"N-Methyl-N-(2-(((2-((2-oxo-2,3-dihydro-1H-indol-5-yl)amino)-5-(trifluoromethyl)pyrimidin-4-yl)amino)methyl)phenyl)methanesulfonamide; PF-431396",n methyl n 2 2 2 oxo 2 3 dihydro 1h indol 5 yl amino 5 trifluoromethyl pyrimidin 4 yl amino methyl phenyl methanesulfonamide pf 431396,0.842922,0.828924,30,focal adhesion kinase inhibitor,Focal adhesion kinase inhibitor
2000,Alisertib; alisertib,alisertib alisertib,0.8969329,0.8393754,156,Aurora kinase inhibitor,Aurora kinase inhibitor
2633,"4-[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino]ethylamino]benzonitrile; CHIR-99021",4 2 4 2 4 dichlorophenyl 5 5 methyl 1h imidazol 2 yl pyrimidin 2 yl amino ethylamino benzonitrile chir 99021,0.84191453,0.7949928,75,glycogen synthase kinase inhibitor,Glycogen synthase kinase inhibitor
739,Romidepsin; romidepsin,romidepsin romidepsin,0.9024819,0.839995,131,HDAC inhibitor,HDAC inhibitor
