pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,ring_category,ring_count
9552079,chlorhexidine,9552079.0,6.7913847,8.797589,Morgan + MACCS + CACTVS + descriptors,chlorhexidine,2 rings,2.0
9554,ammonium-perfluorocaprylate,9554.0,0.27389246,8.632097,Morgan + MACCS + CACTVS + descriptors,ammonium-perfluorocaprylate,0 rings,0.0
9554282,cyclophosphamide,9554282.0,1.0543468,9.098221,Morgan + MACCS + CACTVS + descriptors,cyclophosphamide,1 ring,1.0
9554761,bw-348u87,9554761.0,7.0593066,10.056769,Morgan + MACCS + CACTVS + descriptors,bw-348u87,2 rings,2.0
9568614,omeprazole,9568614.0,9.839494,9.606822,Morgan + MACCS + CACTVS + descriptors,omeprazole,3 rings,3.0
9568628,norelgestromin,9568628.0,-0.037755493,6.965235,Morgan + MACCS + CACTVS + descriptors,norelgestromin,4+ rings,4.0
957,1-octanol,957.0,0.4130987,8.534704,Morgan + MACCS + CACTVS + descriptors,1-octanol,0 rings,0.0
9570327,nifursol,9570327.0,8.956449,8.407236,Morgan + MACCS + CACTVS + descriptors,nifursol,2 rings,2.0
9570757,cefmenoxime,9570757.0,2.9806151,8.089274,Morgan + MACCS + CACTVS + descriptors,cefmenoxime,4+ rings,4.0
9571004,azimilide,9571004.0,9.055694,7.461071,Morgan + MACCS + CACTVS + descriptors,azimilide,4+ rings,4.0
9571037,chlorproguanil,9571037.0,6.8072605,8.815922,Morgan + MACCS + CACTVS + descriptors,chlorproguanil,1 ring,1.0
9571836,triapine,9571836.0,6.960927,10.050015,Morgan + MACCS + CACTVS + descriptors,triapine,1 ring,1.0
9576166,trofosfamide,9576166.0,1.1781173,9.198954,Morgan + MACCS + CACTVS + descriptors,trofosfamide,1 ring,1.0
9576789,sardomozide,9576789.0,6.409223,7.601686,Morgan + MACCS + CACTVS + descriptors,sardomozide,2 rings,2.0
9577379,sulforaphane,9577379.0,0.8369059,9.301843,Morgan + MACCS + CACTVS + descriptors,sulforaphane,0 rings,0.0
9578005,lansoprazole,9578005.0,9.844075,9.594312,Morgan + MACCS + CACTVS + descriptors,lansoprazole,3 rings,3.0
9578507,selamectin,9578507.0,0.785332,7.375606,Morgan + MACCS + CACTVS + descriptors,selamectin,4+ rings,7.0
9578572,dabigatran-etexilate,9578572.0,7.7397604,11.221238,Morgan + MACCS + CACTVS + descriptors,dabigatran-etexilate,4+ rings,4.0
95801,bts,95801.0,8.191876,8.456842,Morgan + MACCS + CACTVS + descriptors,bts,2 rings,2.0
9581011,cid-2745687,9581011.0,7.7866826,10.561044,Morgan + MACCS + CACTVS + descriptors,cid-2745687,2 rings,2.0
9584673,ap-18,9584673.0,6.5261436,7.2261896,Morgan + MACCS + CACTVS + descriptors,ap-18,1 ring,1.0
95864,bl-5583,95864.0,7.068842,6.232921,Morgan + MACCS + CACTVS + descriptors,bl-5583,2 rings,2.0
9588020,ifosfamide,9588020.0,1.0961329,9.060165,Morgan + MACCS + CACTVS + descriptors,ifosfamide,1 ring,1.0
95883,sym-2081,95883.0,1.0766306,8.579295,Morgan + MACCS + CACTVS + descriptors,sym-2081,0 rings,0.0
959043,inh1,959043.0,7.7350726,10.224483,Morgan + MACCS + CACTVS + descriptors,inh1,3 rings,3.0
96,lithium-acetoacetate,96.0,0.26272252,8.663753,Morgan + MACCS + CACTVS + descriptors,lithium-acetoacetate,0 rings,0.0
9600409,citco,9600409.0,7.451654,9.908916,Morgan + MACCS + CACTVS + descriptors,citco,4+ rings,4.0
9601083,omeprazole-magnesium,9601083.0,9.751051,9.6085,Morgan + MACCS + CACTVS + descriptors,omeprazole-magnesium,4+ rings,6.0
9601084,naloxone-benzoylhydrazone,9601084.0,9.389859,6.6939373,Morgan + MACCS + CACTVS + descriptors,naloxone-benzoylhydrazone,4+ rings,6.0
9604654,pradefovir,9604654.0,6.8810062,11.033675,Morgan + MACCS + CACTVS + descriptors,pradefovir,4+ rings,4.0
9642,fluocinonide,9642.0,0.32609123,6.068961,Morgan + MACCS + CACTVS + descriptors,fluocinonide,4+ rings,5.0
9651,galantamine,9651.0,9.307139,6.6522336,Morgan + MACCS + CACTVS + descriptors,galantamine,4+ rings,4.0
96568205,azd1446,96568205.0,8.959457,6.992868,Morgan + MACCS + CACTVS + descriptors,azd1446,3 rings,3.0
967,orotic-acid,967.0,1.5304766,9.119897,Morgan + MACCS + CACTVS + descriptors,orotic-acid,1 ring,1.0
9675990,pac-1,9675990.0,7.873749,7.1883903,Morgan + MACCS + CACTVS + descriptors,pac-1,3 rings,3.0
9681,methysergide,9681.0,8.296105,10.600113,Morgan + MACCS + CACTVS + descriptors,methysergide,4+ rings,4.0
9687,bucladesine,9687.0,6.0632377,11.804324,Morgan + MACCS + CACTVS + descriptors,bucladesine,4+ rings,4.0
9690136,ot-r-antagonist-1,9690136.0,7.3643446,7.4777937,Morgan + MACCS + CACTVS + descriptors,ot-r-antagonist-1,4+ rings,4.0
969464,rebamipide,969464.0,7.696641,7.7894893,Morgan + MACCS + CACTVS + descriptors,rebamipide,3 rings,3.0
969470,cinpa-1,969470.0,7.0973296,8.167281,Morgan + MACCS + CACTVS + descriptors,cinpa-1,3 rings,3.0
969478,l-152804,969478.0,8.301919,5.1579285,Morgan + MACCS + CACTVS + descriptors,l-152804,4+ rings,4.0
969489,clinafloxacin,969489.0,9.981631,7.6445127,Morgan + MACCS + CACTVS + descriptors,clinafloxacin,4+ rings,4.0
969492,dipivefrine,969492.0,8.72272,6.272103,Morgan + MACCS + CACTVS + descriptors,dipivefrine,1 ring,1.0
969495,glafenine,969495.0,8.830313,10.73395,Morgan + MACCS + CACTVS + descriptors,glafenine,3 rings,3.0
969497,isofloxythepin,969497.0,6.5256586,7.9437943,Morgan + MACCS + CACTVS + descriptors,isofloxythepin,4+ rings,4.0
969502,metitepine,969502.0,6.4575768,8.01251,Morgan + MACCS + CACTVS + descriptors,metitepine,4+ rings,4.0
97018453,vuf11207,97018453.0,9.243831,6.7831726,Morgan + MACCS + CACTVS + descriptors,vuf11207,3 rings,3.0
97161269,agi-5198,97161269.0,7.529045,11.180033,Morgan + MACCS + CACTVS + descriptors,agi-5198,4+ rings,4.0
97182196,betp,97182196.0,9.635304,9.763204,Morgan + MACCS + CACTVS + descriptors,betp,3 rings,3.0
97226,10-hydroxycamptothecin,97226.0,9.0310335,10.444886,Morgan + MACCS + CACTVS + descriptors,10-hydroxycamptothecin,4+ rings,5.0
97289132,tc-e-5006,97289132.0,7.2591825,7.0401187,Morgan + MACCS + CACTVS + descriptors,tc-e-5006,4+ rings,4.0
9750,l-citrulline,9750.0,1.208265,8.496611,Morgan + MACCS + CACTVS + descriptors,l-citrulline,0 rings,0.0
97663,l-asparagine-n-hydroxy,97663.0,1.1710033,8.636079,Morgan + MACCS + CACTVS + descriptors,l-asparagine-n-hydroxy,0 rings,0.0
978,potassium-p-aminobenzoate,978.0,7.8831277,7.454742,Morgan + MACCS + CACTVS + descriptors,potassium-p-aminobenzoate,1 ring,1.0
9782,betamethasone,9782.0,0.23449886,6.162711,Morgan + MACCS + CACTVS + descriptors,betamethasone,4+ rings,4.0
9793868,impentamine,9793868.0,5.6922092,11.09811,Morgan + MACCS + CACTVS + descriptors,impentamine,1 ring,1.0
9794203,azd6765,9794203.0,6.9768972,10.121697,Morgan + MACCS + CACTVS + descriptors,azd6765,2 rings,2.0
9795056,radafaxine,9795056.0,7.8358135,6.656822,Morgan + MACCS + CACTVS + descriptors,radafaxine,2 rings,2.0
9795278,pnu-282987,9795278.0,6.893005,7.755867,Morgan + MACCS + CACTVS + descriptors,pnu-282987,4+ rings,4.0
9795701,esonarimod,9795701.0,7.07076,6.2309833,Morgan + MACCS + CACTVS + descriptors,esonarimod,1 ring,1.0
9795739,pridopidine,9795739.0,8.073018,8.412512,Morgan + MACCS + CACTVS + descriptors,pridopidine,2 rings,2.0
9796068,iniparib,9796068.0,7.7553086,8.286764,Morgan + MACCS + CACTVS + descriptors,iniparib,1 ring,1.0
9796181,nepicastat,9796181.0,6.3651896,7.761515,Morgan + MACCS + CACTVS + descriptors,nepicastat,3 rings,3.0
9796290,nvp-dpp728,9796290.0,7.2258406,11.129478,Morgan + MACCS + CACTVS + descriptors,nvp-dpp728,2 rings,2.0
9796408,org-12962,9796408.0,6.9495716,10.354315,Morgan + MACCS + CACTVS + descriptors,org-12962,2 rings,2.0
9797017,gw274150,9797017.0,1.1455377,8.533214,Morgan + MACCS + CACTVS + descriptors,gw274150,0 rings,0.0
979718,ds2-(806622),979718.0,7.679486,10.676919,Morgan + MACCS + CACTVS + descriptors,ds2-(806622),4+ rings,4.0
9797360,ssr180711,9797360.0,8.818906,6.663327,Morgan + MACCS + CACTVS + descriptors,ssr180711,4+ rings,4.0
9797657,norfluoxetine,9797657.0,8.647792,6.3237057,Morgan + MACCS + CACTVS + descriptors,norfluoxetine,2 rings,2.0
9798229,7-keto-dhea,9798229.0,0.2945607,6.6715813,Morgan + MACCS + CACTVS + descriptors,7-keto-dhea,4+ rings,4.0
9798372,eliprodil,9798372.0,7.420555,7.0084653,Morgan + MACCS + CACTVS + descriptors,eliprodil,3 rings,3.0
9798547,gsk189254,9798547.0,9.7081375,10.231455,Morgan + MACCS + CACTVS + descriptors,gsk189254,4+ rings,4.0
9798973,bay-41-2272,9798973.0,6.7831564,10.702566,Morgan + MACCS + CACTVS + descriptors,bay-41-2272,4+ rings,5.0
9799284,roluperidone,9799284.0,7.0823865,8.015935,Morgan + MACCS + CACTVS + descriptors,roluperidone,4+ rings,4.0
9799487,rimeporide,9799487.0,8.207267,8.47042,Morgan + MACCS + CACTVS + descriptors,rimeporide,1 ring,1.0
9799509,er-27319,9799509.0,7.352088,8.381449,Morgan + MACCS + CACTVS + descriptors,er-27319,3 rings,3.0
9800113,asp-2535,9800113.0,6.6812873,10.650046,Morgan + MACCS + CACTVS + descriptors,asp-2535,4+ rings,5.0
9800555,chidamide,9800555.0,8.156088,11.070616,Morgan + MACCS + CACTVS + descriptors,chidamide,3 rings,3.0
9800568,lubiprostone,9800568.0,0.46097496,7.874407,Morgan + MACCS + CACTVS + descriptors,lubiprostone,1 ring,1.0
9800961,gw-311616,9800961.0,1.5720099,8.771643,Morgan + MACCS + CACTVS + descriptors,gw-311616,3 rings,3.0
9801597,amlodipine,9801597.0,7.2903385,6.8052363,Morgan + MACCS + CACTVS + descriptors,amlodipine,2 rings,2.0
9801969,eo-1428,9801969.0,7.7201586,7.999056,Morgan + MACCS + CACTVS + descriptors,eo-1428,3 rings,3.0
9803242,pa-452,9803242.0,10.058653,10.203466,Morgan + MACCS + CACTVS + descriptors,pa-452,3 rings,3.0
9803375,birt-377,9803375.0,7.0914984,8.610055,Morgan + MACCS + CACTVS + descriptors,birt-377,3 rings,3.0
9803475,nnc-63-0532,9803475.0,7.2548847,8.302337,Morgan + MACCS + CACTVS + descriptors,nnc-63-0532,4+ rings,5.0
9803963,gw-501516,9803963.0,9.365855,9.621547,Morgan + MACCS + CACTVS + descriptors,gw-501516,3 rings,3.0
9804881,alpha-tochopheryl-acetate,9804881.0,8.180259,5.221549,Morgan + MACCS + CACTVS + descriptors,alpha-tochopheryl-acetate,2 rings,2.0
9804992,givinostat,9804992.0,7.8456836,7.9321523,Morgan + MACCS + CACTVS + descriptors,givinostat,3 rings,3.0
98050091,a740003,98050091.0,10.191582,10.358185,Morgan + MACCS + CACTVS + descriptors,a740003,3 rings,3.0
98054312,ajmaline,98054312.0,7.3224344,7.982033,Morgan + MACCS + CACTVS + descriptors,ajmaline,4+ rings,7.0
9805664,at-1015,9805664.0,6.993805,7.9087524,Morgan + MACCS + CACTVS + descriptors,at-1015,4+ rings,5.0
9806063,gallium-triquinolin-8-olate,9806063.0,9.379005,10.741996,Morgan + MACCS + CACTVS + descriptors,gallium-triquinolin-8-olate,4+ rings,6.0
9806229,av-412,9806229.0,7.303798,10.908993,Morgan + MACCS + CACTVS + descriptors,av-412,4+ rings,4.0
9806360,cefuroxime-axetil,9806360.0,3.633999,7.9618273,Morgan + MACCS + CACTVS + descriptors,cefuroxime-axetil,3 rings,3.0
9806489,zk-164015,9806489.0,9.168566,9.945535,Morgan + MACCS + CACTVS + descriptors,zk-164015,3 rings,3.0
9808022,cinaciguat,9808022.0,8.728216,6.814063,Morgan + MACCS + CACTVS + descriptors,cinaciguat,4+ rings,4.0
9808372,tavilermide,9808372.0,8.480799,7.8595943,Morgan + MACCS + CACTVS + descriptors,tavilermide,2 rings,2.0
9808844,telatinib,9808844.0,9.830905,10.035358,Morgan + MACCS + CACTVS + descriptors,telatinib,4+ rings,4.0
9809077,l-760735,9809077.0,7.767578,8.830232,Morgan + MACCS + CACTVS + descriptors,l-760735,4+ rings,4.0
9809926,lercanidipine,9809926.0,8.415674,7.9682274,Morgan + MACCS + CACTVS + descriptors,lercanidipine,4+ rings,4.0
9810101,tabimorelin,9810101.0,7.1084857,7.6792583,Morgan + MACCS + CACTVS + descriptors,tabimorelin,3 rings,3.0
9810532,larazotide-acetate,9810532.0,1.3849187,8.193814,Morgan + MACCS + CACTVS + descriptors,larazotide-acetate,1 ring,1.0
981054,bax-channel-blocker,981054.0,7.8068295,10.284611,Morgan + MACCS + CACTVS + descriptors,bax-channel-blocker,4+ rings,4.0
9810709,aldoxorubicin,9810709.0,9.20555,5.708009,Morgan + MACCS + CACTVS + descriptors,aldoxorubicin,4+ rings,6.0
9810884,y-39983,9810884.0,7.7723002,10.974863,Morgan + MACCS + CACTVS + descriptors,y-39983,3 rings,3.0
9810929,dolastatin-10,9810929.0,8.081667,10.283418,Morgan + MACCS + CACTVS + descriptors,dolastatin-10,3 rings,3.0
9811606,ggti-298,9811606.0,7.4015946,8.2517805,Morgan + MACCS + CACTVS + descriptors,ggti-298,3 rings,3.0
9811611,cp-547632,9811611.0,9.1448555,9.211067,Morgan + MACCS + CACTVS + descriptors,cp-547632,3 rings,3.0
9811834,sacubitril,9811834.0,7.311771,7.2580967,Morgan + MACCS + CACTVS + descriptors,sacubitril,2 rings,2.0
981326,wiskostatin,981326.0,7.836229,10.295002,Morgan + MACCS + CACTVS + descriptors,wiskostatin,3 rings,3.0
9813758,bms-345541,9813758.0,6.838283,10.755845,Morgan + MACCS + CACTVS + descriptors,bms-345541,3 rings,3.0
981442,p7c3,981442.0,7.9717736,10.379885,Morgan + MACCS + CACTVS + descriptors,p7c3,4+ rings,4.0
9815923,fadrozole,9815923.0,6.9657197,10.391638,Morgan + MACCS + CACTVS + descriptors,fadrozole,3 rings,3.0
9816485,licarbazepine,9816485.0,7.5677757,8.070255,Morgan + MACCS + CACTVS + descriptors,licarbazepine,3 rings,3.0
9816738,fk-962,9816738.0,6.945812,7.746193,Morgan + MACCS + CACTVS + descriptors,fk-962,2 rings,2.0
9816959,co-102862,9816959.0,8.594316,6.1385264,Morgan + MACCS + CACTVS + descriptors,co-102862,2 rings,2.0
9817923,butabindide,9817923.0,7.1032543,8.185029,Morgan + MACCS + CACTVS + descriptors,butabindide,2 rings,2.0
9818306,estradiol-acetate,9818306.0,7.954749,4.594339,Morgan + MACCS + CACTVS + descriptors,estradiol-acetate,4+ rings,4.0
9818432,zd-0947,9818432.0,6.8946557,7.8665824,Morgan + MACCS + CACTVS + descriptors,zd-0947,3 rings,3.0
9818479,sumanirole,9818479.0,7.084804,8.480189,Morgan + MACCS + CACTVS + descriptors,sumanirole,3 rings,3.0
9818682,uk-383367,9818682.0,1.435142,8.689285,Morgan + MACCS + CACTVS + descriptors,uk-383367,2 rings,2.0
9818903,abt-239,9818903.0,8.898624,6.874738,Morgan + MACCS + CACTVS + descriptors,abt-239,4+ rings,4.0
9819382,5-hydroxymethyl-tolterodine,9819382.0,8.146102,6.684523,Morgan + MACCS + CACTVS + descriptors,5-hydroxymethyl-tolterodine,2 rings,2.0
9819432,ym-298198,9819432.0,7.6562843,10.575875,Morgan + MACCS + CACTVS + descriptors,ym-298198,4+ rings,4.0
9819591,cgp-25454a,9819591.0,9.099119,7.4030404,Morgan + MACCS + CACTVS + descriptors,cgp-25454a,1 ring,1.0
9819704,efinaconazole,9819704.0,7.329585,9.963896,Morgan + MACCS + CACTVS + descriptors,efinaconazole,3 rings,3.0
9820008,sc-12267,9820008.0,8.5688925,7.310426,Morgan + MACCS + CACTVS + descriptors,sc-12267,3 rings,3.0
9820766,pd-160170,9820766.0,8.224547,9.645088,Morgan + MACCS + CACTVS + descriptors,pd-160170,3 rings,3.0
9821250,r-121919,9821250.0,6.7487984,10.700857,Morgan + MACCS + CACTVS + descriptors,r-121919,3 rings,3.0
9821754,bicyclol,9821754.0,8.734581,5.0209026,Morgan + MACCS + CACTVS + descriptors,bicyclol,4+ rings,4.0
9821849,abiraterone-acetate,9821849.0,8.594803,10.969478,Morgan + MACCS + CACTVS + descriptors,abiraterone-acetate,4+ rings,5.0
9821945,cj-13610,9821945.0,7.747008,10.593966,Morgan + MACCS + CACTVS + descriptors,cj-13610,4+ rings,4.0
9822205,bcx-1470,9822205.0,8.57,6.141583,Morgan + MACCS + CACTVS + descriptors,bcx-1470,3 rings,3.0
9822241,ngd-98-2,9822241.0,9.943559,10.122307,Morgan + MACCS + CACTVS + descriptors,ngd-98-2,2 rings,2.0
9822750,levamlodipine,9822750.0,7.2600923,6.8398757,Morgan + MACCS + CACTVS + descriptors,levamlodipine,2 rings,2.0
9822751,clonixin-lysinate,9822751.0,8.057547,11.113995,Morgan + MACCS + CACTVS + descriptors,clonixin-lysinate,2 rings,2.0
9822753,bms-191095,9822753.0,10.100499,9.77981,Morgan + MACCS + CACTVS + descriptors,bms-191095,4+ rings,4.0
9823180,tc2559,9823180.0,9.521299,10.677656,Morgan + MACCS + CACTVS + descriptors,tc2559,1 ring,1.0
9823781,paliperidone,9823781.0,9.167534,8.242011,Morgan + MACCS + CACTVS + descriptors,paliperidone,4+ rings,5.0
9823820,lenvatinib,9823820.0,10.01269,10.341421,Morgan + MACCS + CACTVS + descriptors,lenvatinib,4+ rings,4.0
9824350,cipemastat,9824350.0,1.5627542,8.764851,Morgan + MACCS + CACTVS + descriptors,cipemastat,3 rings,3.0
9824562,andarine,9824562.0,8.600888,7.149741,Morgan + MACCS + CACTVS + descriptors,andarine,2 rings,2.0
9824580,troglitazone,9824580.0,8.707571,5.89326,Morgan + MACCS + CACTVS + descriptors,troglitazone,4+ rings,4.0
9826034,gnti,9826034.0,9.375742,10.348648,Morgan + MACCS + CACTVS + descriptors,gnti,4+ rings,8.0
9826308,gw-843682x,9826308.0,9.749899,9.668104,Morgan + MACCS + CACTVS + descriptors,gw-843682x,4+ rings,4.0
9826520,gw-803430,9826520.0,9.1389675,7.6059713,Morgan + MACCS + CACTVS + descriptors,gw-803430,4+ rings,5.0
9826528,pd-0325901,9826528.0,7.6614203,8.008877,Morgan + MACCS + CACTVS + descriptors,pd-0325901,2 rings,2.0
9826744,slv-319-(+/-),9826744.0,8.167583,8.697897,Morgan + MACCS + CACTVS + descriptors,slv-319-(+/-),4+ rings,4.0
9827317,ono-8130,9827317.0,9.15927,9.522609,Morgan + MACCS + CACTVS + descriptors,ono-8130,4+ rings,4.0
9827968,gsk256066,9827968.0,9.075968,9.623536,Morgan + MACCS + CACTVS + descriptors,gsk256066,4+ rings,4.0
9828310,gemcitabine-elaidate,9828310.0,2.421379,9.681302,Morgan + MACCS + CACTVS + descriptors,gemcitabine-elaidate,2 rings,2.0
9828911,anamorelin,9828911.0,8.424763,10.713239,Morgan + MACCS + CACTVS + descriptors,anamorelin,4+ rings,4.0
9829395,a-317491,9829395.0,8.916913,6.795007,Morgan + MACCS + CACTVS + descriptors,a-317491,4+ rings,5.0
9829523,midostaurin,9829523.0,8.481837,10.647669,Morgan + MACCS + CACTVS + descriptors,midostaurin,4+ rings,9.0
9829526,siramesine,9829526.0,9.1672,10.39472,Morgan + MACCS + CACTVS + descriptors,siramesine,4+ rings,6.0
9829836,l-755507,9829836.0,8.866797,8.093752,Morgan + MACCS + CACTVS + descriptors,l-755507,3 rings,3.0
9830392,way-170523,9830392.0,9.042697,7.9909587,Morgan + MACCS + CACTVS + descriptors,way-170523,4+ rings,5.0
9830520,cefoselis,9830520.0,3.0051627,8.082736,Morgan + MACCS + CACTVS + descriptors,cefoselis,4+ rings,4.0
9831415,omega-3-acid-esters,9831415.0,0.33936122,8.172104,Morgan + MACCS + CACTVS + descriptors,omega-3-acid-esters,0 rings,0.0
9831416,doconexent-ethyl-ester,9831416.0,0.3327875,8.185044,Morgan + MACCS + CACTVS + descriptors,doconexent-ethyl-ester,0 rings,0.0
9832750,doramectin,9832750.0,0.78755236,7.359195,Morgan + MACCS + CACTVS + descriptors,doramectin,4+ rings,8.0
9832912,moxidectin,9832912.0,0.7491381,7.3995485,Morgan + MACCS + CACTVS + descriptors,moxidectin,4+ rings,5.0
9833444,sincalide,9833444.0,5.8151784,5.522863,Morgan + MACCS + CACTVS + descriptors,sincalide,4+ rings,4.0
9834591,ly2140023,9834591.0,1.0816922,8.58594,Morgan + MACCS + CACTVS + descriptors,ly2140023,2 rings,2.0
9835049,avibactam,9835049.0,1.5418015,8.821335,Morgan + MACCS + CACTVS + descriptors,avibactam,2 rings,2.0
9836739,pnu-74654,9836739.0,8.684916,6.470113,Morgan + MACCS + CACTVS + descriptors,pnu-74654,3 rings,3.0
9837165,sy-640,9837165.0,9.124544,6.6088195,Morgan + MACCS + CACTVS + descriptors,sy-640,2 rings,2.0
9837656,gm-1485,9837656.0,1.5339379,8.574508,Morgan + MACCS + CACTVS + descriptors,gm-1485,1 ring,1.0
9838158,5-octanoylsalicylic-acid,9838158.0,8.28222,5.3706636,Morgan + MACCS + CACTVS + descriptors,5-octanoylsalicylic-acid,1 ring,1.0
9838712,reparixin,9838712.0,8.164829,8.39467,Morgan + MACCS + CACTVS + descriptors,reparixin,1 ring,1.0
9838729,azd9272,9838729.0,7.720362,10.786622,Morgan + MACCS + CACTVS + descriptors,azd9272,3 rings,3.0
9839311,a205804,9839311.0,8.001376,10.334445,Morgan + MACCS + CACTVS + descriptors,a205804,3 rings,3.0
9839644,ro-1138452,9839644.0,8.696745,6.9318914,Morgan + MACCS + CACTVS + descriptors,ro-1138452,3 rings,3.0
984,1-hexadecanal,984.0,0.48148853,8.40214,Morgan + MACCS + CACTVS + descriptors,1-hexadecanal,0 rings,0.0
9840076,ag-14361,9840076.0,7.746013,11.103197,Morgan + MACCS + CACTVS + descriptors,ag-14361,4+ rings,4.0
9840324,etomoxir,9840324.0,8.492856,5.5803804,Morgan + MACCS + CACTVS + descriptors,etomoxir,2 rings,2.0
9840648,sa-47,9840648.0,7.4073806,11.161883,Morgan + MACCS + CACTVS + descriptors,sa-47,2 rings,2.0
9840971,sb-297006,9840971.0,8.208814,8.010169,Morgan + MACCS + CACTVS + descriptors,sb-297006,2 rings,2.0
9841560,5-bdbd,9841560.0,8.852983,7.4031672,Morgan + MACCS + CACTVS + descriptors,5-bdbd,4+ rings,4.0
9841596,ne-100,9841596.0,9.055085,6.5320344,Morgan + MACCS + CACTVS + descriptors,ne-100,2 rings,2.0
984170,cct018159,984170.0,9.465205,9.361134,Morgan + MACCS + CACTVS + descriptors,cct018159,4+ rings,4.0
9841834,istaroxime,9841834.0,0.0675748,7.120121,Morgan + MACCS + CACTVS + descriptors,istaroxime,4+ rings,4.0
9841972,brl-37344,9841972.0,8.73511,6.2835383,Morgan + MACCS + CACTVS + descriptors,brl-37344,2 rings,2.0
9842609,sb-452533,9842609.0,7.0839534,8.182529,Morgan + MACCS + CACTVS + descriptors,sb-452533,2 rings,2.0
984333,stf-31,984333.0,8.270709,9.673486,Morgan + MACCS + CACTVS + descriptors,stf-31,3 rings,3.0
9843690,ly450108,9843690.0,8.300637,8.598454,Morgan + MACCS + CACTVS + descriptors,ly450108,2 rings,2.0
9843750,semagacestat,9843750.0,7.315835,7.4153056,Morgan + MACCS + CACTVS + descriptors,semagacestat,2 rings,2.0
9843900,cp-91149,9843900.0,8.289369,10.568203,Morgan + MACCS + CACTVS + descriptors,cp-91149,3 rings,3.0
9844,fluroxene,9844.0,0.3360726,9.129558,Morgan + MACCS + CACTVS + descriptors,fluroxene,0 rings,0.0
9844347,cfm-1571,9844347.0,9.523266,9.862807,Morgan + MACCS + CACTVS + descriptors,cfm-1571,3 rings,3.0
9845085,bendroflumethiazide,9845085.0,8.334475,8.751699,Morgan + MACCS + CACTVS + descriptors,bendroflumethiazide,3 rings,3.0
9845148,pnu-142633,9845148.0,8.806189,7.5195804,Morgan + MACCS + CACTVS + descriptors,pnu-142633,4+ rings,4.0
9848818,ursodeoxycholyltaurine,9848818.0,0.16291645,7.3153353,Morgan + MACCS + CACTVS + descriptors,ursodeoxycholyltaurine,4+ rings,4.0
9850038,nadifloxacin,9850038.0,9.966429,7.6304407,Morgan + MACCS + CACTVS + descriptors,nadifloxacin,4+ rings,4.0
9850209,ncx-1015,9850209.0,0.25513062,6.2182064,Morgan + MACCS + CACTVS + descriptors,ncx-1015,4+ rings,5.0
9850876,sr-33805,9850876.0,9.196477,9.838771,Morgan + MACCS + CACTVS + descriptors,sr-33805,4+ rings,4.0
9850878,valnemulin,9850878.0,0.33788046,7.325607,Morgan + MACCS + CACTVS + descriptors,valnemulin,3 rings,3.0
9851211,sdz-nkt-343,9851211.0,7.3741245,8.140173,Morgan + MACCS + CACTVS + descriptors,sdz-nkt-343,4+ rings,5.0
9851724,ave-0991,9851724.0,8.446114,9.683338,Morgan + MACCS + CACTVS + descriptors,ave-0991,4+ rings,4.0
9851775,naphthoquine-phosphate,9851775.0,9.294771,10.870697,Morgan + MACCS + CACTVS + descriptors,naphthoquine-phosphate,4+ rings,4.0
9852086,ginsenoside-c-k,9852086.0,0.6834799,7.189154,Morgan + MACCS + CACTVS + descriptors,ginsenoside-c-k,4+ rings,5.0
9852185,gambogic-acid,9852185.0,8.361699,4.998369,Morgan + MACCS + CACTVS + descriptors,gambogic-acid,4+ rings,7.0
9852201,upamostat,9852201.0,8.333548,8.486733,Morgan + MACCS + CACTVS + descriptors,upamostat,3 rings,3.0
9852519,avatrombopag,9852519.0,7.678758,10.598619,Morgan + MACCS + CACTVS + descriptors,avatrombopag,4+ rings,6.0
9853053,lomitapide,9853053.0,7.0786295,8.092464,Morgan + MACCS + CACTVS + descriptors,lomitapide,4+ rings,6.0
9853583,ssr240612,9853583.0,9.125762,7.653671,Morgan + MACCS + CACTVS + descriptors,ssr240612,4+ rings,6.0
9853654,pentagastrin,9853654.0,5.8036714,5.660973,Morgan + MACCS + CACTVS + descriptors,pentagastrin,3 rings,3.0
9853710,ciluprevir,9853710.0,9.551736,9.934951,Morgan + MACCS + CACTVS + descriptors,ciluprevir,4+ rings,7.0
9854012,cangrelor,9854012.0,6.0784364,11.815756,Morgan + MACCS + CACTVS + descriptors,cangrelor,3 rings,3.0
9854073,cabazitaxel,9854073.0,9.227663,5.7683163,Morgan + MACCS + CACTVS + descriptors,cabazitaxel,4+ rings,6.0
9855027,alarelin,9855027.0,5.797763,5.5159054,Morgan + MACCS + CACTVS + descriptors,alarelin,4+ rings,6.0
9855518,80841-78-7,9855518.0,0.41444957,8.762159,Morgan + MACCS + CACTVS + descriptors,80841-78-7,1 ring,1.0
9858940,sb-505124,9858940.0,10.133076,9.905075,Morgan + MACCS + CACTVS + descriptors,sb-505124,4+ rings,4.0
9859407,sdz-ser-082,9859407.0,6.5366125,8.122846,Morgan + MACCS + CACTVS + descriptors,sdz-ser-082,4+ rings,4.0
9860294,st-1535,9860294.0,5.990071,11.310415,Morgan + MACCS + CACTVS + descriptors,st-1535,3 rings,3.0
9860529,nu-7026,9860529.0,8.890319,6.964146,Morgan + MACCS + CACTVS + descriptors,nu-7026,4+ rings,4.0
