pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,moa_clean,moa_category
3080554,homoquinolinic-acid,3080554.0,8.922302,10.921319,Morgan + MACCS + CACTVS + descriptors,homoquinolinic-acid,glutamate receptor agonist,Other MoA
3080768,trofinetide,3080768.0,1.4919149,8.512492,Morgan + MACCS + CACTVS + descriptors,trofinetide,cytokine production inhibitor,Other MoA
3080825,tocainide,3080825.0,7.0777435,8.201115,Morgan + MACCS + CACTVS + descriptors,tocainide,sodium channel blocker,Other MoA
3080926,2-bfi,3080926.0,8.7992735,6.6873136,Morgan + MACCS + CACTVS + descriptors,2-bfi,imidazoline receptor ligand,Other MoA
3081,dimethadione,3081.0,1.4000874,9.0319,Morgan + MACCS + CACTVS + descriptors,dimethadione,oxazolidine antiepileptic,Other MoA
3081027,oco-1112,3081027.0,8.816793,6.8450885,Morgan + MACCS + CACTVS + descriptors,oco-1112,cholesterol inhibitor,Other MoA
3081361,vandetanib,3081361.0,10.586924,10.422417,Morgan + MACCS + CACTVS + descriptors,vandetanib,EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,Other MoA
3081545,apramycin,3081545.0,1.5888743,7.559856,Morgan + MACCS + CACTVS + descriptors,apramycin,bacterial 30S ribosomal subunit inhibitor,Other MoA
3081919,lasofoxifene,3081919.0,9.050967,6.707897,Morgan + MACCS + CACTVS + descriptors,lasofoxifene,selective estrogen receptor modulator (SERM),Other MoA
3082718,ici-199441,3082718.0,6.846391,7.8264246,Morgan + MACCS + CACTVS + descriptors,ici-199441,opioid receptor agonist,Other MoA
30844635,terciprazine,30844635.0,6.8796787,7.971318,Morgan + MACCS + CACTVS + descriptors,terciprazine,,Unknown
3085092,salinomycin,3085092.0,0.714876,7.3963947,Morgan + MACCS + CACTVS + descriptors,salinomycin,,Unknown
3085219,mirtazapine,3085219.0,7.0114155,10.485965,Morgan + MACCS + CACTVS + descriptors,mirtazapine,adrenergic receptor antagonist|serotonin receptor antagonist,Other MoA
3085369,monoctanoin,3085369.0,0.45508635,8.358412,Morgan + MACCS + CACTVS + descriptors,monoctanoin,,Unknown
3086401,quinagolide,3086401.0,8.286647,6.885145,Morgan + MACCS + CACTVS + descriptors,quinagolide,dopamine receptor agonist,Other MoA
3086576,ru-42173,3086576.0,7.3213477,8.257414,Morgan + MACCS + CACTVS + descriptors,ru-42173,adrenergic receptor agonist,adrenergic receptor agonist
3086599,cgs-21680,3086599.0,6.485983,11.60315,Morgan + MACCS + CACTVS + descriptors,cgs-21680,adenosine receptor agonist,Other MoA
3086618,zamifenacin,3086618.0,9.083418,6.6559963,Morgan + MACCS + CACTVS + descriptors,zamifenacin,acetylcholine receptor antagonist,acetylcholine receptor antagonist
3090,dimetridazole,3090.0,5.2999644,11.073947,Morgan + MACCS + CACTVS + descriptors,dimetridazole,bacterial DNA inhibitor,Other MoA
3092,dinitolmide,3092.0,7.7340293,8.274003,Morgan + MACCS + CACTVS + descriptors,dinitolmide,,Unknown
30951,alclofenac,30951.0,8.493499,5.5598345,Morgan + MACCS + CACTVS + descriptors,alclofenac,cyclooxygenase inhibitor,cyclooxygenase inhibitor
3100,diphenhydramine,3100.0,7.7343254,6.800988,Morgan + MACCS + CACTVS + descriptors,diphenhydramine,histamine receptor antagonist,histamine receptor antagonist
31018,picolamine,31018.0,7.033409,10.09624,Morgan + MACCS + CACTVS + descriptors,picolamine,,Unknown
3103,diphenylpyraline,3103.0,7.515528,6.935788,Morgan + MACCS + CACTVS + descriptors,diphenylpyraline,dopamine reuptake inhibitor,Other MoA
310360,u-104,310360.0,8.310794,8.702434,Morgan + MACCS + CACTVS + descriptors,u-104,carbonic anhydrase inhibitor,Other MoA
310557,exo-1,310557.0,8.08408,7.57082,Morgan + MACCS + CACTVS + descriptors,exo-1,ARF inhibitor,Other MoA
31072,carbimazole,31072.0,1.2857311,9.095143,Morgan + MACCS + CACTVS + descriptors,carbimazole,antithyroid agent,Other MoA
3108,dipyridamole,3108.0,6.6677256,11.141639,Morgan + MACCS + CACTVS + descriptors,dipyridamole,phosphodiesterase inhibitor,phosphodiesterase inhibitor
31101,bromocriptine,31101.0,8.5181875,10.665351,Morgan + MACCS + CACTVS + descriptors,bromocriptine,dopamine receptor agonist,Other MoA
3111,metamizole,3111.0,7.113655,8.707208,Morgan + MACCS + CACTVS + descriptors,metamizole,cyclooxygenase inhibitor|opioid receptor agonist,Other MoA
3114,disopyramide,3114.0,8.267579,11.031294,Morgan + MACCS + CACTVS + descriptors,disopyramide,sodium channel blocker,Other MoA
311434,pnu-120596,311434.0,8.80459,7.7742953,Morgan + MACCS + CACTVS + descriptors,pnu-120596,acetylcholine receptor agonist,Other MoA
3117,disulfiram,3117.0,0.94016266,9.276518,Morgan + MACCS + CACTVS + descriptors,disulfiram,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,Other MoA
31203,benzyldimethylhexadecylammonium,31203.0,6.3916397,8.141649,Morgan + MACCS + CACTVS + descriptors,benzyldimethylhexadecylammonium,cationic surfactant,Other MoA
3121,valproic-acid,3121.0,0.37456048,8.485291,Morgan + MACCS + CACTVS + descriptors,valproic-acid,benzodiazepine receptor agonist|HDAC inhibitor,Other MoA
31211,vanillylacetone,31211.0,8.381931,5.6476784,Morgan + MACCS + CACTVS + descriptors,vanillylacetone,,Unknown
312145,wortmannin,312145.0,8.236194,4.9333754,Morgan + MACCS + CACTVS + descriptors,wortmannin,PI3K inhibitor,Other MoA
31254,n-methylformamide,31254.0,1.028413,8.964036,Morgan + MACCS + CACTVS + descriptors,n-methylformamide,,Unknown
31307,triamcinolone,31307.0,0.24041812,6.1620674,Morgan + MACCS + CACTVS + descriptors,triamcinolone,glucocorticoid receptor agonist,Other MoA
31340,sucrose-octaacetate,31340.0,0.013524779,8.618009,Morgan + MACCS + CACTVS + descriptors,sucrose-octaacetate,,Unknown
31388,chloramine-t,31388.0,8.162945,8.420083,Morgan + MACCS + CACTVS + descriptors,chloramine-t,,Unknown
31401,ursodiol,31401.0,0.10218877,7.277241,Morgan + MACCS + CACTVS + descriptors,ursodiol,nuclear factor erythroid derived|like (NRF2) activator,Other MoA
31402,eltanolone,31402.0,0.056754496,7.3354063,Morgan + MACCS + CACTVS + descriptors,eltanolone,GABA receptor positive allosteric modulator,Other MoA
31404,butylated-hydroxytoluene,31404.0,7.8194375,5.5478754,Morgan + MACCS + CACTVS + descriptors,butylated-hydroxytoluene,carbonic anhydrase inhibitor,Other MoA
31447,bupicomide,31447.0,8.254217,11.088548,Morgan + MACCS + CACTVS + descriptors,bupicomide,adrenergic receptor antagonist,adrenergic receptor antagonist
3149,domiphen,3149.0,7.460267,6.5673513,Morgan + MACCS + CACTVS + descriptors,domiphen,,Unknown
31508,proquazone,31508.0,7.0217905,8.613497,Morgan + MACCS + CACTVS + descriptors,proquazone,cyclooxygenase inhibitor,cyclooxygenase inhibitor
3151,domperidone,3151.0,7.078663,8.578061,Morgan + MACCS + CACTVS + descriptors,domperidone,dopamine receptor antagonist,dopamine receptor antagonist
31553,silibinin,31553.0,8.864591,4.8480453,Morgan + MACCS + CACTVS + descriptors,silibinin,cytochrome P450 inhibitor,Other MoA
31593,benznidazole,31593.0,7.3123336,10.860228,Morgan + MACCS + CACTVS + descriptors,benznidazole,DNA synthesis inhibitor,Other MoA
31635,tromaril,31635.0,7.921775,7.6306195,Morgan + MACCS + CACTVS + descriptors,tromaril,prostanoid receptor antagonist,Other MoA
3164070,walrycin-b,3164070.0,7.124464,8.53057,Morgan + MACCS + CACTVS + descriptors,walrycin-b,transcriptional regulatory protein WalR,Other MoA
3168,droperidol,3168.0,7.2073584,8.4484415,Morgan + MACCS + CACTVS + descriptors,droperidol,dopamine receptor antagonist,dopamine receptor antagonist
3173542,eact,3173542.0,9.509603,9.726084,Morgan + MACCS + CACTVS + descriptors,eact,calcium-activated chloride channel inhibitor,Other MoA
31762,nsc-9965,31762.0,0.5154664,7.6324334,Morgan + MACCS + CACTVS + descriptors,nsc-9965,acetylcholine receptor antagonist,acetylcholine receptor antagonist
3177,dup-697,3177.0,8.109994,8.33156,Morgan + MACCS + CACTVS + descriptors,dup-697,cyclooxygenase inhibitor,cyclooxygenase inhibitor
3180,dyclonine,3180.0,8.706033,6.693389,Morgan + MACCS + CACTVS + descriptors,dyclonine,sodium channel blocker,Other MoA
3185,e-4031,3185.0,8.280571,9.746332,Morgan + MACCS + CACTVS + descriptors,e-4031,potassium channel blocker,Other MoA
3191,ebastine,3191.0,7.3501425,6.9136186,Morgan + MACCS + CACTVS + descriptors,ebastine,histamine receptor antagonist,histamine receptor antagonist
3194,ebselen,3194.0,7.246356,8.557467,Morgan + MACCS + CACTVS + descriptors,ebselen,cyclooxygenase inhibitor|glutathione peroxidase agonist|H+/K+-ATPase inhibitor|nitric oxide synthase inhibitor,Other MoA
32014,8-bromo-camp,32014.0,6.086325,11.779638,Morgan + MACCS + CACTVS + descriptors,8-bromo-camp,PKA activator,Other MoA
3202,edrophonium,3202.0,6.614864,8.243923,Morgan + MACCS + CACTVS + descriptors,edrophonium,acetylcholinesterase inhibitor,Other MoA
3219,emedastine,3219.0,6.9688396,10.781263,Morgan + MACCS + CACTVS + descriptors,emedastine,histamine receptor antagonist,histamine receptor antagonist
3220,emodin,3220.0,8.172287,5.07147,Morgan + MACCS + CACTVS + descriptors,emodin,11-beta hydroxysteroid dehydrogenase inhibitor,Other MoA
3221,emorfazone,3221.0,1.4155387,9.100085,Morgan + MACCS + CACTVS + descriptors,emorfazone,anti-inflammatory agent|cyclooxygenase inhibitor,Other MoA
32224,2-cmdo,32224.0,8.405857,6.9140167,Morgan + MACCS + CACTVS + descriptors,2-cmdo,dopamine receptor antagonist,dopamine receptor antagonist
3229,enoxacin,3229.0,9.946552,7.7017694,Morgan + MACCS + CACTVS + descriptors,enoxacin,topoisomerase inhibitor,Other MoA
322968,prima1,322968.0,1.3481333,8.601551,Morgan + MACCS + CACTVS + descriptors,prima1,TP53 inhibitor,Other MoA
323,coumarin,323.0,8.330299,5.492292,Morgan + MACCS + CACTVS + descriptors,coumarin,vitamin K antagonist,Other MoA
3238952,ml348,3238952.0,9.078685,7.453914,Morgan + MACCS + CACTVS + descriptors,ml348,lysophospholipase inhibitor,Other MoA
3242,epirizole,3242.0,6.120024,11.093179,Morgan + MACCS + CACTVS + descriptors,epirizole,cyclooxygenase inhibitor,cyclooxygenase inhibitor
3246096,buclizine,3246096.0,6.5473375,7.7377872,Morgan + MACCS + CACTVS + descriptors,buclizine,histamine receptor antagonist,histamine receptor antagonist
3246605,levomequitazine,3246605.0,6.399295,8.2682495,Morgan + MACCS + CACTVS + descriptors,levomequitazine,histamine receptor antagonist,histamine receptor antagonist
3248000,3'-fluorobenzylspiperone,3248000.0,7.255474,8.42492,Morgan + MACCS + CACTVS + descriptors,3'-fluorobenzylspiperone,dopamine receptor ligand,Other MoA
3248290,iem1460,3248290.0,1.1642606,9.607866,Morgan + MACCS + CACTVS + descriptors,iem1460,glutamate receptor antagonist,glutamate receptor antagonist
3248571,sb-258585,3248571.0,9.021481,8.050191,Morgan + MACCS + CACTVS + descriptors,sb-258585,serotonin receptor antagonist,serotonin receptor antagonist
3259,erythrosine,3259.0,8.463133,5.017225,Morgan + MACCS + CACTVS + descriptors,erythrosine,coloring agent,Other MoA
32681978,ro-67-7476,32681978.0,8.203809,8.50711,Morgan + MACCS + CACTVS + descriptors,ro-67-7476,glutamate receptor positive allosteric modulator,Other MoA
3272300,sb-203186,3272300.0,8.623795,10.55093,Morgan + MACCS + CACTVS + descriptors,sb-203186,serotonin receptor antagonist,serotonin receptor antagonist
3272524,nbqx,3272524.0,8.359335,8.766281,Morgan + MACCS + CACTVS + descriptors,nbqx,glutamate receptor antagonist,glutamate receptor antagonist
3275,etafenone,3275.0,8.618398,6.5526786,Morgan + MACCS + CACTVS + descriptors,etafenone,calcium channel blocker,Other MoA
3276,etanidazole,3276.0,5.2391167,11.058076,Morgan + MACCS + CACTVS + descriptors,etanidazole,bacterial cell wall synthesis inhibitor,bacterial cell wall synthesis inhibitor
327653,pifithrin-mu,327653.0,8.126216,8.3745775,Morgan + MACCS + CACTVS + descriptors,pifithrin-mu,HSP inhibitor,Other MoA
3277,etazolate,3277.0,7.379661,10.912261,Morgan + MACCS + CACTVS + descriptors,etazolate,phosphodiesterase inhibitor,phosphodiesterase inhibitor
3278,etacrynic-acid,3278.0,8.469759,5.5423746,Morgan + MACCS + CACTVS + descriptors,etacrynic-acid,sodium/potassium/chloride transporter inhibitor,Other MoA
32798,clobetasol-propionate,32798.0,0.26501694,6.1348085,Morgan + MACCS + CACTVS + descriptors,clobetasol-propionate,glucocorticoid receptor agonist,Other MoA
3280,ethaverine,3280.0,9.691362,10.529832,Morgan + MACCS + CACTVS + descriptors,ethaverine,calcium channel blocker,Other MoA
3282,ethenzamide,3282.0,8.523559,6.335848,Morgan + MACCS + CACTVS + descriptors,ethenzamide,analgesic agent,Other MoA
3292447,sb-216641,3292447.0,9.767312,9.741639,Morgan + MACCS + CACTVS + descriptors,sb-216641,serotonin receptor antagonist,serotonin receptor antagonist
3293,ethoxyquin,3293.0,8.76391,7.0275855,Morgan + MACCS + CACTVS + descriptors,ethoxyquin,antioxidant,Other MoA
3295,ethoxzolamide,3295.0,9.368435,9.571397,Morgan + MACCS + CACTVS + descriptors,ethoxzolamide,carbonic anhydrase inhibitor,Other MoA
33036,dexchlorpheniramine,33036.0,7.2944775,10.230036,Morgan + MACCS + CACTVS + descriptors,dexchlorpheniramine,histamine receptor antagonist,histamine receptor antagonist
33037,glucaric-acid,33037.0,0.050788842,8.767961,Morgan + MACCS + CACTVS + descriptors,glucaric-acid,,Unknown
33039,alovudine,33039.0,2.378819,9.662748,Morgan + MACCS + CACTVS + descriptors,alovudine,DNA synthesis marker,Other MoA
33042,ribostamycin,33042.0,1.5777863,7.564171,Morgan + MACCS + CACTVS + descriptors,ribostamycin,bacterial 30S ribosomal subunit inhibitor,Other MoA
3305,etidronic-acid,3305.0,0.43407235,9.035662,Morgan + MACCS + CACTVS + descriptors,etidronic-acid,bone resorption inhibitor,Other MoA
3307,etizolam,3307.0,7.33426,10.154378,Morgan + MACCS + CACTVS + descriptors,etizolam,benzodiazepine receptor agonist,Other MoA
3314,eugenol,3314.0,8.367226,5.655304,Morgan + MACCS + CACTVS + descriptors,eugenol,androgen receptor antagonist,Other MoA
3316,exalamide,3316.0,8.551262,6.2124343,Morgan + MACCS + CACTVS + descriptors,exalamide,membrane permeability inhibitor,Other MoA
3324,famciclovir,3324.0,6.0940485,11.428326,Morgan + MACCS + CACTVS + descriptors,famciclovir,DNA polymerase inhibitor,Other MoA
33255,cefazolin,33255.0,2.8554769,8.120956,Morgan + MACCS + CACTVS + descriptors,cefazolin,bacterial cell wall synthesis inhibitor,bacterial cell wall synthesis inhibitor
3331,felbamate,3331.0,7.218323,6.9749765,Morgan + MACCS + CACTVS + descriptors,felbamate,glutamate receptor antagonist,glutamate receptor antagonist
3332,felbinac,3332.0,7.0904713,6.2111807,Morgan + MACCS + CACTVS + descriptors,felbinac,cyclooxygenase inhibitor,cyclooxygenase inhibitor
33334,frentizole,33334.0,9.591643,9.6660185,Morgan + MACCS + CACTVS + descriptors,frentizole,immunosuppressant,Other MoA
3334,fenbendazole,3334.0,7.5986433,10.557601,Morgan + MACCS + CACTVS + descriptors,fenbendazole,tubulin polymerization inhibitor,Other MoA
3335,fenbufen,3335.0,7.0867057,6.1991234,Morgan + MACCS + CACTVS + descriptors,fenbufen,cyclooxygenase inhibitor,cyclooxygenase inhibitor
3337816,ccmq,3337816.0,8.938406,10.639353,Morgan + MACCS + CACTVS + descriptors,ccmq,homoquinolinic acid binding inhibitor,Other MoA
3339,fenofibrate,3339.0,8.488039,5.5590553,Morgan + MACCS + CACTVS + descriptors,fenofibrate,PPAR receptor agonist,Other MoA
3342298,cts-1027,3342298.0,8.960069,7.7788935,Morgan + MACCS + CACTVS + descriptors,cts-1027,metalloproteinase inhibitor,Other MoA
3344,fenspiride,3344.0,7.1306615,7.781488,Morgan + MACCS + CACTVS + descriptors,fenspiride,bronchodilator,Other MoA
3346,fenthion,3346.0,8.006323,5.6791863,Morgan + MACCS + CACTVS + descriptors,fenthion,cholinesterase inhibitor,Other MoA
33474,ripazepam,33474.0,7.224038,9.19722,Morgan + MACCS + CACTVS + descriptors,ripazepam,benzodiazepine receptor agonist,Other MoA
33478,pivampicillin,33478.0,3.7240329,7.9521117,Morgan + MACCS + CACTVS + descriptors,pivampicillin,bacterial cell wall synthesis inhibitor,bacterial cell wall synthesis inhibitor
3351,fipexide,3351.0,9.19615,6.75804,Morgan + MACCS + CACTVS + descriptors,fipexide,psychoactive drug,Other MoA
3354,flavoxate,3354.0,8.899088,6.797625,Morgan + MACCS + CACTVS + descriptors,flavoxate,acetylcholine receptor antagonist,acetylcholine receptor antagonist
3362,flopropione,3362.0,8.241361,5.2440557,Morgan + MACCS + CACTVS + descriptors,flopropione,serotonin receptor antagonist,serotonin receptor antagonist
33624,timolol,33624.0,2.1747992,9.468261,Morgan + MACCS + CACTVS + descriptors,timolol,adrenergic receptor antagonist,adrenergic receptor antagonist
33625,indoramin,33625.0,8.270212,10.629845,Morgan + MACCS + CACTVS + descriptors,indoramin,adrenergic receptor antagonist,adrenergic receptor antagonist
33630,penfluridol,33630.0,7.4610276,6.974302,Morgan + MACCS + CACTVS + descriptors,penfluridol,T-type calcium channel blocker,Other MoA
336423,tic10,336423.0,7.198837,8.436125,Morgan + MACCS + CACTVS + descriptors,tic10,AKT inhibitor|TRAIL modulator,Other MoA
3365,fluconazole,3365.0,7.222348,9.988964,Morgan + MACCS + CACTVS + descriptors,fluconazole,sterol demethylase inhibitor,Other MoA
3366,flucytosine,3366.0,1.5281672,9.1696005,Morgan + MACCS + CACTVS + descriptors,flucytosine,other antifungal,Other MoA
3371,flufenamic-acid,3371.0,7.958578,7.6716313,Morgan + MACCS + CACTVS + descriptors,flufenamic-acid,chloride channel blocker,Other MoA
3372,fluphenazine,3372.0,6.466608,8.179987,Morgan + MACCS + CACTVS + descriptors,fluphenazine,dopamine receptor antagonist,dopamine receptor antagonist
3373,flumazenil,3373.0,7.713272,11.289744,Morgan + MACCS + CACTVS + descriptors,flumazenil,benzodiazepine receptor antagonist,Other MoA
337359,sorbinil,337359.0,8.898281,6.7083693,Morgan + MACCS + CACTVS + descriptors,sorbinil,aldose reductase inhibitor,Other MoA
3376937,tc-o-9311,3376937.0,8.585217,7.2799683,Morgan + MACCS + CACTVS + descriptors,tc-o-9311,G protein-coupled receptor agonist,Other MoA
338,salicylic-acid,338.0,8.222717,5.3654985,Morgan + MACCS + CACTVS + descriptors,salicylic-acid,cyclooxygenase inhibitor|prostanoid receptor antagonist,Other MoA
3385,5-fluorouracil,3385.0,1.5589786,9.16868,Morgan + MACCS + CACTVS + descriptors,5-fluorouracil,thymidylate synthase inhibitor,Other MoA
3385203,gtp-14564,3385203.0,8.99006,8.991144,Morgan + MACCS + CACTVS + descriptors,gtp-14564,FLT3 inhibitor|tyrosine kinase inhibitor,Other MoA
3388,fluphenazine-decanoate,3388.0,6.5807557,8.24865,Morgan + MACCS + CACTVS + descriptors,fluphenazine-decanoate,dopamine receptor antagonist,dopamine receptor antagonist
33887,almitrine,33887.0,6.5695176,7.908743,Morgan + MACCS + CACTVS + descriptors,almitrine,neurotransmitter agonist,Other MoA
33919,phenylbenzimidazole-sulfonic-acid,33919.0,7.829061,9.892192,Morgan + MACCS + CACTVS + descriptors,phenylbenzimidazole-sulfonic-acid,,Unknown
33925,eterobarb,33925.0,7.011114,7.8297353,Morgan + MACCS + CACTVS + descriptors,eterobarb,anticonvulsant,Other MoA
3392731,gw-7647,3392731.0,7.173147,7.424166,Morgan + MACCS + CACTVS + descriptors,gw-7647,PPAR receptor agonist,Other MoA
3396,fluspirilene,3396.0,7.182658,8.369437,Morgan + MACCS + CACTVS + descriptors,fluspirilene,dopamine receptor antagonist,dopamine receptor antagonist
3397,flutamide,3397.0,7.7236,8.267822,Morgan + MACCS + CACTVS + descriptors,flutamide,androgen receptor antagonist,Other MoA
3397945,hydrastinine,3397945.0,8.985487,6.6600823,Morgan + MACCS + CACTVS + descriptors,hydrastinine,hemostatic agent,Other MoA
3401,flutrimazole,3401.0,6.961123,10.357616,Morgan + MACCS + CACTVS + descriptors,flutrimazole,sterol demethylase inhibitor,Other MoA
34040,nicergoline,34040.0,8.8253355,10.481209,Morgan + MACCS + CACTVS + descriptors,nicergoline,adrenergic receptor antagonist,adrenergic receptor antagonist
3406,fomepizole,3406.0,1.0515835,9.337231,Morgan + MACCS + CACTVS + descriptors,fomepizole,alcohol dehydrogenase inhibitor,Other MoA
3410883,bu226,3410883.0,7.040542,10.2572,Morgan + MACCS + CACTVS + descriptors,bu226,imidazoline receptor ligand,Other MoA
3415,foscarnet,3415.0,0.36326662,8.968002,Morgan + MACCS + CACTVS + descriptors,foscarnet,DNA polymerase inhibitor,Other MoA
34154,tymazoline,34154.0,8.804077,6.3623443,Morgan + MACCS + CACTVS + descriptors,tymazoline,,Unknown
3418,fosfosal,3418.0,8.263084,5.330868,Morgan + MACCS + CACTVS + descriptors,fosfosal,phosphodiesterase inhibitor,phosphodiesterase inhibitor
342,metacresol,342.0,7.830692,5.645517,Morgan + MACCS + CACTVS + descriptors,metacresol,,Unknown
3423,fpl-64176,3423.0,8.870022,10.412551,Morgan + MACCS + CACTVS + descriptors,fpl-64176,calcium channel activator,Other MoA
3426979,uc-112,3426979.0,9.456939,10.551197,Morgan + MACCS + CACTVS + descriptors,uc-112,XIAP inhibitor,Other MoA
34312,oxcarbazepine,34312.0,7.452207,8.33584,Morgan + MACCS + CACTVS + descriptors,oxcarbazepine,sodium channel blocker,Other MoA
34359,carbidopa,34359.0,7.9297795,6.483389,Morgan + MACCS + CACTVS + descriptors,carbidopa,aromatic L-amino acid decarboxylase inhibitor,Other MoA
3437,furegrelate,3437.0,9.249244,10.441319,Morgan + MACCS + CACTVS + descriptors,furegrelate,thromboxane synthase inhibitor,Other MoA
3440,furosemide,3440.0,8.853417,8.139651,Morgan + MACCS + CACTVS + descriptors,furosemide,diuretic,Other MoA
3447,gabexate,3447.0,8.508989,6.3267827,Morgan + MACCS + CACTVS + descriptors,gabexate,serine protease inhibitor,Other MoA
3448,gaboxadol,3448.0,1.4622172,9.003228,Morgan + MACCS + CACTVS + descriptors,gaboxadol,benzodiazepine receptor agonist,Other MoA
3450,gallamine-triethiodide,3450.0,7.5397305,6.6253023,Morgan + MACCS + CACTVS + descriptors,gallamine-triethiodide,acetylcholine receptor antagonist,acetylcholine receptor antagonist
3455,vanoxerine,3455.0,7.436405,6.979076,Morgan + MACCS + CACTVS + descriptors,vanoxerine,dopamine reuptake inhibitor,Other MoA
3456,gbr-12935,3456.0,7.49093,6.9514093,Morgan + MACCS + CACTVS + descriptors,gbr-12935,dopamine reuptake inhibitor,Other MoA
3463,gemfibrozil,3463.0,8.4065075,5.431673,Morgan + MACCS + CACTVS + descriptors,gemfibrozil,lipoprotein lipase activator,Other MoA
34633,moracizine,34633.0,7.0425863,8.240213,Morgan + MACCS + CACTVS + descriptors,moracizine,sodium channel blocker,Other MoA
3463933,fh-535,3463933.0,8.21657,8.666582,Morgan + MACCS + CACTVS + descriptors,fh-535,PPAR receptor antagonist|WNT signaling inhibitor,Other MoA
3467177,dh-97,3467177.0,8.305629,10.602328,Morgan + MACCS + CACTVS + descriptors,dh-97,melatonin receptor antagonist,Other MoA
3468,crystal-violet,3468.0,6.425676,8.520851,Morgan + MACCS + CACTVS + descriptors,crystal-violet,other antibiotic,Other MoA
34756,ademetionine,34756.0,6.081611,11.781804,Morgan + MACCS + CACTVS + descriptors,ademetionine,methyltransferase stimulant|phosphodiesterase inhibitor,Other MoA
3478,glipizide,3478.0,8.239004,9.7173,Morgan + MACCS + CACTVS + descriptors,glipizide,sulfonylurea,Other MoA
34781,dehydrocorydaline,34781.0,9.730483,10.497739,Morgan + MACCS + CACTVS + descriptors,dehydrocorydaline,acetylcholinesterase inhibitor,Other MoA
3488,glyburide,3488.0,9.10715,7.807976,Morgan + MACCS + CACTVS + descriptors,glyburide,ATP channel blocker|insulin secretagogue|sulfonylurea,Other MoA
3499,go-6983,3499.0,9.494144,10.358842,Morgan + MACCS + CACTVS + descriptors,go-6983,protein kinase inhibitor,Other MoA
3503,gossypol,3503.0,8.156515,5.0586915,Morgan + MACCS + CACTVS + descriptors,gossypol,BCL inhibitor|MCL1 inhibitor,Other MoA
3510704,ave-3085,3510704.0,9.077835,6.763423,Morgan + MACCS + CACTVS + descriptors,ave-3085,nitric oxide synthase stimulant,Other MoA
3518,guanethidine,3518.0,0.9841496,9.206514,Morgan + MACCS + CACTVS + descriptors,guanethidine,adrenergic inhibitor,Other MoA
3519,guanfacine,3519.0,7.042654,7.437431,Morgan + MACCS + CACTVS + descriptors,guanfacine,adrenergic receptor agonist,adrenergic receptor agonist
3519541,cgp-13501,3519541.0,7.8706164,5.53345,Morgan + MACCS + CACTVS + descriptors,cgp-13501,GABA receptor modulator,Other MoA
3520,guanidine,3520.0,0.88044894,9.236141,Morgan + MACCS + CACTVS + descriptors,guanidine,HSP inhibitor,Other MoA
3521,guanidinoethyldisulfide-bicarbonate,3521.0,0.9147923,9.198,Morgan + MACCS + CACTVS + descriptors,guanidinoethyldisulfide-bicarbonate,nitric oxide synthase inhibitor,Other MoA
35370,zidovudine,35370.0,2.3862963,9.660809,Morgan + MACCS + CACTVS + descriptors,zidovudine,nucleoside reverse transcriptase inhibitor,Other MoA
35375,etofenamate,35375.0,7.9653964,7.6285586,Morgan + MACCS + CACTVS + descriptors,etofenamate,cyclooxygenase inhibitor,cyclooxygenase inhibitor
3538,gyki-52466,3538.0,8.962684,6.8395886,Morgan + MACCS + CACTVS + descriptors,gyki-52466,glutamate receptor antagonist,glutamate receptor antagonist
35397514,of-1,35397514.0,8.990523,8.068074,Morgan + MACCS + CACTVS + descriptors,of-1,bromodomain inhibitor,Other MoA
3545,c-1,3545.0,8.180733,9.640226,Morgan + MACCS + CACTVS + descriptors,c-1,protein kinase inhibitor,Other MoA
3546,ha-1004,3546.0,8.168372,9.617932,Morgan + MACCS + CACTVS + descriptors,ha-1004,calcium channel blocker,Other MoA
3547,fasudil,3547.0,8.14849,9.676393,Morgan + MACCS + CACTVS + descriptors,fasudil,rho associated kinase inhibitor,Other MoA
3552,halazone,3552.0,7.207961,6.2973776,Morgan + MACCS + CACTVS + descriptors,halazone,,Unknown
3559,haloperidol,3559.0,7.4349275,6.9597507,Morgan + MACCS + CACTVS + descriptors,haloperidol,dopamine receptor antagonist,dopamine receptor antagonist
3561,haloprogin,3561.0,8.291897,5.720914,Morgan + MACCS + CACTVS + descriptors,haloprogin,other antifungal,Other MoA
3567002,rs-100329,3567002.0,9.123251,7.404181,Morgan + MACCS + CACTVS + descriptors,rs-100329,adrenergic receptor antagonist,adrenergic receptor antagonist
3571576,bisoctrizole,3571576.0,9.356581,10.044379,Morgan + MACCS + CACTVS + descriptors,bisoctrizole,,Unknown
35793,"5-(4chlorophenyl)-4-ethyl-2,4-dihydro-3h-1,2,4-triazol-3-one",35793.0,7.029753,8.698184,Morgan + MACCS + CACTVS + descriptors,"5-(4chlorophenyl)-4-ethyl-2,4-dihydro-3h-1,2,4-triazol-3-one",,Unknown
35802,flubendazole,35802.0,7.6871386,10.7572365,Morgan + MACCS + CACTVS + descriptors,flubendazole,tubulin polymerization inhibitor,Other MoA
35805,ormeloxifene,35805.0,8.861533,6.677471,Morgan + MACCS + CACTVS + descriptors,ormeloxifene,selective estrogen receptor modulator (SERM),Other MoA
