compound_embedding_row_index,compound_name,n_profiles,mean_total_error,variance_total_error,std_total_error,median_total_error,mean_signature_error,variance_signature_error,std_signature_error,mean_compound_error,variance_compound_error,mean_numeric_error,mean_categorical_error,mean_signature_reconstruction_loss,mean_compound_reconstruction_bce,mean_signature_sign_accuracy,mean_compound_bitwise_accuracy,error_percentile,predictability_score
1476,"1-(8-chloro-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-1-yl)-N,N-dimethylmethanamine; Adinazolam",4,0.12925188,2.4131177e-05,0.0049123475,0.12881395,0.025033185,1.191848e-05,0.0034523157,0.101565555,3.2245498e-06,0.00032285234,0.005177145,0.11480463399999999,0.018456053,0.9939759075,0.9948703,0.4558667676003028,0.5441332323996972
411,"(6R)-3,5,6-trihydroxy-2-(3-methylbutanoyl)-4,6-bis(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one; Humulone",3,0.12926003,2.4372697e-05,0.004936871,0.13031957,0.023865372,1.5977404e-05,0.003997174,0.10259529,1.2179539e-06,0.00037373137,0.005449258,0.15745330866666665,0.032946315,0.9935897333333333,0.9882749299999999,0.4560181680545042,0.5439818319454959
7742,6-(3-furanyl)-N-methyl-N-[(3-methyl-2-thiophenyl)methyl]-4-quinazolinamine; BRD-K17025677,8,0.12929614,0.00044105065,0.021001207,0.1282069,0.07451398,0.00029524756,0.01718277,0.049010906,3.6237332e-05,0.00036252596,0.011397494,0.20549155,0.028327348,0.9747245600000001,0.9897406,0.45616956850870555,0.5438304314912945
3092,Bisindolylmaleimide IX; bisindolylmaleimide-ix,49,0.1292989,0.010371158,0.10183888,0.08114294,0.09749955,0.009262626,0.09624254,0.02546811,5.3468666e-05,0.0006291665,0.012410832,0.29499641979591834,0.01963815,0.9344157832653062,0.99472374,0.4563209689629069,0.5436790310370931
14813,sulfadimethoxine,5,0.12930213,0.00050476636,0.022467006,0.11626336,0.055127304,0.0005722124,0.023920963,0.07156265,1.4064498e-05,0.0003175821,0.0050973175,0.306529438,0.010446123,0.9238432599999999,0.99706876,0.4564723694171082,0.5435276305828918
8292,"2-(4-Fluorophenyl)-1,2-benzothiazol-3-one; BRD-K06748700",3,0.12931551,0.000913294,0.03022075,0.12382637,0.06424731,0.00034588075,0.018597871,0.059725154,0.00014329617,0.00029980697,0.010566171,0.19578736333333335,0.011044147999999998,0.98112145,0.997655,0.4566237698713096,0.5433762301286904
1326,(-)-Eburnamonine; vinburnine,10,0.12932181,0.0023294648,0.04826453,0.11096011,0.07306079,0.0017481972,0.041811448,0.050575316,3.896874e-05,0.00043264596,0.011198348,0.188205626,0.032856338,0.976373576,0.9881283599999999,0.45677517032551096,0.543224829674489
4067,oxypurinol,42,0.12934369,0.0006579624,0.025650777,0.12547082,0.073560014,0.00058449816,0.024176398,0.046402697,1.9740242e-05,0.00036589935,0.018615598,0.24557165333333333,0.025819885000000004,0.9616898538095239,0.99164593,0.4569265707797123,0.5430734292202877
6797,"(3S)-3-(4-methoxyphenyl)-4-oxo-3-propan-2-yldiazetidine-1,2-dicarboxylic acid dimethyl ester; FU-JMBII105B",7,0.12937024,0.00039690678,0.01992252,0.11922465,0.06345623,0.00034661833,0.018617688,0.06105721,4.4499724e-05,0.00036349837,0.00956821,0.17062670285714285,0.053857457,0.9820609785714286,0.9822659,0.4570779712339137,0.5429220287660863
1704,"4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol; Epinephrine; epinephrine",13,0.12939283,0.007327175,0.08559892,0.10785109,0.101732604,0.005196634,0.07208769,0.021353748,0.00019687494,0.0004357127,0.012438664,0.2783895706153846,0.0023683251,0.9326403507692308,0.99970686,0.45722937168811506,0.5427706283118849
8368,"(4S,5S)-4-[[2-(azidomethyl)phenyl]methyl]-2-[4-(3-hydroxypropoxy)phenyl]-5-phenyl-N-(phenylmethyl)-5H-oxazole-4-carboxamide; BRD-K16290432",8,0.12941132,0.000321347,0.017926157,0.12574449,0.06982145,0.000304008,0.017435824,0.04802606,4.5047e-05,0.00060072326,0.02288737,0.19193125125,0.060794782,0.98130658875,0.98109335,0.4573807721423164,0.5426192278576836
5042,tiratricol,4,0.12941436,0.00034010745,0.018442001,0.13159364,0.055860065,0.00031148762,0.017649012,0.07028061,2.3727704e-05,0.00038105925,0.0063949614,0.2291147775,0.008195741,0.95186855,0.99736184,0.4575321725965178,0.5424678274034822
8364,"BRD-K26756156; Cadmium chloride; Cadmium chloride, dihydrate; Cadmium dichloride",3,0.1294174,0.00011186672,0.010576705,0.1304762,0.05764171,9.661012e-05,0.009829044,0.05351321,1.2139204e-05,0.0004273554,0.03635404,0.14642476999999998,0.011991628999999998,0.99259522,0.997655,0.45768357305071916,0.5423164269492808
1708,1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide; Sumatriptan; sumatriptan,14,0.1294207,0.0010806536,0.032873295,0.13450402,0.058644023,0.0007874264,0.028061118,0.06365709,4.323545e-05,0.0003362985,0.01410465,0.15849819435714285,0.010392616499999998,0.9843509614285715,0.99736184,0.45783497350492053,0.5421650264950795
13263,iopromide,4,0.1294897,0.00016080237,0.012680784,0.13020797,0.054020483,8.404755e-05,0.009167746,0.07318207,2.7876347e-05,0.0011878444,0.00409917,0.1610731525,0.031672668,0.9773926925,0.99018025,0.4579863739591219,0.5420136260408781
6234,"(R)-3-Allyl-6-bromo-7,8-dihydroxy-1-phenyl-2,3,4,5-tetrahydro-1H-benzo[d]azepinium; BRD-K60932973",8,0.12948997,0.0013084831,0.03617296,0.12150275,0.07933034,0.0011160506,0.03340734,0.041680295,1.2409492e-05,0.0010228265,0.016549539,0.20095025875,0.02195235,0.97955912125,0.9923787,0.45813777441332326,0.5418622255866767
7263,"BRD-K98004941; N-[(3R,9S,10S)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]cyclohexanecarboxamide",2,0.12956098,0.0001771149,0.013308447,0.12956098,0.077935345,0.00019917465,0.014112925,0.04695108,2.7018907e-06,0.00038055028,0.009196897,0.167333445,0.0031660744,0.9868460800000001,0.99926716,0.45828917486752463,0.5417108251324754
7477,"1-[(3S,9R,10S)-9-[[(4-fluorophenyl)sulfonyl-methylamino]methyl]-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-phenylurea; SA-422830",1,0.12956606,0.0,0.0,0.12956606,0.09075874,0.0,0.0,0.027052386,0.0,0.00045870192,0.023326393,0.19078645,0.0030053216,0.98189133,0.9989741,0.45844057532172594,0.541559424678274
7888,"(2S,3S,4R)-3-[4-(2-cyclohexylethynyl)phenyl]-4-(hydroxymethyl)-2-azetidinecarbonitrile; BRD-K37612077",1,0.12956621,0.0,0.0,0.12956621,0.084402874,0.0,0.0,0.037765916,0.0,0.00016346102,0.014729435,0.19656241,0.020867307,0.97979796,0.99311155,0.4585919757759273,0.5414080242240726
24050,"2-[(2S,5R,6R)-6-(hydroxymethyl)-5-[(4-methoxyphenyl)sulfonylamino]-2-oxanyl]acetic acid methyl ester; BRD-K72104609",1,0.12958646,0.0,0.0,0.12958646,0.07117268,0.0,0.0,0.050546806,0.0,0.0010263341,0.015323429,0.18812937,0.0047244,0.97384304,0.9989741,0.4587433762301287,0.5412566237698713
5464,Tasisulam; tasisulam,8,0.12959126,0.00023714827,0.01539962,0.124349385,0.078039974,0.00022150313,0.014882982,0.043318875,1.6752309e-05,0.0007524849,0.016163811,0.18423196375,0.011972509,0.9837813125,0.9960428,0.45889477668433004,0.5411052233156699
6507,1-(3-Chlorophenyl)-4-hexylpiperazine; BRD-K93541117,1,0.1296088,0.0,0.0,0.1296088,0.047783174,0.0,0.0,0.0742056,0.0,0.0005359041,0.015025688,0.18405214,0.0018106612,0.9839034,0.99926716,0.4590461771385314,0.5409538228614685
5661,2-[[[2-[2-(dimethylamino)ethyl-ethylamino]-2-oxoethyl]amino]methyl]pyridine-4-carboxamide; Kdoam-25,4,0.12962063,0.0009807464,0.031316873,0.11881763,0.03793705,0.0006310117,0.025119945,0.0899508,5.136881e-05,0.00052585226,0.0032552273,0.112033306,0.0134102665,0.9824950375,0.9960428,0.4591975775927328,0.5408024224072672
1634,Npc13206; homatropine,8,0.12963101,0.0011478054,0.03387927,0.12549666,0.074348785,0.00097372534,0.03120457,0.05181211,1.9897188e-05,0.0010209484,0.0065318574,0.205949975,0.0071856896,0.9688073025,0.99868095,0.45934897804693414,0.5406510219530658
7215,"BRD-K62019540; N-[[(3R,9R,10S)-16-(benzenesulfonamido)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-4,4,4-trifluoro-N-methylbutanamide",2,0.12963293,0.00048143227,0.021941565,0.12963293,0.084066086,0.0004427136,0.02104076,0.040744312,2.1566207e-06,0.0009492743,0.009265363,0.15622898000000002,0.0064920057,0.99092733,0.9980947,0.4595003785011355,0.5404996214988644
8511,retrorsine,4,0.12963536,0.00078680855,0.02805011,0.12158516,0.04809753,0.0005941968,0.024376152,0.07995166,2.0323812e-05,0.00055553927,0.002950123,0.18275252,0.05329422,0.962883365,0.98270553,0.4596517789553369,0.5403482210446631
6285,"BRD-K10361096; N-[4-[[[6-(3,5-dimethyl-4-isoxazolyl)-4-quinazolinyl]amino]methyl]phenyl]acetamide",13,0.12964423,0.0007426702,0.027251972,0.12701645,0.065280356,0.0004116255,0.020288555,0.05776779,6.268454e-05,0.0007522268,0.012891272,0.18170580730769229,0.0059093433,0.9804015523076923,0.99824125,0.45980317940953824,0.5401968205904617
1169,Flupirtine; ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]pyridin-3-yl]carbamate; flupirtine,1,0.12965491,0.0,0.0,0.12965491,0.022897815,0.0,0.0,0.10379884,0.0,0.0009426958,0.005539445,0.13479547,0.007253236,1.0,0.997655,0.4599545798637396,0.5400454201362603
7074,"BRD-K16541732; N-(2-hydroxyethyl)-2-[(2'R,3R,3'S,4'R)-3'-[(4-methoxyphenyl)-dimethylsilyl]-4'-methyl-2-oxo-1-[[4-(2-oxo-3-oxazolidinyl)phenyl]methyl]-2'-spiro[indole-3,5'-oxolane]yl]-N-(phenylmethyl)acetamide",9,0.12966104,0.00088056235,0.02967427,0.11985315,0.07222806,0.000737673,0.027160138,0.050813437,2.0135234e-05,0.0006117815,0.012994376,0.19584258,0.089527264,0.9793552999999999,0.9699545500000001,0.460105980317941,0.539894019682059
23946,Sodium pyruvate,1,0.12969197,0.0,0.0,0.12969197,0.07446836,0.0,0.0,0.052009836,0.0,0.0008990243,0.006067972,0.30194688,0.0073830173,0.9385797,0.9979481,0.46025738077214234,0.5397426192278576
7106,3-(1H-benzimidazol-2-yl)-6-methoxy-1-benzopyran-2-imine; BRD-K67808578,9,0.12973686,0.00029938205,0.017302658,0.123418875,0.06486532,0.00018407183,0.013567307,0.05897526,4.4311615e-05,0.00021350002,0.011707172,0.23489403222222224,0.023698496,0.96698845,0.9926718500000001,0.46040878122634366,0.5395912187736563
6885,"4-[(9-cyclopentyl-5,8-dimethyl-6-oxo-7,8-dihydropyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methyl-4-piperidinyl)benzamide; NPK76-II-72-1",17,0.12974097,0.00045249474,0.021271925,0.12206986,0.07187239,0.0003778535,0.019438453,0.051728263,5.806579e-05,0.0004925388,0.012083605,0.18300114,0.028555242,0.9809773017647059,0.9904734,0.460560181680545,0.539439818319455
11414,dirithromycin,3,0.12974383,0.0001652124,0.012853496,0.13504538,0.055596355,0.00016343282,0.012784084,0.07291303,9.565092e-06,0.00039709275,0.0023100565,0.18707949466666665,0.06386316,0.96305095,0.98065364,0.4607115821347464,0.5392884178652536
8390,3-(4-pyridyl)-1H-indole; BRD-K23875128,20,0.1297628,0.0003550758,0.018843455,0.12974627,0.07808824,0.00028960814,0.017017877,0.04191465,1.4673476e-05,0.0005318421,0.019307103,0.1934979945,0.001866319,0.9791487050000001,0.9995603,0.46086298258894776,0.5391370174110522
7055,"1-[(2S,3S)-5-[(2S)-1-hydroxypropan-2-yl]-2-[[(4-methoxyphenyl)sulfonyl-methylamino]methyl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-3-phenylurea; BRD-K08887444",1,0.1297987,0.0,0.0,0.1297987,0.086269975,0.0,0.0,0.038738973,0.0,0.0006690001,0.009311924,0.1559636,0.004217443,0.99387753,0.9991206,0.4610143830431491,0.5389856169568509
1788,GGTI-298; Ggti-298; methyl (2S)-2-[[4-[[(2R)-2-amino-3-sulfanylpropyl]amino]-2-naphthalen-1-ylbenzoyl]amino]-4-methylpentanoate,3,0.1298105,2.9752473e-06,0.0017248921,0.13031772,0.028062755,3.37723e-08,0.0001837723,0.07875975,1.6019391e-06,0.0031869013,0.04470122,0.08567356566666666,0.028073896,0.9909910000000001,0.9907665,0.4611657834973505,0.5388342165026495
2094,"3,5-dichloro-2-hydroxy-N-(4-methoxy-[1,1'-biphenyl]-3-yl)benzenesulfonamide; CHEMBL-399379",15,0.1298179,0.0003146898,0.017739499,0.12520616,0.06468841,0.00019423707,0.013936896,0.05020762,1.531386e-05,0.00068004313,0.029571734,0.19790915666666667,0.007702275,0.9775998886666667,0.9967756,0.46131718395155186,0.5386828160484481
3367,4-(Aminooxy)cyclohexanamine,2,0.12984625,3.554643e-06,0.001885376,0.12984625,0.021517737,7.846329e-09,8.85795e-05,0.1047138,3.0890374e-06,0.0017355335,0.006535229,0.0494952065,0.011148754,1.0,0.99706876,0.4614685844057532,0.5385314155942468
2447,"(4R)-4-[(3R,5S,7R,8R,9R,10S,13R,14S,17S)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid; chenodiol",3,0.12985612,0.005462542,0.073909014,0.15995942,0.089364864,0.0040886574,0.06394261,0.03442453,0.00015775976,0.00025781724,0.012030342,0.17901434833333332,0.0033484013,0.9690830466666666,0.9995603000000001,0.4616199848599546,0.5383800151400454
3857,"4-(4-(3-(Trifluoromethyl)phenyl)-2-thiazolyl)benzoic acid; 4-[4-[3-(trifluoromethyl)phenyl]-1,3-thiazol-2-yl]benzoic acid",4,0.12986651,0.0047809617,0.069144495,0.12169519,0.079935536,0.0035385552,0.059485756,0.047379054,7.520133e-05,0.00028555817,0.004989613,0.0727455525,0.0050759385,0.993968,0.99868095,0.46177138531415596,0.538228614685844
6824,beta-Lumicolchicine; lumicolchicine,4,0.12986821,0.00015672634,0.012519039,0.13373017,0.06792249,7.899526e-05,0.008887928,0.0560049,1.0626722e-05,0.0003728394,0.011732508,0.1655643925,0.07040505,0.9788385125,0.9753774,0.4619227857683573,0.5380772142316427
7571,"5-Hydroxy-2,8-dimethyl-6,7,8,9-tetrahydropyrano[3,2-h][1]benzoxepin-4-one; dihydroptaeroxylin",2,0.12987736,0.00012788741,0.011308727,0.12987736,0.061209526,0.00023965699,0.015480859,0.06535899,1.5934902e-05,0.00016139177,0.0065531516,0.206820065,0.035519324,0.97884875,0.9873956,0.4620741862225587,0.5379258137774413
2237,(-)-Galantamine; galantamine,5,0.12990677,0.00073309016,0.027075635,0.12530985,0.05625608,0.0005718587,0.023913564,0.071095586,8.284447e-06,0.00038966065,0.004954356,0.14510579799999998,0.020998271,0.9802962000000001,0.9931115499999998,0.46222558667676,0.53777441332324
7112,"(4-fluorophenyl)-[(8R,9S,10R)-10-(hydroxymethyl)-9-[4-(3-methoxyphenyl)phenyl]-1,6-diazabicyclo[6.2.0]decan-6-yl]methanone; BRD-K89824424",5,0.1299102,0.00052021595,0.02280824,0.13596697,0.072569504,0.00027272754,0.016514463,0.050856132,6.1826766e-05,0.0005651005,0.012743096,0.19402197599999998,0.006498371,0.9732099679999999,0.9982412499999999,0.46237698713096137,0.5376230128690387
11005,meprylcaine,4,0.1299593,0.00058235123,0.024131954,0.12249843,0.056586973,0.00035279567,0.018782854,0.07172477,3.7097587e-05,0.0006716553,0.0030264568,0.1960123275,0.0121282125,0.9657718525,0.9964825,0.46252838758516274,0.5374716124148373
2454,"(24S,25)-Epoxycholesterol; epoxycholesterol",11,0.12997721,0.0006169388,0.024838258,0.12526788,0.08605434,0.0005024231,0.022414798,0.038392328,2.6105594e-05,0.0004266821,0.010890428,0.21375031454545457,0.015970357,0.9731084018181818,0.9958962,0.4626797880393641,0.537320211960636
2800,Pazopanib; pazopanib,63,0.12998492,0.01591014,0.1261354,0.1067462,0.09700692,0.0125880465,0.11219646,0.024781635,0.00015120843,0.00040885375,0.016229194,0.21392171133333332,0.030385386,0.9719867274603174,0.9888612,0.46283118849356547,0.5371688115064346
8202,"KU-C104233; [4-[2-(3-Chlorophenyl)-5-(3-fluorophenyl)-7-pyrazolo[1,5-a]pyrimidinyl]-1-piperazinyl]-(3-furanyl)methanone",3,0.13001595,0.0006972242,0.026405003,0.122305125,0.06977661,0.00050562766,0.022486165,0.05599678,1.6745407e-05,0.0005366846,0.008270438,0.27010961333333333,0.015107173,0.9555607433333334,0.99413747,0.46298258894776684,0.5370174110522332
5440,Tosufloxacin; tosufloxacin,4,0.13001621,0.00028836387,0.016981276,0.12979278,0.07329266,0.00033190197,0.018218176,0.052556563,2.5146082e-05,0.0006488265,0.008074423,0.16405444,0.011229373,0.98584319,0.99574965,0.4631339894019682,0.5368660105980319
1215,4-Ethoxy-1-mercaptomethyl-cyclohexanecarboxylic acid [(S)-2-phenyl-1-(pyridin-3-ylcarbamoyl)-ethyl]-amide,3,0.13001837,4.990644e-06,0.0022339805,0.12994395,0.019746192,1.6608086e-06,0.0012887237,0.10790769,2.9123305e-06,0.00010994283,0.0046849856,0.02042598766666667,0.030942085999999997,1.0,0.98871464,0.46328538985616957,0.5367146101438305
7072,2-chloro-N-[3-cyano-4-[(4-methoxyphenyl)thio]phenyl]benzamide; BRD-K40087974,7,0.13002704,0.00015384157,0.012403291,0.12926434,0.085133255,0.00016302119,0.012767977,0.039036322,9.1536585e-06,0.00018851951,0.011639548,0.16060062142857143,0.009271191,0.9889803642857142,0.9979481,0.46343679031037094,0.5365632096896291
6697,"2,8-Dinitroimipramine; BRD-K15467014",2,0.13007328,0.00082004233,0.028636381,0.13007328,0.05839968,0.00085413933,0.029225662,0.05392216,4.102475e-07,0.00030912017,0.03537923,0.17181708,0.010900388,0.98484848,0.99662906,0.4635881907645723,0.5364118092354278
227,Acetylsulfapyridine; N-[4-(pyridin-2-ylsulfamoyl)phenyl]acetamide,4,0.13007627,6.9138354e-05,0.00831495,0.12747222,0.028828118,2.9518867e-05,0.005433127,0.09761968,1.0582611e-05,0.00064855546,0.006997532,0.1876734075,0.0009388362,0.98684211,1.0,0.4637395912187737,0.5362604087812264
3227,Guanadrel; guanadrel,7,0.130082,0.0012046177,0.034707595,0.11670356,0.06416188,0.00091014133,0.030168552,0.061999284,1.976669e-05,0.0009749746,0.0074516768,0.15083055,0.017753853,0.98962781,0.99384433,0.46389099167297504,0.536109008327025
6364,"(2R,3R,4S)-1-[(3-fluorophenyl)-oxomethyl]-4-(hydroxymethyl)-3-[4-(3-methylbut-1-ynyl)phenyl]-2-azetidinecarbonitrile; BRD-K46766834",2,0.13011092,5.153092e-07,0.00071785564,0.13011092,0.073541805,4.9760878e-05,0.007054139,0.051500462,3.826677e-05,0.0005444096,0.009919542,0.213956105,0.01825278,0.96970919,0.9928184,0.4640423921271764,0.5359576078728236
1066,"2-(4-benzylphenoxy)-N,N-diethylethanamine; DPPE; Tesmilifene",4,0.13014683,5.657601e-05,0.0075217006,0.12785506,0.029826432,3.7082784e-05,0.0060895635,0.097791,3.323553e-07,0.00050607783,0.004856353,0.1053066875,0.0009021464,0.98785425,0.99985343,0.4641937925813777,0.5358062074186223
2846,MPEP; Mpep,3,0.13016784,0.0009026611,0.030044317,0.13278194,0.055525646,0.00029838312,0.01727377,0.06761849,0.00016775005,0.0008507119,0.013707143,0.22755773,0.0033559713,0.9714573999999999,0.99926716,0.4643451930355791,0.5356548069644209
24046,"BRD-K75783424; N-[(2S,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-(methylaminomethyl)-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide",4,0.13016893,2.6495314e-05,0.0051473663,0.12911475,0.07288621,4.4583685e-06,0.002111485,0.046952136,1.3531712e-05,0.0010646405,0.020235293,0.16910985750000002,0.00961486,0.9914354175,0.9975084,0.46449659348978045,0.5355034065102195
3110,Afuresertib; GSK-2110183,41,0.13017525,0.00061222434,0.024743168,0.124882504,0.059985194,0.00048050992,0.021920538,0.06180301,2.5873707e-05,0.00035459967,0.016632237,0.17312422731707316,0.044367008,0.9843179314634146,0.98461086,0.4646479939439818,0.5353520060560182
5351,"cis-(1R,4S)-6-methoxycyclohexane-1,2,3,4,5-pentol; pinitol",8,0.13019095,0.0014261183,0.037763983,0.12035296,0.07850966,0.0012639883,0.03555261,0.04417115,3.8439168e-05,0.000272866,0.014911141,0.17264498,0.0046135816,0.9818572325,0.9988275,0.4647993943981832,0.5352006056018168
1143,"2-methyl-6-phenyl-4-(2-phenylethynyl)-1,4-dihydropyridine-3,5-dicarboxylic acid O3-ethyl ester O5-[(4-nitrophenyl)methyl] ester; MRS-1334",2,0.13020563,8.731257e-05,0.009344114,0.13020563,0.07994337,9.623497e-05,0.009809942,0.04242824,1.8649102e-06,0.0008396522,0.015332166,0.16415244499999998,0.02387804,0.9929272499999999,0.9925253,0.46495079485238455,0.5350492051476154
2111,"(Z)-2-(3,4-dimethoxyphenyl)-3-(3-hydroxyphenyl)prop-2-enenitrile; Cambridge id 5572089",3,0.1302359,0.0007002452,0.026462145,0.11982783,0.08829593,0.00059480406,0.024388606,0.040089164,6.199789e-06,0.00053173135,0.0034888939,0.058487886999999995,0.0044919113,0.9952879766666666,0.9989741,0.4651021953065859,0.5348978046934141
251,Dexamethasone Acetate; dexamethasone,334,0.13025668,0.04027573,0.20068817,0.06195986,0.11027576,0.034957457,0.18696907,0.015299808,0.00025273077,0.0004939784,0.009164645,0.19808174411676646,0.010420365,0.9702310638622754,0.9970687599999999,0.4652535957607873,0.5347464042392127
9671,talampicillin,4,0.13026322,0.00018061318,0.013439237,0.13468015,0.057320047,0.00015568321,0.012477308,0.071490325,1.9929712e-05,0.000386325,0.002751182,0.1320312625,0.02907367,0.988151225,0.98959404,0.46540499621498865,0.5345950037850113
5617,(2S)-4-amino-2-[[2-chloro-4-[1-(3-hydroxyphenyl)ethylcarbamoyl]benzoyl]amino]-4-oxobutanoic acid,4,0.13026474,0.0002429041,0.015585381,0.12586644,0.023088673,5.6287274e-05,0.0075024846,0.10460058,7.813163e-05,0.0012002849,0.0046708626,0.098273041,0.013694859,0.996478875,0.99574965,0.46555639666919,0.53444360333081
2351,1-[3-(aminomethyl)phenyl]-N-[3-fluoro-2'-(methylsulfonyl)biphenyl-4-yl]-3-(trifluoromethyl)-1H-pyrazole-5-carboxamide; 2-[3-(aminomethyl)phenyl]-N-[2-fluoro-4-(2-methylsulfonylphenyl)phenyl]-5-(trifluoromethyl)pyrazole-3-carboxamide,2,0.13026771,3.9471775e-05,0.006282652,0.13026771,0.036320366,1.4442107e-05,0.0038002785,0.0902067,8.132286e-06,0.00093525543,0.0071071917,0.298047165,0.015024976,1.0,0.99531,0.4657077971233914,0.5342922028766086
6309,"(2aR,4S,4aS,6R,9S,11S,12S,12bS)-12-(benzoyloxy)-4,9,11-trihydroxy-4a,8,13,13-tetramethyl-5-oxo-2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-1H-7,11-methanocyclodeca[3,4]benzo[1,2-b]oxete-6,12b-diyl di; baccatin-III",4,0.13027135,0.0007553009,0.027482737,0.1239737,0.085509405,0.00064880314,0.025471613,0.041017134,5.940469e-06,0.0003346745,0.007355731,0.16345754,0.016158273,0.98988152,0.99531,0.46585919757759275,0.5341408024224072
8396,BRD-K09668667; Benzo[a]pyrene,7,0.13031863,0.0006099052,0.024696259,0.13482715,0.067912504,0.00043180294,0.020779869,0.051747184,6.822607e-05,0.0003225407,0.021188844,0.20511549,0.005759232,0.9783041442857143,0.9979481,0.4660105980317941,0.5339894019682059
6441,"(4Z)-4-{[3-(4-fluorophenyl)-1-phenyl-1H-pyrazol-4-yl]methylidene}-5-methyl-2,4-dihydro-3H-pyrazol-3-one; SA-25547",15,0.13032219,0.0006927061,0.02631931,0.12424795,0.05975656,0.00039626885,0.019906502,0.061118446,5.0217095e-05,0.00032023873,0.018766284,0.15987634426666666,0.01761981,0.9867722626666667,0.9944306,0.46616199848599543,0.5338380015140045
6972,"3-(2-fluorophenyl)-6-[4-methoxy-3-(3-oxolanyloxy)phenyl]-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine; BRD-A43640821",5,0.13035984,0.00030076414,0.017342553,0.13470109,0.08219435,0.00025735953,0.016042428,0.042949606,4.609502e-06,0.00043487237,0.010257816,0.18239798599999998,0.018875623,0.98343657,0.9936977600000001,0.4663133989401968,0.5336866010598031
5656,2-[5-[(E)-4-(diethylamino)-4-oxobut-2-en-2-yl]-2-phenoxyphenoxy]acetic acid,4,0.13037288,2.7758071e-05,0.0052685947,0.12990618,0.021528553,4.295039e-05,0.006553654,0.106197625,3.9626157e-06,0.0014356432,0.0047191293,0.1397290725,0.017371215,0.99747475,0.99457717,0.46646479939439817,0.5335352006056018
2105,"N-[5-[3-[(4-hydroxyphenyl)sulfamoyl]-4-methoxyphenyl]-4-methyl-1,3-thiazol-2-yl]cyclopentanecarboxamide; PI4KIIIbeta-IN-9",3,0.1303999,0.00012050971,0.01097769,0.12619889,0.027421603,0.00020589097,0.014348902,0.10069474,8.5046695e-06,0.0006202918,0.0043189977,0.08407402166666667,0.04126654,0.9913793000000001,0.98959404,0.46661619984859953,0.5333838001514004
23988,Apratoxin a,6,0.13040026,0.002335309,0.048325036,0.11170495,0.07459877,0.0023182703,0.04814842,0.050544977,1.2512804e-05,0.00045261052,0.010331996,0.4070816883333333,0.09779613,0.8916917999999999,0.96277297,0.4667676003028009,0.533232399697199
256,Deoxycorticosterone acetate; deoxycorticosterone-acetate,2,0.13042447,3.8132162e-05,0.0061751246,0.13042447,0.10272028,1.987704e-05,0.0044583674,0.02200304,9.1986067e-07,0.00051656563,0.01119566,0.20754478999999998,0.009801481,0.974562065,0.9967756,0.46691900075700227,0.5330809992429977
7595,AT-CSC-07; AT-Csc-07,7,0.13043465,0.0011914403,0.034517247,0.13476773,0.06763894,0.00087516155,0.02958313,0.05842466,3.9674167e-05,0.0010673598,0.008315163,0.20193203285714284,0.009825646000000002,0.9751585214285715,0.9963359,0.46707040121120363,0.5329295987887963
8314,"4-[[5-(1-Naphthalenyl)-1,3,4-oxadiazol-2-yl]thio]-2-butyn-1-ol; BRD-K21237738",1,0.1304524,0.0,0.0,0.1304524,0.08086885,0.0,0.0,0.04630716,0.0,0.00024266308,0.006455687,0.12429784,0.017718198,0.99598396,0.99531,0.467221801665405,0.5327781983345949
728,"2-Amino-5,6-dihydro-6-methyl-4H-1,3-thiazine; aminomethyltransferase",2,0.13045344,2.3974328e-06,0.0015483593,0.13045344,0.052807886,2.4803685e-05,0.00498033,0.073548585,2.3751856e-05,0.0010724228,0.0077649453,0.1348871475,0.025475334,0.99796335,0.9928184,0.46737320211960637,0.5326267978803936
