name,pubchem_cid,smiles,valid_smiles_ring,ring_count,aromatic_ring_count,aliphatic_ring_count,has_ring,ring_category
bepotastine,25273609,OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1,True,3.0,2.0,1.0,True,3 rings
methyldopa,6919173,C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,True,1.0,1.0,0.0,True,1 ring
amitriptyline,2160,CN(C)CCC=C1c2ccccc2CCc2ccccc12,True,3.0,2.0,1.0,True,3 rings
gk921,56682080,C(CN1CCCC1)Oc1nc2cccnc2nc1C#Cc1ccccc1,True,4.0,3.0,1.0,True,4+ rings
benzonatate,7699,CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,True,1.0,1.0,0.0,True,1 ring
4-carboxy-3-hydroxyphenylglycine-(rs),6604709,"N[C@@H](C(O)=O)c1ccc(C(O)=O)c(O)c1 |&1:1,r|",True,1.0,1.0,0.0,True,1 ring
deferasirox-iron-chelate,,OC(=O)c1ccc(cc1)-n1nc-2nc1-c1ccccc1O[Fe]Oc1ccccc-21,True,5.0,4.0,1.0,True,4+ rings
dmab-anabaseine,9926048,CN(C)c1ccc(\C=C2/CCCN=C2c2cccnc2)cc1 |c:12|,True,3.0,2.0,1.0,True,3 rings
sarcosine,7311726,CNCC(O)=O,True,0.0,0.0,0.0,False,0 rings
tolonidine,72138,Cc1ccc(NC2=NCCN2)c(Cl)c1 |t:6|,True,2.0,1.0,1.0,True,2 rings
am-92016,6604771,CN(CCc1ccc(Cl)c(Cl)c1)C[C@@H](O)COc1ccc(NS(C)(=O)=O)cc1 |&1:13|,True,2.0,2.0,0.0,True,2 rings
pyr-41,5335621,CCOC(=O)c1ccc(cc1)N1NC(=O)\C(=C\c2ccc(o2)[N+]([O-])=O)C1=O,True,3.0,2.0,1.0,True,3 rings
cirazoline,2765,C(Oc1ccccc1C1CC1)C1=NCCN1 |t:13|,True,3.0,1.0,2.0,True,3 rings
daminozide,72200802,CN(C)NC(=O)CCC(O)=O,True,0.0,0.0,0.0,False,0 rings
floxuridine,5790,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,True,2.0,1.0,1.0,True,2 rings
mirodenafil,135497803,CCCOc1ccc(cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1)S(=O)(=O)N1CCN(CCO)CC1,True,4.0,3.0,1.0,True,4+ rings
caracemide,54747,CNC(=O)ON(C(C)=O)C(=O)NC,True,0.0,0.0,0.0,False,0 rings
jnj-63533054,2548547,C[C@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c1ccccc1,True,2.0,2.0,0.0,True,2 rings
ralinepag,,OC(=O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1 |r|,True,3.0,2.0,1.0,True,3 rings
l-168049,5311276,CCCOc1ccc(Br)cc1-c1cc([nH]c1-c1ccncc1)-c1ccc(Cl)cc1,True,4.0,4.0,0.0,True,4+ rings
acalisib,11618268,C[C@H](Nc1ncnc2nc[nH]c12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,True,5.0,5.0,0.0,True,4+ rings
methylergometrine,8226,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34 |c:23|,True,4.0,2.0,2.0,True,4+ rings
methylprednisolone-aceponate,63019,"CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(C)=O |c:17,t:13|",True,4.0,0.0,4.0,True,4+ rings
slv-320,,O[C@H]1CC[C@@H](CC1)Nc1nc(nc2[nH]ccc12)-c1ccccc1 |r|,True,4.0,3.0,1.0,True,4+ rings
retaspimycin,25169033,"CO[C@H]1C[C@H](C)Cc2c(O)c(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)cc(O)c2NCC=C |c:17,t:15,28|",True,2.0,1.0,1.0,True,2 rings
lasofoxifene,3081919,O[C@@H]([C@H](O)C(O)=O)C(O)=O.Oc1ccc2[C@H]([C@H](CCc2c1)c1ccccc1)c1ccc(OCCN2CCCC2)cc1,True,5.0,3.0,2.0,True,4+ rings
xl228,59757974,CC(C)c1cc(CNc2nc(Nc3cc(n[nH]3)C3CC3)cc(n2)N2CCN(C)CC2)on1,True,5.0,3.0,2.0,True,4+ rings
fluocinonide,9642,"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |c:25,t:21|",True,5.0,0.0,5.0,True,4+ rings
cd-1530,9952709,OC(=O)c1ccc(cc1)-c1ccc2cc(O)c(cc2c1)C12CC3CC(CC(C3)C1)C2,True,7.0,3.0,4.0,True,4+ rings
ci-966,198693,OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C1 |t:3|,True,3.0,2.0,1.0,True,3 rings
cyclothiazide,101691640,"NS(=O)(=O)c1cc2c(N[C@@H](NS2(=O)=O)[C@H]2C[C@H]3C[C@@H]2C=C3)cc1Cl |&1:9,&2:14,&3:16,&4:18,r,c:21|",True,4.0,1.0,3.0,True,4+ rings
decernotinib,59422203,"CC[C@@](C)(Nc1ccnc(n1)-c1c[nH]c2ncccc12)C(=O)NCC(F)(F)F |&1:2,r|",True,3.0,3.0,0.0,True,3 rings
cefotiam-cilexetil,,"C[C@@H](OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CS[C@H]2[C@@H](NC(=O)Cc3csc(N)n3)C(=O)N12 |&1:1,&2:31,&3:32,c:16|",True,5.0,2.0,3.0,True,4+ rings
kh-cb19,91899919,CCOC(=O)c1c(C(C=N)C#N)c2ccc(Cl)c(Cl)c2n1C,True,2.0,2.0,0.0,True,2 rings
pf-06747775,91668194,COc1nn(C)cc1Nc1nc(nc2n(C)cnc12)N1C[C@@H](F)[C@@H](C1)NC(=O)C=C,True,4.0,3.0,1.0,True,4+ rings
avanafil,9869929,COc1ccc(CNc2nc(ncc2C(=O)NCc2ncccn2)N2CCC[C@H]2CO)cc1Cl,True,4.0,3.0,1.0,True,4+ rings
dcp-la,53732028,"CCCCC[C@H]1C[C@H]1C[C@H]1C[C@H]1CCCCCCCC(O)=O |&1:11,&2:9,&3:7,&4:5,r|",True,2.0,0.0,2.0,True,2 rings
centpropazine,7032530,"CCC(=O)c1ccc(OC[C@@H](O)CN2CCN(CC2)c2ccccc2)cc1 |&1:10,r|",True,3.0,2.0,1.0,True,3 rings
scmc-lys,193653,N[C@@H](CSCC(O)=O)C(O)=O,True,0.0,0.0,0.0,False,0 rings
skf-96365,6604827,COc1ccc(CCCO[C@@H](Cn2ccnc2)c2ccc(OC)cc2)cc1 |&1:10|,True,3.0,3.0,0.0,True,3 rings
azd9272,9838729,Fc1ccc(nc1)-c1noc(n1)-c1cc(F)cc(c1)C#N,True,3.0,3.0,0.0,True,3 rings
sr-2211,51035449,OC(c1ccc(c(F)c1)-c1ccc(CN2CCN(Cc3ccncc3)CC2)cc1)(C(F)(F)F)C(F)(F)F,True,4.0,3.0,1.0,True,4+ rings
idh-305,90415637,C[C@H](F)[C@H]1COC(=O)N1c1ccnc(N[C@@H](C)c2cc(C)c(cn2)-c2ccnc(c2)C(F)(F)F)n1,True,4.0,3.0,1.0,True,4+ rings
ar-42,6918848,CC(C)[C@H](C(=O)Nc1ccc(cc1)C(=O)NO)c1ccccc1,True,2.0,2.0,0.0,True,2 rings
toremifene,3005573,CN(C)CCOc1ccc(cc1)C(=C(\CCCl)c1ccccc1)\c1ccccc1,True,3.0,3.0,0.0,True,3 rings
sb-218078,,,False,,,,,Invalid/missing SMILES
12-o-tetradecanoylphorbol-13-acetate,27924,"CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O |c:33,t:22|",True,4.0,0.0,4.0,True,4+ rings
ethoxyquin,3293,CCOc1ccc2NC(C)(C)C=C(C)c2c1 |t:11|,True,2.0,1.0,1.0,True,2 rings
citiolone,7057882,"CC(=O)N[C@H]1CCSC1=O |&1:4,r|",True,1.0,0.0,1.0,True,1 ring
exenatide,91935542,[H]N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O |r|,True,9.0,5.0,4.0,True,4+ rings
althiazide,6604323,"NS(=O)(=O)c1cc2c(N[C@@H](CSCC=C)NS2(=O)=O)cc1Cl |&1:9,r|",True,2.0,1.0,1.0,True,2 rings
isoprenaline,5808,CC(C)NC[C@@H](O)c1ccc(O)c(O)c1 |&1:5|,True,1.0,1.0,0.0,True,1 ring
dmnb,88505,COc1cc(C=O)c(cc1OC)[N+]([O-])=O,True,1.0,1.0,0.0,True,1 ring
cdk1-5-inhibitor,438981,Nc1[nH]nc2nc3ccccc3nc12,True,3.0,3.0,0.0,True,3 rings
guanethidine,3518,NC(=N)NCCN1CCCCCCC1,True,1.0,0.0,1.0,True,1 ring
bms-986020,49792850,C[C@@H](OC(=O)Nc1c(C)noc1-c1ccc(cc1)-c1ccc(cc1)C1(CC1)C(O)=O)c1ccccc1,True,5.0,4.0,1.0,True,4+ rings
cp-724714,9874913,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,True,4.0,4.0,0.0,True,4+ rings
allopurinol-riboside,135407110,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ncc2c(O)ncnc12,True,3.0,2.0,1.0,True,3 rings
pemirolast,57697,Cc1cccn2c1ncc(-c1nn[nH]n1)c2=O,True,3.0,3.0,0.0,True,3 rings
captopril,44093,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,True,1.0,0.0,1.0,True,1 ring
thioproperazine,9429,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,True,4.0,2.0,2.0,True,4+ rings
cloperastine-fendizoate,,,False,,,,,Invalid/missing SMILES
telratolimod,56833311,CCCCCCCCCCCCCCCCCC(=O)NCCCCOn1c(CCCC)nc2c(N)nc3ccccc3c12,True,3.0,3.0,0.0,True,3 rings
azd1208,58423153,N[C@@H]1CCCN(C1)c1c(\C=C2/SC(=O)NC2=O)cccc1-c1ccccc1,True,4.0,2.0,2.0,True,4+ rings
warfarin,54688261,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O |&1:4|,True,3.0,3.0,0.0,True,3 rings
acetyl-11-keto-beta-boswellic-acid,,"C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@H]4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C |a:1,4,8,15,19,24,29,34,35,&1:14,&2:26,c:10|",True,5.0,0.0,5.0,True,4+ rings
oxiperomide,68634,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,True,4.0,3.0,1.0,True,4+ rings
isavuconazole,92043107,"C[C@@H](c1nc(cs1)-c1ccc(cc1)C#N)[C@@](O)(Cn1cncn1)c1cc(F)ccc1F |a:1,&1:15|",True,4.0,4.0,0.0,True,4+ rings
3-alpha-hydroxy-5-beta-androstan-17-one,5880,"C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O |a:1,5,8,10,14,16,&1:4|",True,4.0,0.0,4.0,True,4+ rings
a-967079,42641861,CC\C(=N/O)\C(\C)=C\c1ccc(F)cc1,True,1.0,1.0,0.0,True,1 ring
proacipimox,3068148,COCc1c[n+]([O-])c(C)cn1,True,1.0,1.0,0.0,True,1 ring
fluocinolone-acetonide,6215,"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |c:15,t:11|",True,5.0,0.0,5.0,True,4+ rings
cu-cpt-4a,53242268,OC(=O)[C@@H](Cc1ccccc1)NC(=O)c1sc2cc(F)ccc2c1Cl,True,3.0,3.0,0.0,True,3 rings
guanidinoethyldisulfide-bicarbonate,3521,NC(=N)NCCSSCCNC(N)=N,True,0.0,0.0,0.0,False,0 rings
ch-5183284,66555680,Cc1nc2ccc(cc2[nH]1)-n1ncc(C(=O)c2cc3ccccc3[nH]2)c1N,True,5.0,5.0,0.0,True,4+ rings
dehydrocholate-acid,6674,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1CC3=O,True,4.0,0.0,4.0,True,4+ rings
deflazacort,189821,"CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C |c:23,t:8,19|",True,5.0,0.0,5.0,True,4+ rings
gsk1059615,23582824,O=C1NC(=O)\C(S1)=C\c1ccc2nccc(-c3ccncc3)c2c1,True,4.0,3.0,1.0,True,4+ rings
propylparaben,7175,CCCOC(=O)c1ccc(O)cc1,True,1.0,1.0,0.0,True,1 ring
gs-39783,6604928,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O,True,3.0,1.0,2.0,True,3 rings
tc-e-5002,71735843,ON(CCC(O)=O)C(=O)CCCCCCCCC1CC1,True,1.0,0.0,1.0,True,1 ring
methyldopate,17277,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,True,1.0,1.0,0.0,True,1 ring
prednisolone-sodium-phosphate,72078,"[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C |c:31,t:27|",True,4.0,0.0,4.0,True,4+ rings
solcitinib,44603362,CC1(C)CN(C1)C(=O)c1ccc(cc1)-c1cccc2nc(NC(=O)C3CC3)nn12,True,5.0,3.0,2.0,True,4+ rings
ct7001,91844733,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,True,4.0,3.0,1.0,True,4+ rings
gsk656,133080621,NC[C@H]1OB(O)c2c1c(Cl)ccc2OCCO,True,2.0,1.0,1.0,True,2 rings
n-acetyl-d-glucosamine,1738118,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,True,0.0,0.0,0.0,False,0 rings
tranexamic-acid,,NC[C@H]1CC[C@@H](CC1)C(O)=O |r|,True,1.0,0.0,1.0,True,1 ring
ty-52156,16046248,CC(C)(C)C(=O)C(Nc1ccc(Cl)cc1)=NNc1ccc(Cl)cc1,True,2.0,2.0,0.0,True,2 rings
azd8186,52913813,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N(C)C,True,4.0,3.0,1.0,True,4+ rings
azeliragon,11180124,CCCCc1nc(cn1-c1ccc(Oc2ccc(Cl)cc2)cc1)-c1ccc(OCCCN(CC)CC)cc1,True,4.0,4.0,0.0,True,4+ rings
ml365,46785920,COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1,True,3.0,3.0,0.0,True,3 rings
hydroxysafflor-yellow-a,,"[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@]1(O)C(=O)[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)[C@H](C(=O)\C=C\c2ccc(O)cc2)C1=O |&1:12,&2:30,&3:16|",True,4.0,1.0,3.0,True,4+ rings
5-fluoropyrimidine,69605,Fc1cncnc1,True,1.0,1.0,0.0,True,1 ring
birinapant,49836020,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC,True,6.0,4.0,2.0,True,4+ rings
ro-106-9920,92510314,"O=[S@@](c1ccccc1)c1ccc2nnnn2n1 |&1:1,r|",True,3.0,3.0,0.0,True,3 rings
sacubitrilat,10430040,[H]N([C@@H](C[C@@H](C)C(O)=O)Cc1ccc(cc1)-c1ccccc1)C(=O)CCC(O)=O,True,2.0,2.0,0.0,True,2 rings
nk-252,71618700,O=C(NCc1ccccn1)Nc1nnc(o1)-c1ccco1,True,3.0,3.0,0.0,True,3 rings
naringenin,439246,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,True,3.0,2.0,1.0,True,3 rings
cyclophosphamide,9554282,ClCCN(CCCl)[P@@]1(=O)NCCCO1 |r|,True,1.0,0.0,1.0,True,1 ring
dr-4485,92211523,"Clc1ccc(cc1)C1=CCN(CCCC[C@@]23CCCc4c2c(NC3=O)ccc4Cl)CC1 |&1:15,t:8|",True,5.0,2.0,3.0,True,4+ rings
tyrphostin-ag-494,5328771,Oc1ccc(\C=C(/C#N)C(=O)Nc2ccccc2)cc1O,True,2.0,2.0,0.0,True,2 rings
icrt-14,5967294,Cc1cc(\C=C2/SC(=O)N(C2=O)c2ccccc2)c(C)n1-c1cccnc1,True,4.0,3.0,1.0,True,4+ rings
bs-181,49867929,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,True,3.0,3.0,0.0,True,3 rings
tg-101209,16722832,CN1CCN(CC1)c1ccc(Nc2ncc(C)c(Nc3cccc(c3)S(=O)(=O)NC(C)(C)C)n2)cc1,True,4.0,3.0,1.0,True,4+ rings
3-carboxy-4-hydroxyphenylglycine-(s),5311460,N[C@H](C(O)=O)c1ccc(O)c(c1)C(O)=O,True,1.0,1.0,0.0,True,1 ring
mangafodipir,76967443,Cc1nc(COP(O)(O)=O)cc2CN(CC(O)=O)CCN(CC(O)=O)Cc3cc(COP(O)(O)=O)nc(C)c3O[Mn]Oc12,True,3.0,2.0,1.0,True,3 rings
dimetindene,6604866,"C[C@@H](C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1 |&1:1,r,c:2|",True,3.0,2.0,1.0,True,3 rings
phenacemide,4753,NC(=O)NC(=O)Cc1ccccc1,True,1.0,1.0,0.0,True,1 ring
radezolid,11224409,CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(c(F)c1)-c1ccc(CNCc2cn[nH]n2)cc1,True,4.0,3.0,1.0,True,4+ rings
ezetimibe,150311,O[C@@H](CC[C@@H]1[C@H](N(C1=O)c1ccc(F)cc1)c1ccc(O)cc1)c1ccc(F)cc1,True,4.0,3.0,1.0,True,4+ rings
trelagliptin,15983988,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,True,3.0,2.0,1.0,True,3 rings
etamsylate,17507,Oc1ccc(O)c(c1)S(O)(=O)=O,True,1.0,1.0,0.0,True,1 ring
phenolsulfonphthalein,4766,Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,True,4.0,3.0,1.0,True,4+ rings
tcs-2314,11226207,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCOC[C@H]2C(=O)N2CCC(CC(O)=O)CC2)cc1,True,4.0,2.0,2.0,True,4+ rings
dobutamine,65324,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,True,2.0,2.0,0.0,True,2 rings
aloin,12305761,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@H]1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc12,True,4.0,2.0,2.0,True,4+ rings
efavirenz,64139,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC1CC1,True,3.0,1.0,2.0,True,3 rings
rifamycin-sv,5282048,"CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(O)cc(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C |c:23,t:3,25|",True,5.0,2.0,3.0,True,4+ rings
apraclonidine,2216,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1 |t:7|,True,2.0,1.0,1.0,True,2 rings
chlorpromazine,2726,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,True,3.0,2.0,1.0,True,3 rings
tivozanib,9911830,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,True,4.0,4.0,0.0,True,4+ rings
lorglumide,13605417,"CCCCCN(CCCCC)C(=O)[C@@H](CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1 |&1:13,r|",True,1.0,1.0,0.0,True,1 ring
chloroxine,2722,Oc1c(Cl)cc(Cl)c2cccnc12,True,2.0,2.0,0.0,True,2 rings
am-281,4302962,Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCOCC1,True,4.0,3.0,1.0,True,4+ rings
moxisylyte,4260,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,True,1.0,1.0,0.0,True,1 ring
tc-a-2317,24783396,C[C@@H](CCCC(C)(C)O)Nc1nc(Nc2cc(C)n[nH]2)cc(C)c1C#N |&1:1|,True,2.0,2.0,0.0,True,2 rings
dimercaprol,6971262,"OC[C@@H](S)CS |&1:2,r|",True,0.0,0.0,0.0,False,0 rings
isoniazid,3767,NNC(=O)c1ccncc1,True,1.0,1.0,0.0,True,1 ring
cediranib,9933475,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,True,5.0,4.0,1.0,True,4+ rings
binimetinib,10288191,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO,True,3.0,3.0,0.0,True,3 rings
ck-101,117909640,OCCN1CCN(CC1)c1ccc(Nc2ncc3cccc(-c4cccc(NC(=O)C=C)c4)c3n2)c(F)c1F,True,5.0,4.0,1.0,True,4+ rings
vincamine,15376,CC[C@@]12CCCN3CCc4c([C@H]13)n(c1ccccc41)[C@](O)(C2)C(=O)OC,True,5.0,2.0,3.0,True,4+ rings
v-51,1376860,COc1cc(CN2CCN(CC2)c2ccc(F)cc2)cc(OC)c1OC,True,3.0,2.0,1.0,True,3 rings
tenovin-1,1013376,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,True,2.0,2.0,0.0,True,2 rings
sodium-gualenate,2275,CC(C)c1ccc(C)c2c(cc(C)c2c1)S(O)(=O)=O,True,2.0,0.0,2.0,True,2 rings
carboxypyridine-disulfide,85040,OC(=O)c1ccc(SSc2ccc(cn2)C(O)=O)nc1,True,2.0,2.0,0.0,True,2 rings
a-804598,53325874,C[C@H](N\C(NC#N)=N/c1cccc2ncccc12)c1ccccc1,True,3.0,3.0,0.0,True,3 rings
adiporon,16307093,O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1,True,4.0,3.0,1.0,True,4+ rings
ica-069673,10149311,Fc1ccc(cc1F)C(=O)Nc1cnc(Cl)nc1,True,2.0,2.0,0.0,True,2 rings
albendazole-oxide,13805917,CCC[S@@](=O)c1ccc2nc(NC(=O)OC)[nH]c2c1 |r|,True,2.0,2.0,0.0,True,2 rings
fk-33-824,,"C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)CC[S@@](C)=O |a:1,5,23,34,&1:39|",True,2.0,2.0,0.0,True,2 rings
gsk2838232,71580991,CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@]2(CC1=O)[C@@H](O)CN(CCN(C)C)Cc1ccc(Cl)cc1 |c:3|,True,6.0,1.0,5.0,True,4+ rings
y-27152,6918184,CC(=O)N(OCc1ccccc1)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N,True,3.0,2.0,1.0,True,3 rings
tiratricol,5803,OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,True,2.0,2.0,0.0,True,2 rings
domiphen,3149,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,True,1.0,1.0,0.0,True,1 ring
dpo-1,21678144,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c1ccccc1)c1ccccc1,True,3.0,2.0,1.0,True,3 rings
hexylcaine,6604266,C[C@@H](CNC1CCCCC1)OC(=O)c1ccccc1 |&1:1|,True,2.0,1.0,1.0,True,2 rings
niguldipine-(r)-(-),6918097,"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1 |r,c:4,9|",True,5.0,3.0,2.0,True,4+ rings
beta-lapachone,3885,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O |c:5|,True,3.0,1.0,2.0,True,3 rings
osi-027,,COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12 |r|,True,5.0,4.0,1.0,True,4+ rings
ethyl-vanillin,8467,CCOc1cc(C=O)ccc1O,True,1.0,1.0,0.0,True,1 ring
doravirine,58460047,Cn1c(Cn2ccc(c(Oc3cc(Cl)cc(c3)C#N)c2=O)C(F)(F)F)n[nH]c1=O,True,3.0,3.0,0.0,True,3 rings
avn-492,56655571,CNc1nn2c(C)c(N(C)C)c(C)nc2c1S(=O)(=O)c1ccccc1,True,3.0,3.0,0.0,True,3 rings
minocycline,129396801,"[H][C@@]12Cc3c(ccc(O)c3C(=O)[C@@H]1C(=O)[C@]1(O)C(=O)[C@H](C(N)=O)C(=O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C |&1:19,&2:12|",True,4.0,1.0,3.0,True,4+ rings
