gene,gene_col
CYP2S1,15824
DIPK2A,15825
APLN,15826
LCE2A,15827
ATP6V0D2,15828
ARHGAP21,15829
LCE2C,15830
MGC72080,15831
KRTAP4-11,15832
MARVELD1,15833
KRTAP4-2,15834
PSG8,15835
LOC100134445,15836
CCDC115,15837
C1ORF233,15838
SHE,15839
SERINC4,15840
H2AC25,15841
PGAM5,15842
ATG9B,15843
DTD1,15844
NRARP,15845
WNT7B,15846
C11ORF52,15847
LOC100293160,15848
CXORF36,15849
LOC100126784,15850
LOC101929340,15851
TMEM217,15852
SPOCD1,15853
MEDAG,15854
AFAP1L1,15855
CNRIP1,15856
LOC101929690,15857
LOC100129572,15858
LOC100506860,15859
IKBIP,15860
TTC7B,15861
TGIF2-C20ORF24,15862
SPDYE2,15863
LIN9,15864
FAM122A,15865
CCDC149,15866
ZNF438,15867
EFHB,15868
MSANTD3-TMEFF1,15869
HELQ,15870
APOPT1,15871
LOC646626,15872
LRRC8C,15873
SGOL2,15874
VTA1,15875
SH2D5,15876
VKORC1L1,15877
SUSD1,15878
B3GALTL,15879
SCLT1,15880
C4ORF32,15881
LOC102723885,15882
FAM219A,15883
GIMAP1-GIMAP5,15884
YPEL2,15885
MARCH4,15886
KIAA1652,15887
BLOC1S6,15888
CGNL1,15889
EXOC6,15890
FGD4,15891
TM4SF18,15892
GBGT1,15893
NIPSNAP3A,15894
MPZL3,15895
RBM14-RBM4,15896
SHISA9,15897
MFSD2B,15898
ZNF830,15899
AKT1S1,15900
KBTBD7,15901
COL28A1,15902
TTC5,15903
ZBTB8A,15904
OR51B6,15905
EQTN,15906
CFAP157,15907
LRRIQ4,15908
NKD1,15909
ARHGAP23,15910
PRAMEF8,15911
TMEM216,15912
CAMSAP3,15913
KRT84,15914
LYPD5,15915
C11ORF98,15916
SMIM11,15917
SELENOO,15918
FABP9,15919
CBY2,15920
RBM43,15921
EOLA2,15922
SPECC1,15923
MESD,15924
RPSAP58,15925
BOLA2,15926
LOC100506032,15927
GCOM1,15928
CT45A2,15929
RFWD2,15930
MTFR1L,15931
DCANP1,15932
HMX2,15933
CARD16,15934
KLRC2,15935
LOC100506979,15936
CHST6,15937
MAGED4B,15938
CRA,15939
IRAK1BP1,15940
LOC100128155,15941
MEF2BNB-MEF2B,15942
LOC730004,15943
LOC100132688,15944
CACNA1B,15945
LOC100133842,15946
LOC727893,15947
DKFZP564C152,15948
EIF3C,15949
LOC100506728,15950
LOC100507168,15951
RASEF,15952
ACPT,15953
LOC339988,15954
MPV17L,15955
TYW3,15956
EGFL8,15957
IER5L,15958
ZUP1,15959
C16ORF87,15960
PHAX,15961
COX20,15962
LOC100506501,15963
NHS,15964
CERS1,15965
GLIS3,15966
VANGL2,15967
ADAMTS16,15968
LOC100506748,15969
FAM156B,15970
FLJ31306,15971
LOC728844,15972
LY6G5B,15973
LOC653888,15974
LOC643287,15975
ARHGAP36,15976
H1-10,15977
MCRIP1,15978
TMEM250,15979
C1ORF192,15980
TMPPE,15981
RGL3,15982
ZFP91,15983
PPAN-P2RY11,15984
NR2C2AP,15985
TMEM68,15986
DYNLT2,15987
IRAG1,15988
PNKD,15989
SGIP1,15990
GFUS,15991
CAVIN4,15992
NUDCD2,15993
PLEKHG5,15994
TLCD1,15995
SLX1A,15996
AGAP5,15997
KIF9,15998
LOC100506582,15999
LOC284837,16000
SEPT3,16001
LOC100505564,16002
GPR15LG,16003
PHGR1,16004
SLC51A,16005
LYPD8,16006
ITLN2,16007
REG4,16008
ST6GALNAC6,16009
TMIGD1,16010
MS4A10,16011
RTL3,16012
CNKSR3,16013
ZNF469,16014
SNX18,16015
CARNMT1,16016
DSEL,16017
RHBDL2,16018
ACMSD,16019
UROC1,16020
C17ORF78,16021
SLC23A1,16022
NANOGP8,16023
GPR179,16024
DMRTC1B,16025
TDH,16026
KIAA1217,16027
SEPTIN1,16028
ADAT3,16029
CERS3,16030
MOV10,16031
LIX1L,16032
HAPSTR1,16033
PPP1R14A,16034
ANKRD37,16035
TBX4,16036
TINAG,16037
FREM1,16038
CWC22,16039
FHIP2B,16040
FAM3B,16041
SPTSSB,16042
MARCHF8,16043
SERPINB11,16044
CEP19,16045
REP15,16046
C7ORF25,16047
GTF2H2,16048
LOC100507263,16049
BTBD6,16050
GRASP,16051
LOC100128775,16052
PLEKHG2,16053
LOC440461,16054
UQCC3,16055
NCKAP5L,16056
LOC439951,16057
KCTD11,16058
TMEM175,16059
LOC100507165,16060
SMN1,16061
NTPCR,16062
C16ORF52,16063
CDK11B,16064
KIAA1804,16065
CELF4,16066
C1QL3,16067
PLCXD3,16068
CBLN4,16069
PIANP,16070
SYT16,16071
CTXN2,16072
PCDH19,16073
FIBCD1,16074
NAPRT,16075
AIF1L,16076
OSTCP2,16077
CD99L2,16078
C9ORF72,16079
DUSP27,16080
SLC45A4,16081
FCRL5,16082
ADCY4,16083
CABP7,16084
MICALCL,16085
NBEAL1,16086
CCDC66,16087
LOC727820,16088
ZCCHC13,16089
NOXA1,16090
VPS18,16091
CCDC64B,16092
C6ORF132,16093
FAM101A,16094
LOC100130476,16095
SMIM6,16096
FAM216B,16097
AQP12A,16098
LOC643733,16099
MGC39584,16100
LOC286272,16101
OR7C2,16102
PCDHA8,16103
LDHD,16104
GOLGA6L1,16105
ANGPTL1,16106
EFCC1,16107
LOC101927056,16108
ZNF502,16109
C2ORF88,16110
MAGI3,16111
LOC642620,16112
FANK1,16113
LSMEM1,16114
TSGA13,16115
ANO9,16116
FBXL17,16117
BATF2,16118
CAPN12,16119
CCDC88B,16120
TMEM133,16121
MAFA,16122
NKAIN2,16123
FAM43B,16124
TTC23L,16125
TRIM56,16126
LOC100506282,16127
SAMD13,16128
ZNF257,16129
SVOPL,16130
ITLN1,16131
CASC5,16132
SLC51B,16133
ZNF649,16134
PRB2,16135
NXPE1,16136
MGC50722,16137
NANOS1,16138
ORMDL1,16139
LOC100505956,16140
SAA1,16141
CHRFAM7A,16142
CCL15,16143
LOC100293977,16144
TSTD2,16145
DHDH,16146
SLC6A19,16147
GAL3ST2,16148
ASAH2,16149
B4GALNT2,16150
ENPP7,16151
CEACAM20,16152
FAM234A,16153
SLC2A7,16154
CEACAM18,16155
ACY3,16156
XKR9,16157
STING1,16158
PPARGC1B,16159
FBXW8,16160
LOC100506948,16161
TCEAL6,16162
ANKRD35,16163
ACBD6,16164
LOC100288911,16165
GALNT15,16166
CCBE1,16167
TMEM42,16168
LOC100131262,16169
FAM131C,16170
FLJ22763,16171
LOC149703,16172
GOLT1A,16173
HEATR5A,16174
C19ORF80,16175
SLC13A5,16176
BPIFB2,16177
KRTAP17-1,16178
CDHR3,16179
CFAP126,16180
CC2D2A,16181
FAM162B,16182
PIERCE1,16183
LDAF1,16184
DMTN,16185
LOC100506019,16186
ZNF883,16187
LOC728730,16188
LOC100287896,16189
LOC285835,16190
LOC644656,16191
CCDC74B,16192
HSH2D,16193
SCML4,16194
ZNF610,16195
LOC100510224,16196
LOC283588,16197
STEAP2,16198
LOC283861,16199
ZNF296,16200
PPAPDC1A,16201
TRIM73,16202
LOC401068,16203
LOC389765,16204
ZNF578,16205
HEXIM2,16206
ZMAT1,16207
LOC100509683,16208
FCRL4,16209
ARMC2,16210
LOC285957,16211
SCFD2,16212
LOC283278,16213
PLEKHA7,16214
LOC100131541,16215
SLC8A3,16216
SRFBP1,16217
LOC100505501,16218
KDELC2,16219
EPHX4,16220
ARHGEF37,16221
DTHD1,16222
PIGW,16223
CTTNBP2NL,16224
CMTM1,16225
LOC100509703,16226
FAM159A,16227
ARHGAP20,16228
AP1S3,16229
UTP15,16230
CBLN2,16231
FCRLB,16232
MOB3A,16233
LOC100129447,16234
LOC100133660,16235
LOC100294337,16236
LOC101928710,16237
LOC648556,16238
NCR3LG1,16239
FAM26F,16240
PLGLB1,16241
LOC100507273,16242
DKFZP761C1711,16243
ZNF782,16244
LOC100289058,16245
LOC100288781,16246
LOC100507281,16247
STOX1,16248
LOC101927027,16249
FAM209B,16250
LOC644613,16251
LOC100510495,16252
CSMD3,16253
NWD2,16254
FAM150B,16255
LOC100510485,16256
ERICH3,16257
LOC100507039,16258
OLFM3,16259
HAPLN4,16260
LOC100132891,16261
HSF5,16262
UTS2B,16263
FBLN7,16264
LRRC34,16265
UBXN10-AS1,16266
TOMM40L,16267
LOC100507028,16268
GALM,16269
SLC23A3,16270
UGT1A10,16271
CNOT11,16272
SLC29A4,16273
BTBD16,16274
C16ORF91,16275
ZNF595,16276
CENPL,16277
SCGB1C2,16278
KCNRG,16279
SNTN,16280
RSPH1,16281
COX4I2,16282
HHIP,16283
LOC150776,16284
ZNF791,16285
CCDC32,16286
LHX8,16287
SLC2A13,16288
NANP,16289
VMA12,16290
HYCC2,16291
PPIL4,16292
PRR19,16293
ZBTB41,16294
DOCK11,16295
CFAP97,16296
COG6,16297
CA13,16298
FNIP1,16299
TNFRSF18,16300
TRIM11,16301
IGDCC3,16302
CACHD1,16303
DHRSX,16304
SIN3A,16305
COMMD6,16306
LRWD1,16307
C19ORF12,16308
LOC100506395,16309
LOC286367,16310
SOWAHB,16311
HNF4G,16312
ZFP90,16313
LGALS7,16314
RHBDL3,16315
CCDC23,16316
SLFN11,16317
SNX25,16318
ERLN,16319
CCDC38,16320
PMF1-BGLAP,16321
CHLSN,16322
ZNRF1,16323
HASPIN,16324
HSCB,16325
RAB37,16326
KCTD1,16327
ZNF99,16328
IRF2BP2,16329
TNFRSF13C,16330
SLC68A1,16331
H2BC11,16332
ZNF808,16333
TRERF1,16334
FANCD2,16335
FEM1A,16336
C8ORF59,16337
STK36,16338
ZNF512,16339
RIGI,16340
ABHD12B,16341
TMEM91,16342
LOC91548,16343
SLC46A2,16344
APELA,16345
LOC100509764,16346
RPTN,16347
KRTAP9-3,16348
KRT33B,16349
NUMBL,16350
CYP27C1,16351
LOC100505880,16352
KRT74,16353
SLC26A9,16354
MYEOV2,16355
COL6A6,16356
TMEFF2,16357
TIMM29,16358
IFTAP,16359
PARVG,16360
SIRPB2,16361
RC3H1,16362
ARL17B,16363
TBC1D3H,16364
CSAG3,16365
LOC100507619,16366
EME2,16367
LOC100506201,16368
CCDC78,16369
ZNF541,16370
LOC100506123,16371
PRRT3,16372
ATXN1L,16373
MARVELD2,16374
AIFM3,16375
AXDND1,16376
KIAA2012,16377
GPR150,16378
LCE1C,16379
C22ORF23,16380
RAX2,16381
COLCA2,16382
SOX1,16383
LOC100509814,16384
LOC100132147,16385
MAST1,16386
RAVER1,16387
TMEM155,16388
RILPL1,16389
DRD4,16390
NOXO1,16391
EXOC3L2,16392
LRRC56,16393
LMNTD2,16394
TEKT4,16395
RSPO2,16396
SYT8,16397
LOC284454,16398
UGT2B11,16399
LINC00675,16400
DLL1,16401
TSPAN11,16402
KRBOX1,16403
LOC100049716,16404
MFSD4,16405
CBWD3,16406
NUPR1L,16407
CFHR3,16408
KIAA1324L,16409
FAM173B,16410
FAM58A,16411
SLC30A6,16412
ATP13A4,16413
CBWD2,16414
USP38,16415
HBB-BS,16416
HBA-A2,16417
MT2,16418
BC094435,16419
GM9648,16420
LOC100504991,16421
GM10128,16422
OAZ1-PS,16423
RPS2-PS6,16424
GM19439,16425
6330403K07RIK,16426
PEA15A,16427
3110035E14RIK,16428
FTL2,16429
A330023F24RIK,16430
LOC100503055,16431
LY6C2,16432
A930011O12RIK,16433
PISD-PS1,16434
GM12481,16435
E430016F16RIK,16436
ERDR1,16437
GM4354,16438
GM8894,16439
SERPINA3N,16440
ATP6V0E,16441
ZKSCAN16,16442
GM17669,16443
SLC6A20A,16444
HBB-B2,16445
HIST1H2BR,16446
RPS6-PS4,16447
C030009O12RIK,16448
GM11702,16449
LOC630855,16450
9430025N12RIK,16451
A830039N20RIK,16452
2900054C01RIK,16453
GM1070,16454
1110058L19RIK,16455
2010107E04RIK,16456
ENO1B,16457
CCL27B,16458
BC031181,16459
TPRGL,16460
1500012F01RIK,16461
LOC100505062,16462
CTRB1,16463
RPL39-PS,16464
GM12191,16465
9930031P18RIK,16466
LOC100504784,16467
GM10260,16468
GM3150,16469
CAR2,16470
GM10269,16471
RPL31-PS17,16472
GM13826,16473
GM10221,16474
GM5805,16475
6330415B21RIK,16476
RPL17-PS9,16477
LOC100504949,16478
LOC100044627,16479
ZFP526,16480
GM6788,16481
DRD1A,16482
GM4076,16483
5031426D15RIK,16484
LOC100503721,16485
GM10335,16486
2610319H10RIK,16487
C430002N11RIK,16488
3110039C02RIK,16489
LRTM2,16490
3000002C10RIK,16491
1200007C13RIK,16492
LOC100505293,16493
LOC100048552,16494
D10BWG1379E,16495
RPS27RT,16496
GM19579,16497
UBL7,16498
TUBA3B,16499
RPL17-PS10,16500
C230057M02RIK,16501
AY036118,16502
MAN1A,16503
GM11847,16504
GM19313,16505
GM6402,16506
ZCCHC12,16507
C330006P03RIK,16508
TMEM88B,16509
AP2A1,16510
1700052M09RIK,16511
4930516B21RIK,16512
UGT8A,16513
GM3244,16514
ISX,16515
FGD5,16516
KLHDC7B,16517
SP5,16518
NCKAP5,16519
C1QTNF2,16520
COL6A5,16521
CD300LG,16522
CCDC85A,16523
TMEM18,16524
HEPACAM,16525
SLC60A1,16526
AARD,16527
CT83,16528
REM2,16529
C1QL2,16530
VPS26B,16531
SPINK8,16532
RNF166,16533
CPNE4,16534
STAC2,16535
NTN5,16536
EPOP,16537
IGSF21,16538
TMEM200B,16539
BLTP3B,16540
GDF1,16541
CAPS,16542
NALCN,16543
IGSF10,16544
MTSS2,16545
GKN2,16546
FMR1NB,16547
TMEM128,16548
SLC16A13,16549
FLJ23867,16550
WBP1,16551
IL17C,16552
FAM83B,16553
LOC100509302,16554
TMEM132E,16555
PTGES3L,16556
NUDT8,16557
UNC45B,16558
SNORC,16559
TENT5B,16560
PWWP3B,16561
BMPER,16562
ARHGEF25,16563
ZBTB8B,16564
COXFA4L2,16565
OLFM2,16566
RBFOX3,16567
LOC100509961,16568
CHMP4C,16569
USP31,16570
LCOR,16571
C8ORF46,16572
SLC25A18,16573
ACBD7,16574
RASGRF2,16575
CNDP1,16576
STX1B,16577
CNTNAP4,16578
RAB3C,16579
CERCAM,16580
ZNF737,16581
PLEKHH1,16582
RAB11FIP4,16583
HACL2,16584
ITGA11,16585
RHOXF1,16586
TEX19,16587
COX7B2,16588
ARL14EPL,16589
LY6K,16590
PHF12,16591
ZFP42,16592
ASZ1,16593
IPMK,16594
ZHX1-C8ORF76,16595
H2BC3,16596
ZSCAN4,16597
MIX23,16598
ZNF414,16599
MYMX,16600
EDDM13,16601
FIGNL1,16602
PIGS,16603
CHCHD5,16604
PTRH1,16605
DEFB103A,16606
PRADC1,16607
OSR1,16608
WDR35,16609
CERT1,16610
SLC5A10,16611
SLC6A18,16612
MIOX,16613
CLTRN,16614
ACSM2B,16615
LYPLAL1,16616
SLC34A3,16617
CTAGE8,16618
GPSM1,16619
NIPA1,16620
GALNT9,16621
FAM229A,16622
SRMS,16623
TZMP1,16624
ZNF841,16625
PFN4,16626
SYTL4,16627
OR5W2,16628
PRLHR,16629
CCDC163,16630
NFXL1,16631
JAML,16632
ASPHD2,16633
PGAP4,16634
SHFL,16635
SLC52A3,16636
MYO5B,16637
C1QTNF12,16638
FAM98C,16639
RSC1A1,16640
FERRY3,16641
METTL6,16642
SEC14L3,16643
CFAP65,16644
SPATA18,16645
DNAH12,16646
DNAH5,16647
OR2V1,16648
SMYD4,16649
NFKBID,16650
PCMTD1,16651
GAGE12G,16652
GAGE2B,16653
GAGE4,16654
MRPS9,16655
VSIR,16656
SLAMF9,16657
P4HA3,16658
B3GNT9,16659
ZBED3,16660
PSMG4,16661
FMNL3,16662
TSPAN33,16663
MESP2,16664
TBC1D10A,16665
SACK1H,16666
HCN3,16667
AANAT,16668
OC90,16669
LTAP1,16670
PCDHA13,16671
SAMD10,16672
DRC4,16673
TMEM229B,16674
FAM20A,16675
FOXS1,16676
MIER3,16677
ZSCAN25,16678
ZNF513,16679
TMED8,16680
IL20,16681
RPS10-NUDT3,16682
TRIM6-TRIM34,16683
TSPYL6,16684
NAT14,16685
MRPL50,16686
ELMOD2,16687
ZC3HAV1L,16688
NLRP14,16689
RBIS,16690
SLC39A12,16691
NXPH1,16692
BEND6,16693
AKAP19,16694
H2AC20,16695
FAAP20,16696
POLR1H,16697
SGSM1,16698
DNLZ,16699
IRX2,16700
FAM83C,16701
ORAOV1,16702
GXYLT2,16703
PLPP5,16704
MCTS2,16705
TYSND1,16706
INO80C,16707
LOC100287525,16708
ZDHHC20,16709
MROH6,16710
SLC25A26,16711
LOC100289079,16712
LRRC10B,16713
LOC284865,16714
HAPLN3,16715
MYH16,16716
LOC100506171,16717
FRMD7,16718
LOC340085,16719
FLJ25694,16720
HOXB4,16721
ZNF490,16722
H1FOO,16723
LOC90834,16724
PEAR1,16725
DAGLB,16726
GPR101,16727
PABPC5,16728
CFAP299,16729
KPLCE,16730
C19ORF44,16731
TSEN54,16732
MBD3L1,16733
BANF2,16734
EFCAB3,16735
TYW1B,16736
LRRC4,16737
TEX22,16738
RIBC1,16739
HOXC9,16740
ACSF3,16741
TMEM210,16742
FOXN4,16743
GLIS2,16744
C19ORF25,16745
C4ORF51,16746
VSTM5,16747
KIF12,16748
TMEM269,16749
SKIC2,16750
FGD2,16751
SNX20,16752
KIF2B,16753
TECTB,16754
SYT3,16755
PARS2,16756
LHFPL5,16757
RUNDC1,16758
SCRN2,16759
C15ORF62,16760
RPUSD3,16761
EPPIN-WFDC6,16762
C5ORF47,16763
MSL3B,16764
NEK5,16765
SLC37A3,16766
WDR38,16767
RNF215,16768
RCOR2,16769
WFIKKN2,16770
DDX59,16771
SLC35G6,16772
TIFAB,16773
SERPINB12,16774
ANKLE1,16775
PLPP4,16776
C9ORF50,16777
ANO4,16778
ZNF324B,16779
PPIL6,16780
PYM1,16781
UCN3,16782
C16ORF86,16783
PGBD2,16784
RCCD1,16785
PCDHB4,16786
C8ORF74,16787
ADAM33,16788
LHFPL4,16789
MSGN1,16790
TERB1,16791
OTOS,16792
IFT70B,16793
GUCA1ANB-GUCA1A,16794
FCHSD1,16795
KIF6,16796
RTL6,16797
GLB1L3,16798
ZNF775,16799
CCDC112,16800
CRYBB2,16801
AK7,16802
ITPRIPL1,16803
NCOA5,16804
PGA5,16805
TMPRSS11F,16806
TEX35,16807
INTS4,16808
C13ORF46,16809
PAPLN,16810
EXOC3L4,16811
SLC5A8,16812
IGSF9,16813
ANKRD13C,16814
ZNF326,16815
ZFP62,16816
NLGN2,16817
RNF157,16818
SLC6A17,16819
ZCCHC17,16820
HCN1,16821
ZSCAN22,16822
CILK1,16823
ALG1L2,16824
KREMEN1,16825
FLVCR1,16826
GIPC3,16827
SDSL,16828
RHPN1,16829
GGACT,16830
ZCWPW2,16831
PRAC1,16832
TMEM201,16833
RPUSD1,16834
TMEM63B,16835
LOC100289049,16836
LOC401317,16837
LINC00087,16838
RBM20,16839
ATPAF1,16840
PALS2,16841
DYNLT2B,16842
UACA,16843
CPSF2,16844
FAM127C,16845
SLC25A19,16846
CLMB,16847
TCHHL1,16848
MFSD3,16849
CAPN13,16850
COMMD1,16851
EVC2,16852
NYAP1,16853
L3MBTL2,16854
MUM1L1,16855
PTPLAD2,16856
KLHDC9,16857
C2CD4A,16858
MAMSTR,16859
LOC101928476,16860
LOC101928896,16861
LOC729658,16862
LOC221814,16863
ZNF582,16864
PGA3,16865
PLCD4,16866
LOC440602,16867
LOC728475,16868
LOC100287497,16869
PIK3R6,16870
AQP12B,16871
IDI2,16872
AGBL1,16873
C7ORF62,16874
INSM2,16875
C1ORF158,16876
LOC286149,16877
LOC151657,16878
OR51E1,16879
LOC101928068,16880
FAM132A,16881
SSC5D,16882
GOLGA6L10,16883
FLJ20021,16884
LOC100507630,16885
ZNF524,16886
ASB16,16887
ARMC5,16888
KLHL31,16889
C11ORF94,16890
LOC285766,16891
SMTNL2,16892
RHOV,16893
LOC100290070,16894
C14ORF80,16895
CCDC60,16896
ONECUT3,16897
DCAF4L2,16898
KIAA1244,16899
SPHAR,16900
SVIP,16901
PPAPDC2,16902
TMEM125,16903
PLD5,16904
RNF175,16905
KCNIP3,16906
FAM43A,16907
TNKS1BP1,16908
FAM167A,16909
TADA1,16910
XRCC6BP1,16911
FAM53A,16912
C4ORF26,16913
LRRN4,16914
PANX2,16915
SPANXA1,16916
L3HYPDH,16917
EIF2AK4,16918
ACKR2,16919
ZNF462,16920
MB21D1,16921
BLACAT1,16922
ZNF860,16923
FAM175A,16924
PTGR2,16925
PAPL,16926
STOX2,16927
UNC5A,16928
MYO3B,16929
COA8,16930
SLC7A13,16931
TMEM218,16932
PRPF40B,16933
SLC22A12,16934
CYS1,16935
FXYD4,16936
DACT2,16937
SMIM22,16938
TTC7A,16939
PRH1,16940
GSTA2,16941
LOC100510361,16942
LOC400590,16943
LOC728138,16944
SMPD4,16945
ZXDA,16946
ZNF680,16947
VSTM1,16948
UBTD2,16949
LOC100507773,16950
POC1B,16951
NEIL2,16952
LOC100130468,16953
INTS2,16954
PRR20E,16955
IL17RD,16956
KIAA1524,16957
PALD1,16958
LOC100131993,16959
LOC100506098,16960
LOC731424,16961
FAM103A1,16962
SLC38A11,16963
TAMALIN,16964
KCTD4,16965
SLC10A4,16966
FRMD3,16967
FFAR4,16968
SCART1,16969
ODAD4,16970
PIRT,16971
EFCAB10,16972
RSPO1,16973
RFLNA,16974
FBXL13,16975
PRDM6,16976
LCTL,16977
CELF6,16978
OTUD7A,16979
ACVR1C,16980
FAM181B,16981
METTL24,16982
C8ORF34,16983
SRSF12,16984
SLC7A14,16985
KCNIP4,16986
ZNF879,16987
SMIM5,16988
LIX1,16989
PLPPR5,16990
ALKAL2,16991
MAP10,16992
BTNL9,16993
LRRC10,16994
CLDN22,16995
ADCY5,16996
GDF6,16997
OR5M3,16998
ACCSL,16999
CCDC184,17000
TMEM252,17001
PHETA2,17002
DRC1,17003
SAMD12,17004
SMIM43,17005
LCA5L,17006
VWC2,17007
S1PR5,17008
DHH,17009
NHLRC1,17010
GLTPD2,17011
HIST1H2AD,17012
C9ORF89,17013
C6ORF1,17014
C17ORF89,17015
SKA3,17016
LOC100507389,17017
LOC731049,17018
ABI3,17019
WDSUB1,17020
PRMT9,17021
NIM1K,17022
GORAB,17023
TMEM55A,17024
SH3RF3,17025
ALKBH2,17026
C16ORF93,17027
LOC100507620,17028
TRIM55,17029
PABIR3,17030
CCDC89,17031
CCDC73,17032
PTPN20,17033
TRHR,17034
ENTREP3,17035
KCNA7,17036
RPRD1B,17037
SLCO6A1,17038
TEN1,17039
SHD,17040
MAP6,17041
C22ORF39,17042
ZNF398,17043
SOX6,17044
GABRG1,17045
NKX2-3,17046
BRWD3,17047
SIX5,17048
ZNF653,17049
C8ORF82,17050
CDX4,17051
PKHD1,17052
TEC,17053
SMIM1,17054
SERF1B,17055
LRRC57,17056
SPSB2,17057
GSX1,17058
TEKT1,17059
INSRR,17060
ZFP92,17061
DDHD1,17062
TRIM41,17063
LOC100505614,17064
LOC100507455,17065
MITD1,17066
DNAAF3,17067
SUN3,17068
ACTRT3,17069
FAM83G,17070
LOC100289098,17071
MROH2A,17072
SYNE4,17073
FAM179A,17074
TNFRSF10A,17075
LOC100507375,17076
SKIDA1,17077
LOC100506828,17078
LOC728903,17079
GPR113,17080
ACSM6,17081
QSOX2,17082
TMEM52B,17083
FBXO17,17084
OCR1,17085
C2ORF48,17086
FLJ13773,17087
TUBB8,17088
LOC283693,17089
LOC728868,17090
DCDC2B,17091
NUDT10,17092
ATXN7L2,17093
MRGPRX3,17094
LOC101928103,17095
LOC100507642,17096
LOC100506614,17097
AMOTL1,17098
TUNAR,17099
TRNP1,17100
HACE1,17101
WNK2,17102
RASGEF1C,17103
MTCL3,17104
ELFN2,17105
LBHD2,17106
NUB1,17107
DEFB116,17108
ENPP6,17109
TMEM174,17110
C2ORF80,17111
ELL3,17112
FCHO2,17113
MELTF,17114
RADIL,17115
PBX2,17116
CFAP161,17117
CCDC120,17118
TAL2,17119
PCNX2,17120
OTOP2,17121
RAB39A,17122
CABP4,17123
ZFYVE28,17124
EFCAB9,17125
DYDC2,17126
CACNG6,17127
MEGF11,17128
VWA3B,17129
KCNK4,17130
TAFA4,17131
AIFM2,17132
TCERG1L,17133
C19ORF67,17134
IRAG2,17135
LANCL3,17136
RAB42,17137
NOL4L,17138
OTX2,17139
PCDHGC4,17140
INSYN2B,17141
CABS1,17142
FAM187B,17143
PLA2G4E,17144
PPM1N,17145
ZDHHC15,17146
CFAP68,17147
C10ORF143,17148
PXT1,17149
TEX44,17150
DQX1,17151
PET117,17152
SP6,17153
CIPC,17154
DDX20,17155
LOC285074,17156
SIMC1,17157
LOC100288675,17158
LOC100288617,17159
LOC728804,17160
AP4B1,17161
LOC390956,17162
FAM72D,17163
ZNF679,17164
ZBTB42,17165
HRNR,17166
KPRP,17167
LCE6A,17168
THEM5,17169
SLURP2,17170
AWAT1,17171
DGAT2L6,17172
DEFB103B,17173
C2ORF82,17174
ZFYVE20,17175
ARHGAP39,17176
NKX6-2,17177
MRAP2,17178
C16ORF92,17179
GPR89A,17180
POMK,17181
HDGFL1,17182
PKN3,17183
ARL16,17184
LEMD1,17185
TREX2,17186
SPRR5,17187
PLA2G4D,17188
SPINK9,17189
GSDMA,17190
NKPD1,17191
CYP4F22,17192
IL36B,17193
ACP7,17194
SACK1G,17195
TCF23,17196
CFAP57,17197
NUDT17,17198
IL1F10,17199
HS3ST6,17200
GEN1,17201
COG8,17202
EMILIN3,17203
LOC100288438,17204
CGB2,17205
CRYGS,17206
TMEM9,17207
OTX1,17208
C3ORF38,17209
OVCA2,17210
CYRIA,17211
DMRTA2,17212
TMEM150C,17213
MUC19,17214
SEPTIN10,17215
LOC100505592,17216
TDRD9,17217
CARD6,17218
UBXN11,17219
GATD1,17220
DUS3L,17221
TMEM191C,17222
MORN4,17223
NDUFAF8,17224
FBXO27,17225
FHIP1B,17226
SLX4,17227
MACIR,17228
WFDC10B,17229
OR2AP1,17230
ERICH5,17231
SH3RF2,17232
APCDD1L,17233
ZAN,17234
ZSCAN20,17235
DRC2,17236
CCDC92B,17237
NLRP9,17238
LHX4,17239
WDPCP,17240
TEX29,17241
P3R3URF,17242
KCNG4,17243
LMX1A,17244
CBLN3,17245
STMND1,17246
CLVS2,17247
LYPD6,17248
FANCD2OS,17249
GLOD5,17250
SLC25A31,17251
MAGEB16,17252
ZNF501,17253
CALHM5,17254
DEFB136,17255
CCDC116,17256
CFAP91,17257
GTF2A1L,17258
GPATCH11,17259
H2AFB1,17260
HIST1H4I,17261
ANKHD1-EIF4EBP3,17262
ZNF626,17263
GOLGA8O,17264
LOC100130876,17265
FOXO6,17266
CABLES2,17267
SSC4D,17268
GATSL2,17269
SLC25A51,17270
FBXO44,17271
FOXD4L5,17272
TSPY3,17273
FAM207A,17274
KIF27,17275
SLC22A31,17276
C9ORF64,17277
CCNYL1,17278
MIXL1,17279
CISD2,17280
ZNF720,17281
MPV17L2,17282
KRTAP5-1,17283
DGKK,17284
DDX19B,17285
LOC100134822,17286
CGB1,17287
SWT1,17288
PDE7A,17289
RABL2B,17290
NLRP11,17291
UGT2A2,17292
TRAP1,17293
INKA1,17294
CRTC2,17295
SHF,17296
DAB2IP,17297
MIGA1,17298
DCAF5,17299
KIFBP,17300
ZDHHC21,17301
SERTM1,17302
ADGRA1,17303
TFAP2D,17304
CASKIN1,17305
CEP120,17306
SLITRK4,17307
TRIQK,17308
ALKBH8,17309
POLR1F,17310
WNK4,17311
NEURL4,17312
KIR3DL2,17313
HS3ST4,17314
OBP2B,17315
LAYN,17316
TSPAN18,17317
GOLM2,17318
SERP2,17319
LRFN2,17320
GRIN3A,17321
FBXW10,17322
OR9I1,17323
