feature_set,minimum_profiles,n_compounds,fold,r2,mae,spearman
130D_embedding_plus_step1_QC,100,349,1,0.3054558919403261,0.05404524095501939,0.598705275129035
130D_embedding_plus_step1_QC,100,349,2,0.1120255919906793,0.05885280197617557,0.35669670195083547
130D_embedding_plus_step1_QC,100,349,3,0.22524909457829634,0.05856524195394338,0.4821800367421922
130D_embedding_plus_step1_QC,100,349,4,0.36684337288902835,0.04943672028421643,0.5965707287201469
130D_embedding_plus_step1_QC,100,349,5,0.18819123979510444,0.051137796157620034,0.38041651443185975
130D_embedding_plus_step1_QC,100,349,6,0.07358482594416682,0.059594348800182294,0.33097716735193766
130D_embedding_plus_step1_QC,100,349,7,0.1451686396564471,0.057527990385925536,0.3414749365759776
130D_embedding_plus_step1_QC,100,349,8,0.2941441845938124,0.053880796019732995,0.45637701320102747
130D_embedding_plus_step1_QC,100,349,9,0.2876953144924368,0.05511513546435602,0.5454465925990727
130D_embedding_plus_step1_QC,100,349,10,0.22674594045763918,0.05076913593954221,0.40774570697844364
130D_embedding_plus_step1_QC,100,349,11,0.13388870610244585,0.05813979672640564,0.3348263494007523
130D_embedding_plus_step1_QC,100,349,12,0.3209256962960352,0.05357450167448036,0.5738605546321406
130D_embedding_plus_step1_QC,100,349,13,0.2059755663676236,0.05439328545860593,0.38322106552357627
130D_embedding_plus_step1_QC,100,349,14,0.1473660292426746,0.05489965640100699,0.46818301111013905
130D_embedding_plus_step1_QC,100,349,15,0.2639298587506317,0.05596621419777326,0.5172086225794666
