name,pubchem_cid,TSNE1,TSNE2
mephentermine,3677.0,-47.308075,-63.420734
cefotiam,43708.0,22.676878,-12.494465
tetrahydrozoline,716128.0,-44.07122,-52.406445
misonidazole,73050801.0,-16.61949,-56.683014
clavulanate,5280980.0,37.626884,-48.8831
levopropoxyphene,133687039.0,-44.54496,33.36653
dr-2313,135522417.0,-37.65644,-64.55987
drospirenone,68873.0,11.257278,-49.610138
ave-0991,9851724.0,47.387157,17.587114
cts21166,445649.0,39.96723,-9.734588
lidamidine,47510.0,-19.981802,-67.1054
salidroside,159278.0,-0.02422293,-60.865196
ornidazole,688540.0,-20.345583,-57.82487
rad140,44200882.0,6.1505876,36.081917
flubendazole,35802.0,-10.302698,60.955257
cantharidin,5944.0,32.415718,-64.0644
metirosine,6918925.0,-17.382294,-70.15697
glycopyrrolate,9933193.0,78.531654,-15.036495
nafamostat,4413.0,-1.2396531,43.708805
aim-100,11501591.0,62.832527,37.85838
n-acetylmannosamine,11869379.0,42.60242,-31.276943
bms-182874,122272.0,-1.1122389,55.504787
stetaderm,92730.0,12.785369,-51.50847
cefuroxime,5479529.0,21.481182,-19.009056
aminothiazole,2155.0,-40.15301,-71.36591
doxylamine,43833352.0,-48.65602,27.320936
icariin,5318997.0,29.549946,-8.849722
pi-828,25181195.0,-10.524188,66.62421
nxy-059,6913176.0,-10.754218,-49.522217
f-11440,208928.0,-22.956701,-4.494408
azd1283,23649325.0,-5.6916504,3.4033918
ly2109761,11655119.0,54.77602,37.153976
ym-201636,9956222.0,61.84241,15.317623
tinoridine,5480.0,-42.816925,17.829266
aloxistatin,65663.0,28.397942,-42.008923
anagrelide,135409400.0,-35.574116,-58.145267
dibenzothiophene,3023.0,-8.310225,80.80957
bu-224,2457.0,-70.55735,1.5803356
brivanib,11234052.0,56.35143,43.189896
talmapimod,9871074.0,16.912008,55.870415
pf-06412562,74223726.0,60.79094,44.484203
kynurenic-acid,3845.0,-65.68592,-3.218042
denopamine,5311064.0,-36.097187,0.81184417
pifithrin-cyclic,443278.0,-6.313185,78.604095
fusidic-acid,3000226.0,7.331714,-36.574017
scriptaid,5186.0,-37.494514,3.8219178
gpi-688,24901657.0,-0.039849475,42.410793
mrs-3777,11771279.0,-7.757484,57.205975
kd-023,115175.0,-1.8973742,-13.233595
dolutegravir,54726191.0,-26.447626,-0.74946994
purmorphamine,5284329.0,61.254402,9.569377
pha-568487,9932000.0,-20.53728,-50.815125
ripretinib,71584930.0,60.513916,31.372917
nitrofurantoin,6604200.0,-14.84221,-56.648697
skf-77434,6603997.0,-53.355408,8.455478
2-chloropyrazine,73277.0,-41.94916,-69.616005
oxytetracycline,,25.944456,-18.606527
azd7687,,-31.560106,4.3580165
l-701324,54682505.0,66.653404,42.958466
nqdi-1,5522952.0,-9.843976,67.46448
pf-4981517,71315139.0,54.531006,37.888393
lithocholic-acid,9903.0,6.6326237,-41.756092
betahistine,2366.0,-42.550472,-65.41195
ehop-016,51031035.0,57.040016,31.472437
gka-50,11340230.0,13.518732,30.122252
oac2,2814138.0,-4.169946,75.585655
iwp-l6,71601111.0,54.403385,33.581085
treosulfan,9882105.0,30.536303,-32.7378
temsirolimus,134812825.0,33.35636,2.2108948
phenylpiracetam,781884.0,-32.841797,-64.28767
gilteritinib,49803313.0,0.82373726,3.801859
moexipril,91270.0,-3.1591692,4.8219194
velneperit,,-26.719349,-32.748447
voglibose,444020.0,39.223167,-27.745825
esculin,5281417.0,-18.26754,-14.436559
st-2825,24808138.0,-6.568922,8.646196
st-1535,9860294.0,-18.436514,60.7241
gsk1838705a,25182616.0,42.954597,21.30125
bafilomycin-a1,90656913.0,14.910635,-24.368862
rivaroxaban,9875401.0,-27.509384,11.089374
mizoribine,11949547.0,42.64239,-29.915855
oxotremorine-sesquifumarate,4630.0,30.366425,-64.27432
scabertopin,93959111.0,15.336721,-40.334915
sodium-gluconate,10690.0,40.824184,-29.780497
ly2140023,9834591.0,41.414112,-33.706
lu-aa-47070,,-12.0811615,4.3300695
sulconazole,6604421.0,26.182594,65.89874
vanitiolide,72146.0,-20.864958,-52.098007
ve-821,51000408.0,-6.265645,39.746094
cp-471474,9907286.0,-33.56523,-2.752964
artesunate,6917864.0,16.77697,-35.352833
bms-779788,59251511.0,60.23973,25.871584
ampiroxicam,25273583.0,-5.936896,3.2240925
bq-788,5311032.0,4.9856415,6.4249945
romidepsin,56840936.0,18.551533,-29.463062
rv1729,52913198.0,47.92271,8.56358
cariprazine,,-33.218403,-32.86468
ethimizol,6168.0,-23.2742,-70.6437
jnj-7706621,5330790.0,-4.965799,31.822336
lurasidone,213046.0,-18.192005,18.278572
pi4kiii-beta-inhibitor-1,71549093.0,11.766505,25.496027
phenyl-salicylate,8361.0,-67.95865,5.0732875
alafosfalin,71957.0,41.894375,-40.005016
cobimetinib,16222096.0,-12.020772,15.260663
bhq,2374.0,-47.280167,-45.244278
cyanocobalamin,,45.66178,-3.8345864
arbidol,28446253.0,20.46389,42.008415
o-1918,40469923.0,-37.000866,-34.13927
mira-1,227681.0,33.50583,-63.238094
oxymatrine,24864132.0,17.481056,-60.84226
nu-6027,398148.0,-12.493079,-51.6675
doxapram,28248394.0,-37.341476,25.593077
rasagiline,3052776.0,-46.74809,-65.02891
titanocene-dichloride,11075829.0,15.798525,-66.45637
cipemastat,9824350.0,16.670916,-33.46439
motapizone,,-56.263874,-3.2101338
mrs-1845,92220886.0,-11.986576,-32.83912
hyaluronic-acid,6852395.0,34.5812,-21.343204
alectinib,49806720.0,16.985281,53.232075
sertindole,60149.0,19.676758,56.74188
ceftaroline-fosamil,10033059.0,84.27649,-18.694117
rolitetracycline,,24.939873,-17.7645
benzoic-acid,243.0,-44.715668,-68.07537
olsalazine,,-30.7127,-4.453089
cabozantinib,25102847.0,51.082005,22.43246
stigmasterol,5280794.0,2.4684234,-41.59673
thz2,78357763.0,56.250507,10.630294
ym-58483,2455.0,7.9895015,54.30991
pd-161570,5328135.0,25.725853,32.28715
olda,5282106.0,-0.18098839,-14.468658
gw-842166,10253143.0,-23.336428,10.264629
alpha-methylserotonin,14083218.0,-63.722786,-3.6707408
simurosertib,136443810.0,-12.33649,59.24526
tak-632,46209401.0,52.56269,20.365368
droxicam,65679.0,-17.746311,59.01109
eticlopride,57267.0,-22.38377,-41.11579
delapril,5362116.0,-14.886443,9.202999
ly255283,122023.0,-15.746698,5.855523
varespladib,155815.0,-0.63145626,39.452538
mg-132,462382.0,-7.416483,-21.181599
tromaril,31635.0,-56.78739,7.9271865
tubastatin-a,49850262.0,-7.4459233,62.9285
tak-875,24857286.0,24.130856,36.782536
daidzein,5281708.0,-13.902052,65.81869
selegiline,26757.0,-51.408665,-59.87235
terlipressin,133566182.0,44.052444,-9.773006
leucylleucine-methyl-ester,7016877.0,29.148432,-44.070896
camkii-in-1,50898538.0,50.658398,20.729021
procaine,4914.0,-24.691668,-51.83779
etacrynic-acid,3278.0,-32.5634,-41.92299
efloxate,8395.0,-1.3570296,59.133816
